formula,elements,num_atoms,a,b,c,alpha,beta,gamma,angle_deviation,angle_std,space_group_number,space_group_symbol,crystal_system,symprec_used,min_bond_length,max_bond_length,bond_length_range,min_coordination,max_coordination,fraction_sp,fraction_other,row_index,split,source_file,material_id,relative_energy,volume_ratio,lattice_asymmetry,bond_complexity,hybridization_diversity
C,C,0.0,0.00023920583662246313,0.6770626523585733,-0.810455077780887,0.8069131304715637,0.4972352809038332,-0.16853704958965657,-0.0052303998805353,0.1941219598027194,9,Cc,monoclinic,0.0,1.0558058799594061,0.13190288601771985,-0.33716048257978715,1.0,0.0,0.0,0.0,10,train,huggingface,C-76016-983-23,0.7529871100365643,-0.3755448473915301,-0.06897010749341251,-0.3472271520034429,0.0
C,C,0.0,0.018367591026364344,1.787037269734362,-0.7275440723813077,-1.362723635132384,0.7565845241455428,0.0913730311002865,0.7722830925217904,1.938516139296028,1,P1,triclinic,0.0,-0.11441825190745901,0.6341474881757863,0.7154854201374382,0.0,0.0,0.0,0.0,11,train,huggingface,C-170888-2365-32,0.5334213219412797,-0.1546613950700481,0.39495680450449244,0.806515378664574,1.1585866870066153
C,C,-0.5,-0.002785039383531663,-0.43017265210726,-0.4032894941392285,0.7261011657704433,0.6688049741985063,0.7533105088406606,0.6333129758716208,-1.0051887990626232,12,C2/m,monoclinic,0.0,0.9090441867770338,0.04089482255960349,-0.2964405014642872,1.0,0.0,0.0,0.0,12,train,huggingface,C-141037-8469-46,-0.4666690134064939,-0.23998947256449749,-0.23967847607637513,-0.43231826583059035,0.0
C,C,-0.5,1.08298733917679,-0.46383185477452976,-0.41752945931660607,0.749617098101542,-0.40825782856895965,1.1289993604546518,0.8142086148438447,0.9005446165675978,2,P-1,triclinic,0.0,-0.33890300079470953,-1.4393645333090006,-0.3689735257223121,0.0,-1.0,0.0,0.0,13,train,huggingface,C-157689-1881-41,0.48940722623419197,0.9447194295153908,-0.8174298729839454,-0.40626377984558215,0.0
C,C,-0.5,-0.09417875510448104,-0.39240866862690854,-0.4164308884950618,0.22459302009589308,0.5856648763405499,-0.08400255818139343,-0.675027520863206,-0.533698713221702,12,C2/m,monoclinic,0.0,-0.0062223594173811516,-1.7578312346942613,-0.7723817652535759,0.0,-1.0,0.0,0.0,14,train,huggingface,C-72730-1850-7,-1.03355428030512,0.7026519379215811,-0.17262640201029805,-0.9938058398842041,0.0
C,C,0.5,2.033164180634579,0.5295251019912374,-0.38224046264341005,0.7626956833781919,0.38810236685884447,0.8459967141921626,0.5287352272792547,-0.502929763663165,1,P1,triclinic,0.0,-0.5263112486442802,-0.1373275104662665,0.5238261989063665,0.0,0.0,0.0,0.0,15,train,huggingface,C-41262-9862-31,0.35864914302292933,0.6443918289497006,-0.8730247560122013,0.5464991500588772,1.1249304324714828
C,C,0.0,-0.018965605617919743,-0.04170122221942923,0.09398998849609794,-0.6954436952759173,-1.1310359357211264,0.0007008191541926544,0.243472051247199,0.11173874718830364,10,P2/m,monoclinic,0.0,-0.706992714085264,0.5218007170835142,1.031141555959945,0.0,0.0,0.0,0.0,16,train,huggingface,C-76050-9799-65,0.23070248244084782,0.05046731828453414,0.23146206997437782,1.3195193747157536,1.1585866870066153
C,C,1.5,-0.06655048097459261,1.5564742445946735,0.8311413736280817,0.30903567460782283,0.438407514597888,-0.9142886685584946,0.12564982740829136,0.7615548244175837,1,P1,triclinic,0.0,-0.09004244879985557,0.49973853135816326,0.6200773506348227,0.0,0.0,0.0,0.0,17,train,huggingface,C-130538-6665-48,-0.2973439771921553,0.5565597148544409,1.3581442829626544,0.5635144706837059,1.1414722020711574
C,C,1.0,-0.09105199309720236,0.9704707094569113,0.9514141508358468,-0.17253051484228035,-0.858405326771656,-0.0028032766167668077,-0.5790198169360032,-0.28816331124993755,1,P1,triclinic,0.0,-0.10191323994070044,0.27214869103232076,0.4928095933103677,0.0,0.0,0.0,0.0,18,train,huggingface,C-47644-8979-61,0.7285541551928524,1.1506871323866554,1.2299064747532042,0.6308480597419089,1.0639253280555108
C,C,-0.5,0.01228492832367972,-0.5099478106439471,-0.6536030013783954,-0.19087672297414768,-0.7471129472045126,-0.7771398919283246,0.12133838504702972,-0.5391779459285794,8,Cm,monoclinic,0.0,1.111267660704938,-0.014652335125733097,-0.4598224670837568,1.0,0.0,0.0,0.0,19,train,huggingface,C-41262-9862-12,0.09698029713972177,-0.2344051299186853,-0.43517386606270475,-0.5803438238175515,0.0
C,C,-0.5,0.04872964614622367,-0.07474051921288738,-0.7387733316751133,0.9941493737693037,0.7931297754597033,0.0001769281143370263,0.2901317363893781,0.26630911253692635,71,Immm,orthorhombic,0.0,-0.3939244671932477,-0.023831556260085762,0.5057110689309777,0.0,0.0,0.0,0.0,20,train,huggingface,C-130532-5775-40,-0.06702373868743043,-0.19021143464042514,-0.34373791703834355,0.6043820630755748,1.0639253280555108
C,C,-0.5,1.9653834982145002,-0.7780486374640827,-1.2154908849713437,-0.308185981790175,-0.6547340102989899,-0.5568908139076216,-0.044392157463370725,-1.040591803508838,12,C2/m,monoclinic,0.0,-0.5246661904738857,-0.006239723574282863,0.6004796888646861,0.0,0.0,0.0,0.0,21,train,huggingface,C-176689-6597-36,0.07650258855313204,-0.07521977738859521,-1.2292471752852634,0.5236433332422545,1.0639253280555108
C,C,0.0,-0.04883216293334671,0.155504175986195,-0.22907274404336228,-1.2761410510332192,-0.019169589395436053,0.014162291333969087,-0.030132617056999166,1.053561431473738,2,P-1,triclinic,0.0,0.5971072959006337,0.26901818077685585,0.040026710138468834,1.0,0.0,0.0,0.0,22,train,huggingface,C-113078-2193-52,0.6591083265017678,-0.4990334964099639,0.12792911977251398,-0.04705568921999132,0.0
C,C,0.5,-0.07552069984793347,0.022534408953448735,0.4714734322047073,0.00640662308038455,0.4810521193328668,0.00025505221677236316,-1.0956232733649707,-0.7019335400594714,1,P1,triclinic,0.0,-0.10189530337918816,0.21426042626980205,0.45847927573822655,0.0,0.0,0.0,0.0,23,train,huggingface,C-152605-7685-1,-0.19506836859031237,0.3724061753022266,0.5392442861153456,0.5434147219994229,1.1249304324714828
C,C,1.0,0.04230526081979277,-0.6569073408559719,2.0760397558270887,-0.17603494914502452,0.33900907677784503,-0.8245662006027802,-0.19540368080776332,0.24085467050116052,74,Imma,orthorhombic,0.0,0.6721245553873751,0.11805755000979921,-0.09786192463940133,1.0,0.0,0.0,0.0,24,train,huggingface,C-142789-7601-3,0.4705173840410952,0.09966413244101473,1.171234397065562,-0.02314074657327699,0.0
C,C,0.0,-0.020212893194593583,0.930210349073912,-0.4176900993895677,0.7200888379665835,1.3849795375223466,-0.012634275801059199,0.49549691670607454,0.394089770537929,10,P2/m,monoclinic,0.0,-0.5956568251448904,0.4777299049673901,0.9331934088451614,0.0,0.0,0.0,0.0,25,train,huggingface,C-177264-2024-14,0.21193563203569538,0.016809948180444522,0.2883390592302949,1.1929247925288065,1.1585866870066153
C,C,0.0,1.5557093307362422,-0.6707965787908485,-0.7775860460777911,-0.38486831111652786,0.5157359176693079,-0.1480241112425935,-0.484650537685873,-0.08283508181320645,12,C2/m,monoclinic,0.0,0.7930514383606485,0.8799199544813391,0.27579611194915443,1.0,0.0,0.0,0.0,26,train,huggingface,C-9592-5537-24,-0.5511881218773089,-0.36654042691931565,-1.2164421727575279,0.3626839664810487,0.0
C,C,2.5,3.5329847762571114,-0.45980246789474954,1.7486138316284756,-0.5081868595022636,-0.8148113134925405,0.29543893107845726,0.05679808397357285,0.19064092263303706,1,P1,triclinic,0.0,-0.5231672374812283,-0.5949586713749616,0.2504938706622391,0.0,-1.0,0.0,0.0,27,train,huggingface,C-104334-7299-44,-0.04456939656120666,0.9924874048011137,-0.45030968984577924,0.14257297023237084,0.0
C,C,-0.5,-0.003536829155773907,-0.42896634917443593,-0.39975023059623355,-1.0988405085733903,-0.6713335791261575,-0.7546979775814457,1.0642948628360176,-0.36464769902132516,12,C2/m,monoclinic,0.0,0.93201992782944,0.018279460048759168,-0.3246691811040783,1.0,0.0,0.0,0.0,28,train,huggingface,C-92124-4005-36,-0.47899533521844784,-0.23590223342007843,-0.2365245336021226,-0.4400919012622684,0.0
C,C,-0.5,-0.002580005809284054,-0.43069203253667043,-0.7235280705572656,-0.5062528546741717,-0.0042946218639474685,-0.7524614836686158,-0.17743882710388503,-0.24436976920309494,2,P-1,triclinic,0.0,0.9181468916380506,0.0604473440642156,-0.2907209035008826,1.0,0.0,0.0,0.0,29,train,huggingface,C-176661-8591-46,-0.4691619297157424,-0.24209903818173464,-0.4392235131354693,-0.44045693019964527,0.0
C,C,0.5,0.7965383498214494,0.5321220041382897,0.07653203992164903,-0.8016286285377279,0.46675607042999784,-0.06242077488386674,-0.13919372964652682,0.5498550289822393,1,P1,triclinic,0.0,-0.0374278611301172,-1.3710851546301037,-0.5229712575143851,0.0,-1.0,0.0,0.0,30,train,huggingface,C-72701-1899-2,-0.17767308867579143,0.9503862542076604,-0.1129499200559924,-0.696419499777026,0.0
C,C,-0.5,0.007740017427854439,-1.4364052172601836,0.49791167905149825,-0.7494621481598261,-0.4914145827171636,-1.1492928619845815,0.9095133162688026,-0.31361842170327964,227,Fd-3m,cubic,0.0,1.1984175190172932,-0.48711905136322237,-0.796140804198308,1.0,0.0,0.0,0.0,31,train,huggingface,C-176679-1286-38,-1.6554516534126422,-0.5482790385135351,-0.07348851920949431,-1.0500548319317442,0.0
C,C,0.0,-0.08922377706015978,-0.10473055045948347,0.6120801334867189,0.6415930204334741,1.1339737451848695,-0.12056655292716444,0.30088162487005266,0.2772586917379832,12,C2/m,monoclinic,0.0,0.025146489663267473,-1.761843688010568,-0.7949960699127452,0.0,-1.0,0.0,0.0,32,train,huggingface,C-102915-7408-31,-1.2361081835768344,0.808982344718683,0.5901812729157405,-1.0377690811169817,0.0
C,C,1.0,-0.034121003981068265,0.6579544788184932,0.5600742053498327,-0.8967554022335072,0.477561050930884,0.0007429448957006668,-0.08418033775517773,0.7561209021795021,1,P1,triclinic,0.0,-0.5482686432806415,1.5090443417723551,1.514033277110641,0.0,0.0,0.0,0.0,33,train,huggingface,C-76008-2415-39,-0.15233847679336998,-0.10892967093819243,0.8064178224706527,0.9194984723331335,1.0639253280555108
C,C,0.0,3.750388709484511,-0.34986135893376175,-0.6836582408357428,-0.026571720724166532,1.5518620607072267,0.6663583828310798,0.5080916124066924,0.5862450081969532,2,P-1,triclinic,0.0,-0.2319453633608178,-1.11647800965329,-0.24654864630805154,0.0,-1.0,0.0,0.0,34,train,huggingface,C-90796-891-29,0.08423834790654859,0.9354804279693274,-1.1704110616605834,-0.012322214032200607,0.0
C,C,0.5,-0.07514480496181235,0.022149062183240774,0.4705873208344992,-0.006228380010175183,-0.484408136732838,0.00047640384033679253,-1.0884879511267733,-0.6996514718934536,1,P1,triclinic,0.0,-0.10603868373310808,0.18994489635431355,0.44673677282228846,0.0,0.0,0.0,0.0,35,train,huggingface,C-96663-8819-13,-0.19041164503206376,0.36955951812487636,0.5382144193897758,0.5376023741175202,1.1249304324714828
C,C,0.5,5.1258393562281576e-05,-0.4788771330200291,0.8846656095513478,1.0056062171723021,0.00021968296327107924,0.00017233257889987764,-0.37129061840097394,0.5314111216647124,51,Pmma,orthorhombic,0.0,0.8784320233150668,0.10251682716151163,-0.24016080941104687,1.0,0.0,0.0,0.0,36,train,huggingface,C-96672-9795-27,-0.4049466448900602,-0.31639691111846746,0.5404610769856398,-0.3926491744786684,0.0
C,C,0.0,0.8475404514155872,0.08529566987509737,-0.39686907315859815,-0.17632493171568786,-0.35489737699442264,-0.8527977236781129,-0.15312627433562154,-0.36394478311094225,12,C2/m,monoclinic,0.0,-0.002151798825813502,-1.764445407778353,-0.7789287958453639,0.0,-1.0,0.0,0.0,37,train,huggingface,C-9620-6892-54,-1.0673019545940214,0.7665791128485594,-0.5302925408614799,-1.0067848018224141,0.0
C,C,-0.5,1.9803167768722136,-0.6471647692526782,-0.40710340038760884,1.1045655544591648,-1.0063338919943128,1.144381766447229,1.7408884404716536,2.0762345917386895,2,P-1,triclinic,0.0,-0.036670901575554485,-1.3279741462725605,-0.4979014301693494,0.0,-1.0,0.0,0.0,38,train,huggingface,C-176685-9184-37,0.49489011531967214,0.8724272001564735,-1.0808302038788211,-0.5858797945173646,0.0
C,C,0.0,1.0310967587609141,-0.17378301625995796,-0.014872161593549382,-0.2602055129096258,1.3438907203305335,0.7092010278680929,0.6390311890353048,0.7689592260678154,2,P-1,triclinic,0.0,-0.024464950461150554,-1.7335351756306279,-0.7462099731179953,0.0,-1.0,0.0,0.0,39,train,huggingface,C-73631-2702-49,-1.114721650498995,0.7360061316173262,-0.5049466511778157,-0.9648991797976871,0.0
C,C,-0.5,2.013480957506792,0.000259690214705753,-0.7347314201618835,1.0135285815126154,1.7130778438477299,-0.46639974265001544,1.5610890412401335,1.6271655739929645,2,P-1,triclinic,0.0,0.0005632688048690306,-1.78955408050702,-0.7955657844134304,0.0,-1.0,0.0,0.0,40,train,huggingface,C-96682-5217-47,-1.061454755350302,0.8847516706126951,-1.1530150912711894,-1.038085398824296,0.0
C,C,0.5,0.0029388145642192665,-0.023196200145761403,0.2909398998849609,0.0018388068246839274,1.0760499202523843,0.0012538152518163463,-0.5937212227495576,0.15412575297081726,6,Pm,monoclinic,0.0,-0.3297035159947447,-0.032057489936841745,0.4594064589775853,0.0,0.0,0.0,0.0,41,train,huggingface,C-53820-5674-34,0.12189928160077917,-0.2182190369490212,0.34431987035477385,0.10488461215813354,0.8364162796660672
C,C,0.5,-0.05283031763117812,-0.7286321027367992,1.9659805780969852,-0.19335187106274376,0.001209606808010514,-0.8343818813356149,-0.45326852130162715,-0.12419058974274934,1,P1,triclinic,0.0,0.03505643867845019,0.1074075771719066,0.3067867575614341,0.0,0.0,0.0,0.0,42,train,huggingface,C-157717-1262-39,-0.1763498666811411,0.7501263558585071,1.168466014126976,0.49371482852542353,1.1249304324714828
C,C,0.5,-0.059818545286790314,1.3849530463337605,-0.01763413446092324,-1.0187975546941221,-0.5712657385061477,-0.9474014161908368,1.081064688865872,-0.38422712372007933,12,C2/m,monoclinic,0.0,-0.04582219148228296,0.28857681242637084,0.4663654778845654,0.0,0.0,0.0,0.0,43,train,huggingface,C-176654-3153-49,0.18895101152264143,0.10973295562704287,0.7490166519250304,0.516909324691779,1.1249304324714828
C,C,0.0,0.0026141780716596673,0.39833965804662747,-0.7923701147281035,0.22745166085069868,-8.508213126637082e-05,0.5915714050466641,-0.6625710516894453,-0.521177578676852,8,Cm,monoclinic,0.0,0.8263663033378605,0.30223325441989146,-0.08817323379635675,1.0,0.0,0.0,0.0,44,train,huggingface,C-9646-232-63,-0.7650602384090703,-0.3566650243842561,-0.16648966850418875,-0.18457670037739793,0.0
C,C,0.5,1.3577494148000075,-0.7731396546957848,-0.024686751857724894,-0.009352359880861173,-0.015162175995764802,-0.33891422816067507,-1.1452802916158513,-0.8370374911521092,1,P1,triclinic,0.0,-0.476918875618677,0.015360945782121731,0.5824844999391893,0.0,0.0,0.0,0.0,45,train,huggingface,C-152587-3980-5,-0.21826037870450804,-0.17492956496677897,-0.8290311490593724,0.25349839240255684,0.8364162796660672
C,C,2.0,-0.04141678199805187,1.3183131863989341,1.0023007803998383,-1.0084256984647126,-0.3637625749364252,-0.10621163206611406,0.051752624293790864,0.22089273315655328,1,P1,triclinic,0.0,0.4463895989099935,0.6719499494194896,0.37612822376533617,0.0,0.0,0.0,0.0,46,train,huggingface,C-177280-5724-23,0.6850383882817311,-0.3038114834119239,1.3471070328884565,0.20509735886488142,0.6297665273449232
C,C,1.0,1.4087173441317689,0.0634398063213625,0.7739897812185843,-1.2085700483450568,-1.2959669719269493,-0.617974287979228,1.5833446607610877,-0.2708432351432443,1,P1,triclinic,0.0,0.5041248762180327,1.463942152691325,0.8084124447976552,1.0,0.0,0.0,0.0,47,train,huggingface,C-90811-1769-2,0.5139165208084615,-0.14295398239475993,-0.23421460214250717,0.538431169587825,0.0
C,C,-0.5,1.9488099509628043,-1.1467584797232198,-0.4134564561763518,-0.17028559738603835,0.9944012356266344,0.2895539649896795,-0.17980207952428598,0.1331439976664862,12,C2/m,monoclinic,0.0,-0.18491927449132417,-1.3557019357203737,-0.4187070449980074,0.0,-1.0,0.0,0.0,48,train,huggingface,C-13893-8599-30,0.3605058949116811,1.116155980151071,-0.9503163863502633,-0.42658864589053214,0.0
C,C,3.0,-0.04565414253250574,2.4379801127558154,1.0987210977417114,-0.816071380948314,0.41763351929856296,-0.2466335788115177,0.01958872822022863,0.48603532793165277,1,P1,triclinic,0.0,-0.3777151491624804,0.5246631684219806,0.8204268497569216,0.0,0.0,0.0,0.0,49,train,huggingface,C-150699-6622-10,0.1819939174199901,-0.13757497658142953,1.8473557388378254,0.4408811468799472,1.0210519032089271
C,C,0.0,0.0076375006407306345,0.4696623189498468,-0.15739099793758865,-0.9063558845700579,-1.256035991992377,-1.2068603684853494,1.7953872161522098,-1.1152719096369608,10,P2/m,monoclinic,0.0,0.6830866272586208,0.7421031975514815,0.2650287298417089,1.0,0.0,0.0,0.0,50,train,huggingface,C-34643-7107-42,-0.7367254751194255,-0.34430655815518996,0.25160935228584197,0.21238490927785766,0.0
C,C,0.5,-0.04929348847540497,0.22530220401598364,0.7437065364963884,-0.08625580513711426,-0.4079102973237846,-0.5441136935467193,-0.5188292481204435,-0.7369694141875563,1,P1,triclinic,0.0,-0.39749028970493444,-0.5286127575266463,0.20875449886957173,0.0,0.0,0.0,0.0,51,train,huggingface,C-157691-3994-32,0.5604099613170498,0.9915852833556038,0.7673122153949955,0.46357861228746733,0.8364162796660672
C,C,0.0,1.6355357356433793,0.5318706910272838,-0.7067748655287133,0.003659721826032471,0.0031998084076449206,1.7184024386974721,0.21268429405874864,1.5034604766299893,2,P-1,triclinic,0.0,-0.09822545217453467,1.123268816719901,0.9950126575076214,0.0,0.0,0.0,0.0,52,train,huggingface,C-80191-3962-6,0.4833679053353842,0.10250374533769335,-0.8749079788941871,1.3330800297997476,1.1585866870066153
C,C,-0.5,-0.07201804295453365,-1.384911160815259,1.0852014219237425,0.9477710670312092,-0.753472498889206,-0.10909456463046137,0.31325768526087927,1.1732723503388631,2,P-1,triclinic,0.0,-0.011585858532817916,-1.1530810114641459,-0.4103989345325823,0.0,-1.0,0.0,0.0,53,train,huggingface,C-189709-289-43,0.7252995380174879,0.35735589961464637,0.3738134301427212,-0.38440448002378197,0.0
C,C,0.0,1.03818750320365,0.5477453025391006,-0.4536061105410978,0.5242307613105865,0.7542580455509033,0.8469207997763514,0.5706216939067397,-0.9933840470606655,2,P-1,triclinic,0.0,0.012755794047371247,-1.7757032999019466,-0.7952196266829179,0.0,-1.0,0.0,0.0,54,train,huggingface,C-170898-6159-52,-1.1652521904202264,0.790313908445469,-0.5044894018121249,-1.0416463713912218,0.0
C,C,1.0,-0.07553778597912014,0.5268863143256842,1.6304397392448882,-0.16465473675895373,-0.3578428393482802,-1.161846332954201,0.14514053349312983,0.16441223489652093,1,P1,triclinic,0.0,-0.7230749930983867,-0.05286338283789409,0.7008294506772927,0.0,0.0,0.0,0.0,55,train,huggingface,C-57133-9728-38,-0.17302654374838997,0.9490915531354207,1.4703198801896271,0.5520730476363765,1.0639253280555108
C,C,0.0,-0.04567122866369317,-0.45264004423110626,0.445040367295754,-0.5682183153531761,-0.4934151382269522,-0.748930580607606,0.30534354652509643,-0.8950513110284646,12,C2/m,monoclinic,0.0,-0.018755197580263172,0.12005015887338753,0.3489948708632722,0.0,0.0,0.0,0.0,56,train,huggingface,C-73671-1897-10,-0.3497148499012569,0.3059265186535244,0.31281660918536397,0.2655037249804882,0.9399360344265025
C,C,-0.5,-0.005809284603686547,-0.4298710763740532,-0.37303215910621945,0.09644401699115612,1.3715190041519187,0.7515079100653723,0.515031656172046,0.17047460415039747,12,C2/m,monoclinic,0.0,0.9230350952175967,-0.0017576191940462708,-0.3307520840254397,1.0,0.0,0.0,0.0,57,train,huggingface,C-172967-546-37,-0.5036021750037609,-0.2358637551081126,-0.2187636910984882,-0.445618849933002,0.0
C,C,0.5,0.018247988108053115,1.1590728221624655,-0.017815502285234396,-0.9992600211933711,-1.193078366044937,-1.0143196884226968,1.654704009526525,-1.18313431631228,65,Cmmm,orthorhombic,0.0,-0.010863181109092224,-0.4381262272218914,0.012991983310080397,0.0,0.0,0.0,0.0,58,train,huggingface,C-13919-5282-28,-0.1344444439731257,-0.2736888207194439,0.5939350164364624,-0.30932749856969305,0.8364162796660672
C,C,-0.5,1.0094486305465857,-1.4837861157883265,0.41068411943330335,-0.35936166025317967,-0.4294815437049798,0.7108822279155799,-0.02437802849151243,0.46436584515220664,12,C2/m,monoclinic,0.0,-0.009841105405304309,-1.7169592216267904,-0.745816616526393,0.0,-1.0,0.0,0.0,59,train,huggingface,C-136210-9760-32,-1.1724442412489833,0.8417835880761506,-0.35336888574051156,-0.9536430779698783,0.0
C,C,-0.5,0.007261605754609513,-0.5736221758689147,-0.6791499549171406,0.8155025559988746,0.7563310784317698,-0.00042470406666519656,0.056804976154966595,-0.00473089690686291,227,Fd-3m,cubic,0.0,1.2015035379011254,-0.4912390978171779,-0.8005740930853061,1.0,0.0,0.0,0.0,60,train,huggingface,C-176683-1873-9,-1.6702149090646916,-0.5481599906737584,-0.4724568537503487,-1.0443661797500896,0.0
C,C,-0.5,-0.047909511849231715,-1.3974516850544085,0.3977810942179935,0.240109619488179,0.0352834247853699,-0.06539561815696084,-1.144167204320631,-0.881606993212481,1,P1,triclinic,0.0,0.04075587875748176,-1.091093074535415,-0.4074145371944176,0.0,-1.0,0.0,0.0,61,train,huggingface,C-152601-7805-20,0.7109663295137758,0.3343518415174664,-0.0826354888095226,-0.3597354920728165,0.0
C,C,0.0,-0.016488116595758735,-0.07082841178490883,-0.6917938832405764,0.002336402062353281,0.0010822086961140608,0.0023720622082321814,-1.506368949957017,-1.3841121904067692,194,P6_3/mmc,hexagonal,0.0,1.153872928207421,-0.27625911028569994,-0.6423986164759453,1.0,0.0,0.0,0.0,62,train,huggingface,C-80195-4794-23,-1.5548583664740374,-0.5372029975872572,-0.27209544719483314,-0.7670479155072856,0.0
C,C,-0.5,-0.0030071590889674577,-0.43040721101086477,-0.7247095523842096,0.5049204202080376,-0.0014423447014769264,0.7526962389372062,-0.18560146726883822,-0.23893523620931684,12,C2/m,monoclinic,0.0,0.9047626634847937,0.024747751901161283,-0.3032512633613235,1.0,0.0,0.0,0.0,63,train,huggingface,C-72716-3406-31,-0.4635577452806233,-0.24147827811645609,-0.4395921164267046,-0.43755800309278253,0.0
C,C,0.0,-0.08696840774343456,0.019468388999187725,-0.4146275741276207,0.2622647605010659,-0.6575349680806967,0.639356165485232,-0.016103581828378587,0.4140518405036911,12,C2/m,monoclinic,0.0,0.6709835907820748,-0.23538593230842766,-0.3066629775856657,0.0,0.0,0.0,0.0,64,train,huggingface,C-102875-8418-52,-0.041671314201135,-0.3250420778071283,-0.014656415056259812,-0.272792346778039,0.9399360344265025
