row_index,material_id,split,source_file,formula,elements,space_group_number,space_group_symbol,crystal_system,energy,energy_per_atom,relative_energy,hdbscan_cluster,hdbscan_probability,hdbscan_is_noise,pca1,pca2
976,C-189744-1391-22,train,huggingface,C,C,2,P-1,triclinic,-154.24289900000002,-154.24289900000002,0.3140859999999748,-1,0.0,True,-2.489529756852026,-3.7028737780292293
979,C-80178-6213-37,train,huggingface,C,C,2,P-1,triclinic,-154.215435625,-154.215435625,0.3415493749999996,-1,0.0,True,0.36151797989083,1.815050355625646
985,C-137439-5086-66,train,huggingface,C,C,1,P1,triclinic,-154.07410458333334,-154.07410458333334,0.48288041666666,-1,0.0,True,4.778375541040218,-0.8001149793653848
1003,C-56497-2641-4,train,huggingface,C,C,1,P1,triclinic,-154.09542666666667,-154.09542666666667,0.4615583333333291,-1,0.0,True,4.5405088245053555,-0.36973911292494194
1031,C-9643-4757-34,train,huggingface,C,C,2,P-1,triclinic,-154.11493333333334,-154.11493333333334,0.4420516666666572,-1,0.0,True,1.5646220943023457,3.0337666873751368
1034,C-9634-3764-21,train,huggingface,C,C,1,P1,triclinic,-154.168094375,-154.168094375,0.3888906249999877,-1,0.0,True,3.1037815804553426,0.5112559683596759
1073,C-127243-9480-44,train,huggingface,C,C,1,P1,triclinic,-154.46384166666667,-154.46384166666667,0.0931433333333302,-1,0.0,True,3.1254824761036075,-3.757649753268575
1081,C-130544-211-48,train,huggingface,C,C,1,P1,triclinic,-154.17643,-154.17643,0.3805549999999869,-1,0.0,True,2.385129527768278,-5.948462629980854
1085,C-90802-910-37,train,huggingface,C,C,64,Cmce,orthorhombic,-154.32017,-154.32017,0.2368150000000071,-1,0.0,True,-1.9930015374095866,2.0327058529358926
1108,C-126165-3752-16,train,huggingface,C,C,12,C2/m,monoclinic,-154.21446933333334,-154.21446933333334,0.3425156666666566,-1,0.0,True,1.3004578506932203,-1.2597101516896925
1115,C-47660-7998-48,train,huggingface,C,C,44,Imm2,orthorhombic,-154.16221625,-154.16221625,0.3947687499999972,-1,0.0,True,0.5597092091048107,0.8891647778554561
1144,C-193907-1650-45,train,huggingface,C,C,1,P1,triclinic,-154.09352714285714,-154.09352714285714,0.4634578571428562,-1,0.0,True,3.108318745583295,-0.3729542866060928
1184,C-142769-958-48,train,huggingface,C,C,1,P1,triclinic,-154.1057975,-154.1057975,0.4511875000000032,-1,0.0,True,3.9650862735808308,0.06885700860267666
1198,C-176667-771-3,train,huggingface,C,C,12,C2/m,monoclinic,-154.2143715,-154.2143715,0.3426134999999988,-1,0.0,True,1.253385936190899,-1.2589564101637547
1204,C-40089-3949-23,train,huggingface,C,C,2,P-1,triclinic,-154.15620142857142,-154.15620142857142,0.4007835714285761,-1,0.0,True,1.2365733336692812,0.973187859909684
1208,C-150717-6846-37,train,huggingface,C,C,9,Cc,monoclinic,-154.10025555555555,-154.10025555555555,0.4567294444444485,-1,0.0,True,0.7494945049479613,1.8727770692757089
1215,C-76028-1827-7,train,huggingface,C,C,1,P1,triclinic,-154.07959,-154.07959,0.4773950000000013,-1,0.0,True,-0.06875975328430207,1.868034685018978
1221,C-136243-305-2,train,huggingface,C,C,2,P-1,triclinic,-154.139948,-154.139948,0.4170369999999934,-1,0.0,True,1.0110355525539538,-1.1675897507871889
1226,C-34649-5321-62,train,huggingface,C,C,1,P1,triclinic,-154.070003125,-154.070003125,0.4869818749999979,-1,0.0,True,3.1845358834219724,2.7337866305991194
1227,C-13671-2117-1,train,huggingface,C,C,1,P1,triclinic,-154.06743083333333,-154.06743083333333,0.4895541666666645,-1,0.0,True,4.730740542851682,-4.437547778943252
1246,C-157674-4910-38,train,huggingface,C,C,24,I2_12_12_1,orthorhombic,-154.269631,-154.269631,0.2873539999999934,-1,0.0,True,-2.175759928475361,2.247561090356806
1254,C-28252-6084-19,train,huggingface,C,C,12,C2/m,monoclinic,-154.20050433333333,-154.20050433333333,0.3564806666666698,-1,0.0,True,-0.585290102170111,0.17987833576316065
1284,C-57126-7464-48,train,huggingface,C,C,2,P-1,triclinic,-154.23613666666668,-154.23613666666668,0.3208483333333163,-1,0.0,True,0.6935598236928758,3.0845593639571147
1286,C-80172-9169-32,train,huggingface,C,C,12,C2/m,monoclinic,-154.11970916666667,-154.11970916666667,0.4372758333333308,-1,0.0,True,1.0387711412856684,-0.35913251301073945
1291,C-73661-6434-34,train,huggingface,C,C,2,P-1,triclinic,-154.07577625,-154.07577625,0.4812087500000075,-1,0.0,True,0.488027053907024,2.141554740522434
1296,C-106050-7680-40,train,huggingface,C,C,20,C222_1,orthorhombic,-154.34971055555556,-154.34971055555556,0.2072744444444367,-1,0.0,True,1.3037693215943436,1.4189130216079444
1309,C-102860-4456-7,train,huggingface,C,C,12,C2/m,monoclinic,-154.222245,-154.222245,0.3347400000000107,-1,0.0,True,1.218531034308266,-1.7267769702531484
1323,C-170352-5915-35,train,huggingface,C,C,2,P-1,triclinic,-154.34059642857142,-154.34059642857142,0.2163885714285811,-1,0.0,True,-0.11593319517010713,1.782142835715361
1329,C-13651-5621-22,train,huggingface,C,C,1,P1,triclinic,-154.1988725,-154.1988725,0.3581125000000043,-1,0.0,True,1.7650550715516213,-2.9831418605224185
1347,C-40116-9251-34,train,huggingface,C,C,44,Imm2,orthorhombic,-154.145567,-154.145567,0.4114179999999976,-1,0.0,True,0.7260248629816372,2.144241901887986
1349,C-107766-482-1,train,huggingface,C,C,2,P-1,triclinic,-154.11874125,-154.11874125,0.438243749999998,-1,0.0,True,-0.8272177011519214,-0.3212874328889567
1350,C-148232-7880-45,train,huggingface,C,C,5,C2,monoclinic,-154.19935125,-154.19935125,0.3576337499999908,-1,0.0,True,-1.080578225028115,0.0895277986256096
1358,C-72724-7897-22,train,huggingface,C,C,227,Fd-3m,cubic,-154.54612857142857,-154.54612857142857,0.0108564285714294,-1,0.0,True,0.2853268830621885,1.888725684589006
1388,C-102873-2379-50,train,huggingface,C,C,1,P1,triclinic,-154.08754166666668,-154.08754166666668,0.4694433333333165,-1,0.0,True,3.5266305592675584,0.8523432737215503
1404,C-127257-4616-50,train,huggingface,C,C,1,P1,triclinic,-154.07906599999998,-154.07906599999998,0.4779190000000142,-1,0.0,True,5.096727625497534,-1.020501677708664
1422,C-142755-3271-40,train,huggingface,C,C,1,P1,triclinic,-154.102595625,-154.102595625,0.4543893750000052,-1,0.0,True,2.312201514280599,-0.34204770632050213
1424,C-150709-2118-3,train,huggingface,C,C,5,C2,monoclinic,-154.3339035,-154.3339035,0.2230815000000063,-1,0.0,True,2.1250852263585416,1.7352767224813554
1426,C-194765-4540-59,train,huggingface,C,C,12,C2/m,monoclinic,-154.20669833333332,-154.20669833333332,0.3502866666666762,-1,0.0,True,6.865062360883574,2.1146610277518145
1428,C-177260-5773-15,train,huggingface,C,C,12,C2/m,monoclinic,-154.302775,-154.302775,0.2542100000000005,-1,0.0,True,3.7486467317914265,2.401454834249526
1444,C-13661-7792-36,train,huggingface,C,C,1,P1,triclinic,-154.07551083333334,-154.07551083333334,0.4814741666666577,-1,0.0,True,0.7132401631271111,2.159725101718867
1462,C-152597-8815-5,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.290873,-154.290873,0.2661119999999926,-1,0.0,True,-0.786156513108671,0.06448176612095717
1466,C-22169-846-66,train,huggingface,C,C,1,P1,triclinic,-154.10180541666668,-154.10180541666668,0.4551795833333187,-1,0.0,True,7.926342432086026,-0.3393534782122973
1472,C-50212-2087-7,train,huggingface,C,C,1,P1,triclinic,-154.09415045454546,-154.09415045454546,0.462834545454541,-1,0.0,True,5.113901777664371,-0.9667954380711806
1474,C-193956-5355-24,train,huggingface,C,C,1,P1,triclinic,-154.07026142857143,-154.07026142857143,0.4867235714285698,-1,0.0,True,3.068993696127761,0.8789104017049716
1498,C-172965-3737-24,train,huggingface,C,C,227,Fd-3m,cubic,-154.54802285714285,-154.54802285714285,0.0089621428571433,-1,0.0,True,0.30028735493185027,1.8841146985478028
1512,C-22151-3781-63,train,huggingface,C,C,8,Cm,monoclinic,-154.234297,-154.234297,0.3226879999999994,-1,0.0,True,6.4091349560685105,-0.026166909983784008
1518,C-57211-479-64,train,huggingface,C,C,8,Cm,monoclinic,-154.0773988888889,-154.0773988888889,0.4795861111111037,-1,0.0,True,5.41277611602189,-2.849226515943522
1523,C-57158-3314-39,train,huggingface,C,C,2,P-1,triclinic,-154.28637125,-154.28637125,0.2706137499999954,-1,0.0,True,-0.26156383636873154,1.873994104683782
1537,C-148225-7911-47,train,huggingface,C,C,12,C2/m,monoclinic,-154.23865875,-154.23865875,0.3183262499999841,-1,0.0,True,0.41254532807580374,0.9936770686071166
1561,C-56495-4082-34,train,huggingface,C,C,8,Cm,monoclinic,-154.13068375,-154.13068375,0.4263012499999945,-1,0.0,True,1.9234387595730478,-2.9949154155822346
1572,C-76020-2605-4,train,huggingface,C,C,2,P-1,triclinic,-154.18849625,-154.18849625,0.3684887500000116,-1,0.0,True,0.44237653108964736,-3.6014366793707593
1576,C-170329-7952-13,train,huggingface,C,C,12,C2/m,monoclinic,-154.22420571428572,-154.22420571428572,0.332779285714281,-1,0.0,True,3.5071279848775565,3.2358099503020665
1589,C-141035-7356-4,train,huggingface,C,C,12,C2/m,monoclinic,-154.2557605,-154.2557605,0.3012244999999893,-1,0.0,True,1.534461619769647,-0.8683867818263263
1603,C-148246-9859-42,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.223305,-154.223305,0.3336799999999869,-1,0.0,True,0.23921914501507474,-0.5465600703319744
1633,C-176681-3152-16,train,huggingface,C,C,2,P-1,triclinic,-154.12830733333334,-154.12830733333334,0.4286776666666583,-1,0.0,True,-1.5184979152786204,-3.2335332164076704
1646,C-47633-513-28,train,huggingface,C,C,136,P4_2/mnm,tetragonal,-154.27452166666666,-154.27452166666666,0.2824633333333395,-1,0.0,True,-1.2618999270544697,1.4863036174326794
1660,C-145298-5550-53,train,huggingface,C,C,1,P1,triclinic,-154.19666583333333,-154.19666583333333,0.3603191666666703,-1,0.0,True,1.775233060231411,-2.9589385704329034
1690,C-142757-9743-3,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.13524,-154.13524,0.4217449999999871,-1,0.0,True,1.7149352925429082,-1.263653239788956
1694,C-102785-6832-52,train,huggingface,C,C,12,C2/m,monoclinic,-154.2409655,-154.2409655,0.3160195000000101,-1,0.0,True,0.8148062314416833,-3.700165666223192
1729,C-102879-3098-43,train,huggingface,C,C,8,Cm,monoclinic,-154.21908416666668,-154.21908416666668,0.3379008333333217,-1,0.0,True,4.314282158951366,1.4954746558635075
1738,C-47654-5863-25,train,huggingface,C,C,2,P-1,triclinic,-154.245564375,-154.245564375,0.3114206250000109,-1,0.0,True,4.768470027186221,-1.2184582986775598
1757,C-136393-5526-25,train,huggingface,C,C,6,Pm,monoclinic,-154.1775872727273,-154.1775872727273,0.3793977272727034,-1,0.0,True,7.37722583925446,-0.20966376509794576
1760,C-90809-799-33,train,huggingface,C,C,15,C2/c,monoclinic,-154.13276875,-154.13276875,0.4242162500000006,-1,0.0,True,-2.143915500477003,1.6674165845672624
1764,C-80202-9135-24,train,huggingface,C,C,8,Cm,monoclinic,-154.1055675,-154.1055675,0.4514174999999909,-1,0.0,True,1.4813625200817055,-0.32078427130056564
1778,C-107723-4437-41,train,huggingface,C,C,2,P-1,triclinic,-154.087959375,-154.087959375,0.4690256250000004,-1,0.0,True,3.862808173469302,-0.7425802974605047
1789,C-170920-9068-3,train,huggingface,C,C,8,Cm,monoclinic,-154.067344375,-154.067344375,0.4896406249999927,-1,0.0,True,6.109172738433859,1.1161215406684555
1797,C-177284-4704-12,train,huggingface,C,C,2,P-1,triclinic,-154.07079833333333,-154.07079833333333,0.4861866666666685,-1,0.0,True,-1.6966959718578205,-3.412172038472909
1798,C-76034-2029-56,train,huggingface,C,C,12,C2/m,monoclinic,-154.11341875,-154.11341875,0.4435662500000035,-1,0.0,True,0.9196470207105671,0.37823465782040977
1805,C-47658-6013-30,train,huggingface,C,C,2,P-1,triclinic,-154.4385625,-154.4385625,0.1184225000000083,-1,0.0,True,-1.2495955695517884,-3.6753240744425266
1806,C-22159-1917-16,train,huggingface,C,C,1,P1,triclinic,-154.09625875,-154.09625875,0.4607262499999933,-1,0.0,True,4.328850991038719,2.3560597510591594
1809,C-34653-3008-18,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.0811375,-154.0811375,0.4758474999999862,-1,0.0,True,2.543939150472419,-1.6144628723618293
1814,C-172935-9081-9,train,huggingface,C,C,1,P1,triclinic,-154.186168,-154.186168,0.3708169999999882,-1,0.0,True,2.4096852164857423,-6.016268907234184
1820,C-27819-7124-63,train,huggingface,C,C,8,Cm,monoclinic,-154.1406495,-154.1406495,0.4163355000000024,-1,0.0,True,5.720230212298333,0.832447462047448
1830,C-50197-3582-32,train,huggingface,C,C,6,Pm,monoclinic,-154.223735,-154.223735,0.3332499999999925,-1,0.0,True,4.632314481165217,2.9626939961542766
1837,C-150715-7121-31,train,huggingface,C,C,1,P1,triclinic,-154.16116636363637,-154.16116636363637,0.3958186363636287,-1,0.0,True,6.538068765402605,-0.26999181731634414
1846,C-106899-908-24,train,huggingface,C,C,2,P-1,triclinic,-154.22243333333333,-154.22243333333333,0.3345516666666697,-1,0.0,True,0.04631795001478946,2.973105808642369
1860,C-141037-8469-13,train,huggingface,C,C,8,Cm,monoclinic,-154.160515,-154.160515,0.3964699999999936,-1,0.0,True,2.6870822165346664,0.2944521811178725
1880,C-106865-3848-15,train,huggingface,C,C,2,P-1,triclinic,-154.077525,-154.077525,0.4794599999999889,-1,0.0,True,-0.40044674934212393,-0.30961087399148784
1881,C-91012-8547-42,train,huggingface,C,C,1,P1,triclinic,-154.30476681818183,-154.30476681818183,0.252218181818165,-1,0.0,True,6.418101536033741,-1.452100398961873
1885,C-136204-3885-26,train,huggingface,C,C,179,P6_522,hexagonal,-154.4111465,-154.4111465,0.1458384999999964,-1,0.0,True,-2.767315851901719,2.017101329989987
1887,C-189736-8326-12,train,huggingface,C,C,11,P2_1/m,monoclinic,-154.22122,-154.22122,0.3357650000000092,-1,0.0,True,4.240606653988042,0.6239395486989907
1926,C-137421-6940-46,train,huggingface,C,C,8,Cm,monoclinic,-154.30947818181818,-154.30947818181818,0.2475068181818187,-1,0.0,True,4.85864635220989,0.8004158289249249
1927,C-102787-7037-19,train,huggingface,C,C,1,P1,triclinic,-154.08378000000002,-154.08378000000002,0.4732049999999788,-1,0.0,True,5.801315312023476,-1.1082159826605507
1939,C-137427-8292-72,train,huggingface,C,C,8,Cm,monoclinic,-154.0868925,-154.0868925,0.4700924999999927,-1,0.0,True,6.898133499752057,-0.40382968273763264
1958,C-104330-9065-48,train,huggingface,C,C,1,P1,triclinic,-154.07063777777776,-154.07063777777776,0.4863472222222356,-1,0.0,True,5.1593352724223855,-0.8168110886283538
1966,C-57225-6021-50,train,huggingface,C,C,1,P1,triclinic,-154.1238181818182,-154.1238181818182,0.4331668181818031,-1,0.0,True,4.7483672019781995,1.9545246494311113
1987,C-57113-4466-35,train,huggingface,C,C,5,C2,monoclinic,-154.13412833333334,-154.13412833333334,0.4228566666666609,-1,0.0,True,-0.9849594665079048,2.024958245887009
1993,C-148219-4273-26,train,huggingface,C,C,227,Fd-3m,cubic,-154.54398875,-154.54398875,0.0129962499999862,-1,0.0,True,1.1868807914765986,1.747628309288912
1997,C-148252-2749-54,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.06872875,-154.06872875,0.4882562500000063,-1,0.0,True,-0.20203205185249667,-0.5011547929023429
2001,C-56487-1364-46,train,huggingface,C,C,2,P-1,triclinic,-154.15515875,-154.15515875,0.4018262499999991,-1,0.0,True,2.4574364530680586,-0.613995836651773
2007,C-13671-2117-16,train,huggingface,C,C,1,P1,triclinic,-154.18558916666666,-154.18558916666666,0.371395833333338,-1,0.0,True,3.320433097068448,0.502200312850887
2027,C-28228-7733-13,train,huggingface,C,C,2,P-1,triclinic,-154.071164,-154.071164,0.4858209999999872,-1,0.0,True,-0.280590080610505,-0.24226733350368332
2041,C-130522-136-24,train,huggingface,C,C,2,P-1,triclinic,-154.091611,-154.091611,0.465373999999997,-1,0.0,True,1.820604142803823,-1.046826399278272
2042,C-56471-7021-1,train,huggingface,C,C,1,P1,triclinic,-154.20701416666665,-154.20701416666665,0.3499708333333444,-1,0.0,True,0.20276508121303027,0.20453274397816287
2043,C-149241-6086-54,train,huggingface,C,C,1,P1,triclinic,-154.09875454545454,-154.09875454545454,0.4582304545454576,-1,0.0,True,5.126543712431837,-0.5019205134287409
2078,C-90811-1769-42,train,huggingface,C,C,1,P1,triclinic,-154.148826875,-154.148826875,0.4081581249999999,-1,0.0,True,3.8811179891917416,0.2140417712298954
2080,C-9618-6957-9,train,huggingface,C,C,1,P1,triclinic,-154.300639375,-154.300639375,0.2563456249999944,-1,0.0,True,-0.17059391517547273,1.8096667427572593
2098,C-106067-9179-12,train,huggingface,C,C,8,Cm,monoclinic,-154.337793,-154.337793,0.2191919999999925,-1,0.0,True,4.186988411588112,2.3397907197381866
2116,C-145340-6787-56,train,huggingface,C,C,2,P-1,triclinic,-154.116135,-154.116135,0.4408499999999833,-1,0.0,True,1.0428808591755059,-0.09601595828877464
2126,C-40114-7976-48,train,huggingface,C,C,229,Im-3m,cubic,-154.07763083333333,-154.07763083333333,0.4793541666666669,-1,0.0,True,-3.504633197447776,1.411665297323953
2158,C-80174-5232-6,train,huggingface,C,C,38,Amm2,orthorhombic,-154.16621833333332,-154.16621833333332,0.3907666666666785,-1,0.0,True,2.9914747669686763,0.5300516052016195
2166,C-107748-2637-12,train,huggingface,C,C,12,C2/m,monoclinic,-154.18784875,-154.18784875,0.3691362499999968,-1,0.0,True,-1.2837220297441705,2.0268023760304157
2171,C-142779-5330-38,train,huggingface,C,C,12,C2/m,monoclinic,-154.228265,-154.228265,0.3287200000000041,-1,0.0,True,3.1987890109997656,-1.0647992302031009
2175,C-189715-4459-35,train,huggingface,C,C,6,Pm,monoclinic,-154.07748785714284,-154.07748785714284,0.4794971428571557,-1,0.0,True,4.959043435257433,-1.8333575243645193
2178,C-126151-6380-24,train,huggingface,C,C,179,P6_522,hexagonal,-154.40926066666665,-154.40926066666665,0.1477243333333433,-1,0.0,True,-3.1036095895641225,2.1030330642477835
2234,C-106067-9179-3,train,huggingface,C,C,12,C2/m,monoclinic,-154.17645277777777,-154.17645277777777,0.3805322222222287,-1,0.0,True,3.2828960241842093,-0.7624922015781567
2241,C-27817-3201-54,train,huggingface,C,C,2,P-1,triclinic,-154.24356458333332,-154.24356458333332,0.3134204166666734,-1,0.0,True,7.752150145595048,-1.3673445800357085
2244,C-106096-2640-29,train,huggingface,C,C,1,P1,triclinic,-154.11805611111112,-154.11805611111112,0.4389288888888814,-1,0.0,True,2.15581838557627,-0.6492694045487364
