row_index,material_id,split,source_file,formula,elements,space_group_number,space_group_symbol,crystal_system,energy,energy_per_atom,relative_energy,hdbscan_cluster,hdbscan_probability,hdbscan_is_noise,pca1,pca2
13,C-157689-1881-41,train,huggingface,C,C,12,C2/m,monoclinic,-154.12132333333332,-154.12132333333332,0.4356616666666753,0,0.9520859826779581,False,-2.499268223498126,-3.0748369541639535
14,C-72730-1850-7,train,huggingface,C,C,12,C2/m,monoclinic,-154.42057016666666,-154.42057016666666,0.1364148333333332,0,1.0,False,-2.3705960621092363,-2.833587111528281
15,C-41262-9862-31,train,huggingface,C,C,2,P-1,triclinic,-154.147016,-154.147016,0.4099689999999896,2,0.855278507946987,False,0.730516100110041,-1.1526262117993016
16,C-76050-9799-65,train,huggingface,C,C,10,P2/m,monoclinic,-154.17215625,-154.17215625,0.3848287499999969,2,0.9487700209395076,False,1.7167619264426945,0.10445338643979178
17,C-130538-6665-48,train,huggingface,C,C,12,C2/m,monoclinic,-154.27591214285715,-154.27591214285715,0.2810728571428456,2,0.9365157569342931,False,3.837396100893364,-0.4837034161203019
18,C-47644-8979-61,train,huggingface,C,C,6,Pm,monoclinic,-154.07433333333333,-154.07433333333333,0.4826516666666691,2,0.8914898816636784,False,3.2462850886350063,-1.324411114942882
19,C-41262-9862-12,train,huggingface,C,C,69,Fmmm,orthorhombic,-154.19843133333333,-154.19843133333333,0.3585536666666655,1,1.0,False,-2.318093610569691,2.4086590255126734
20,C-130532-5775-40,train,huggingface,C,C,71,Immm,orthorhombic,-154.2306565,-154.2306565,0.3263284999999882,2,1.0,False,0.07576959464282777,0.4880404445937122
21,C-176689-6597-36,train,huggingface,C,C,12,C2/m,monoclinic,-154.202455,-154.202455,0.3545300000000111,2,1.0,False,-1.1603097613221411,0.2445515382388337
22,C-113078-2193-52,train,huggingface,C,C,2,P-1,triclinic,-154.08797875,-154.08797875,0.4690062500000067,1,1.0,False,-0.6634626284673469,2.4803222889446
23,C-152605-7685-1,train,huggingface,C,C,35,Cmm2,orthorhombic,-154.255816,-154.255816,0.3011689999999873,2,1.0,False,1.8253971889825835,-0.39615938696717606
24,C-142789-7601-3,train,huggingface,C,C,74,Imma,orthorhombic,-154.125035,-154.125035,0.4319500000000005,-1,0.0,True,1.0251115257297627,1.3238951026324377
25,C-177264-2024-14,train,huggingface,C,C,10,P2/m,monoclinic,-154.17584375,-154.17584375,0.3811412499999846,2,0.9229310684544685,False,1.8409223185199513,0.1712318546497927
26,C-9592-5537-24,train,huggingface,C,C,12,C2/m,monoclinic,-154.32579,-154.32579,0.2311949999999853,1,1.0,False,-1.6860741836412285,2.6623481267481273
27,C-104334-7299-44,train,huggingface,C,C,1,P1,triclinic,-154.22624444444443,-154.22624444444443,0.3307405555555647,0,0.477555731605905,False,1.151368164883557,-3.6981527904274447
28,C-92124-4005-36,train,huggingface,C,C,12,C2/m,monoclinic,-154.31160483333335,-154.31160483333335,0.2453801666666493,1,1.0,False,-2.0315765824356466,2.2439049932122246
29,C-176661-8591-46,train,huggingface,C,C,12,C2/m,monoclinic,-154.30967266666667,-154.30967266666667,0.2473123333333262,1,1.0,False,-2.0796240744847516,2.327607490495174
30,C-72701-1899-2,train,huggingface,C,C,12,C2/m,monoclinic,-154.252398,-154.252398,0.3045869999999979,0,0.8833531125928643,False,-0.8873001438387005,-3.0989439866378015
31,C-176679-1286-38,train,huggingface,C,C,227,Fd-3m,cubic,-154.54276683333333,-154.54276683333333,0.0142181666666658,1,1.0,False,-2.6776662006241136,2.215248764353624
32,C-102915-7408-31,train,huggingface,C,C,12,C2/m,monoclinic,-154.46037,-154.46037,0.0966149999999856,0,1.0,False,-1.2430040468775954,-3.1682197376687258
33,C-76008-2415-39,train,huggingface,C,C,8,Cm,monoclinic,-154.24742,-154.24742,0.3095649999999921,2,0.9660383128160014,False,3.2349595405858054,0.6469303812308247
34,C-90796-891-29,train,huggingface,C,C,2,P-1,triclinic,-154.200935,-154.200935,0.3560500000000104,0,0.8939733705624145,False,-2.592418372129946,-3.1515040803584697
35,C-96663-8819-13,train,huggingface,C,C,3,P2,monoclinic,-154.254901,-154.254901,0.3020840000000078,2,1.0,False,1.8427958813478922,-0.4110178903360975
36,C-96672-9795-27,train,huggingface,C,C,51,Pmma,orthorhombic,-154.297055,-154.297055,0.2599299999999971,1,1.0,False,-0.28920066091674296,2.0398599576668652
37,C-9620-6892-54,train,huggingface,C,C,12,C2/m,monoclinic,-154.42720125,-154.42720125,0.1297837500000014,0,0.915218746877485,False,-2.1597326406553896,-3.006524190752423
38,C-176685-9184-37,train,huggingface,C,C,2,P-1,triclinic,-154.120246,-154.120246,0.4367389999999886,0,0.7342018488213934,False,-3.119285649403198,-2.9551454947330953
39,C-73631-2702-49,train,huggingface,C,C,12,C2/m,monoclinic,-154.43651875,-154.43651875,0.1204662499999926,0,0.9133454550865637,False,-2.172250652916332,-3.120264881841541
40,C-96682-5217-47,train,huggingface,C,C,2,P-1,triclinic,-154.42605233333333,-154.42605233333333,0.1309326666666663,0,0.7404168965267528,False,-3.3420266466743165,-3.2607747317379077
41,C-53820-5674-34,train,huggingface,C,C,25,Pmm2,orthorhombic,-154.193535,-154.193535,0.3634500000000003,2,1.0,False,1.2508672779062315,0.3843844189479964
42,C-157717-1262-39,train,huggingface,C,C,12,C2/m,monoclinic,-154.252138,-154.252138,0.3048469999999952,2,1.0,False,2.2144580506021754,-1.0754928321655683
43,C-176654-3153-49,train,huggingface,C,C,12,C2/m,monoclinic,-154.18036,-154.18036,0.37662499999999,2,1.0,False,2.067638348232453,0.19124934389456189
44,C-9646-232-63,train,huggingface,C,C,12,C2/m,monoclinic,-154.36781375,-154.36781375,0.1891712499999869,1,1.0,False,-0.9753323042895686,2.477399471199184
45,C-152587-3980-5,train,huggingface,C,C,12,C2/m,monoclinic,-154.26037300000002,-154.26037300000002,0.2966119999999819,2,1.0,False,0.3208510850689584,0.2500785524619415
46,C-177280-5724-23,train,huggingface,C,C,1,P1,triclinic,-154.08288375,-154.08288375,0.4741012499999897,2,0.9999881623371522,False,3.4632985231172673,1.0122552740879804
47,C-90811-1769-2,train,huggingface,C,C,1,P1,triclinic,-154.11650749999998,-154.11650749999998,0.4404775000000143,1,0.8510969504416994,False,0.5480292503060468,2.2235666809610626
48,C-13893-8599-30,train,huggingface,C,C,12,C2/m,monoclinic,-154.14665116666666,-154.14665116666666,0.4103338333333397,0,0.7879291204340096,False,-3.0476214213948287,-3.205329839139812
49,C-150699-6622-10,train,huggingface,C,C,1,P1,triclinic,-154.181727,-154.181727,0.3752580000000023,2,0.9606565929610266,False,5.552026315894398,0.057314072223977025
50,C-34643-7107-42,train,huggingface,C,C,10,P2/m,monoclinic,-154.36224625,-154.36224625,0.194738749999999,1,1.0,False,-0.4367214474560848,2.503257930082745
51,C-157691-3994-32,train,huggingface,C,C,2,P-1,triclinic,-154.107372,-154.107372,0.4496129999999994,2,0.9355528860070202,False,1.8607982542200363,-1.7825587729079062
52,C-80191-3962-6,train,huggingface,C,C,12,C2/m,monoclinic,-154.12251,-154.12251,0.4344749999999919,2,0.7406791014758757,False,0.8541995741142837,0.5726420960405737
53,C-189709-289-43,train,huggingface,C,C,2,P-1,triclinic,-154.07497283333333,-154.07497283333333,0.4820121666666637,0,0.7071579776970432,False,-1.6325091499519653,-2.3264054436842625
54,C-170898-6159-52,train,huggingface,C,C,166,R-3m,trigonal,-154.4464475,-154.4464475,0.1105374999999924,0,0.8570214002488005,False,-2.1283873209485007,-3.0977164832116166
55,C-57133-9728-38,train,huggingface,C,C,12,C2/m,monoclinic,-154.251485,-154.251485,0.305499999999995,2,0.8114694734250351,False,3.3857095511121558,-1.7506286005875662
56,C-73671-1897-10,train,huggingface,C,C,12,C2/m,monoclinic,-154.2862025,-154.2862025,0.2707824999999957,2,1.0,False,0.7626034847753579,0.02409917788295794
57,C-172967-546-37,train,huggingface,C,C,12,C2/m,monoclinic,-154.31643983333333,-154.31643983333333,0.2405451666666636,1,1.0,False,-1.9214216670834792,2.174351101542729
58,C-13919-5282-28,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.243904,-154.243904,0.313081000000011,2,0.7608554760017344,False,0.9932204253730831,0.4310334163978704
59,C-136210-9760-32,train,huggingface,C,C,12,C2/m,monoclinic,-154.44786066666668,-154.44786066666668,0.1091243333333125,0,0.9725183701372154,False,-2.9633674021416687,-3.1592884742404683
60,C-176683-1873-9,train,huggingface,C,C,227,Fd-3m,cubic,-154.54566766666667,-154.54566766666667,0.0113173333333236,1,1.0,False,-2.7866660252900117,2.3967658552755795
61,C-152601-7805-20,train,huggingface,C,C,10,P2/m,monoclinic,-154.07778916666666,-154.07778916666666,0.4791958333333355,0,0.98968842529226,False,-1.9445188594268792,-2.0610075199689883
62,C-80195-4794-23,train,huggingface,C,C,194,P6_3/mmc,hexagonal,-154.52300125,-154.52300125,0.0339837500000044,1,1.0,False,-1.7541462317626342,2.5099589986332416
63,C-72716-3406-31,train,huggingface,C,C,12,C2/m,monoclinic,-154.3085715,-154.3085715,0.248413499999998,1,1.0,False,-2.0562533668355134,2.282534637024738
64,C-102875-8418-52,train,huggingface,C,C,12,C2/m,monoclinic,-154.225675,-154.225675,0.331310000000002,2,1.0,False,-0.14237449523690743,0.9749487094764882
65,C-13911-8164-43,train,huggingface,C,C,12,C2/m,monoclinic,-154.3136125,-154.3136125,0.2433724999999924,1,1.0,False,-1.9821077069577244,2.222084585539905
66,C-13691-2934-46,train,huggingface,C,C,2,P-1,triclinic,-154.06815875,-154.06815875,0.4888262499999882,2,0.9957894856592568,False,1.2784674364076969,0.28947727016418284
67,C-136247-3248-43,train,huggingface,C,C,166,R-3m,trigonal,-154.53312350000002,-154.53312350000002,0.0238614999999811,1,0.9996310187575127,False,-2.3579327069473193,2.1972415196247006
68,C-176685-9184-46,train,huggingface,C,C,2,P-1,triclinic,-154.10971750000002,-154.10971750000002,0.447267499999981,0,1.0,False,-2.0304389629198885,-2.976946974832392
69,C-28264-8801-10,train,huggingface,C,C,12,C2/m,monoclinic,-154.140354,-154.140354,0.4166309999999953,2,0.7549405797589114,False,0.5940112319509263,-1.2036109769850165
70,C-189748-4840-35,train,huggingface,C,C,2,P-1,triclinic,-154.1441335,-154.1441335,0.4128514999999879,0,1.0,False,-2.2600964149848664,-3.102651833134718
71,C-172971-7940-1,train,huggingface,C,C,12,C2/m,monoclinic,-154.42551716666665,-154.42551716666665,0.1314678333333461,0,0.924555676667869,False,-2.935122291546147,-2.836133227438668
72,C-157715-9420-2,train,huggingface,C,C,12,C2/m,monoclinic,-154.180409,-154.180409,0.376576,2,0.9202612853879076,False,1.0522484045008795,-1.3326576832592907
73,C-40100-7984-28,train,huggingface,C,C,166,R-3m,trigonal,-154.52698866666665,-154.52698866666665,0.0299963333333437,1,0.9996310187575127,False,-2.452228505733491,2.262416059354241
74,C-126136-4977-23,train,huggingface,C,C,11,P2_1/m,monoclinic,-154.095733,-154.095733,0.4612520000000017,2,1.0,False,2.1093301769931077,-0.7519286405892599
75,C-40134-7379-39,train,huggingface,C,C,12,C2/m,monoclinic,-154.31236666666666,-154.31236666666666,0.2446183333333351,1,1.0,False,-1.8626878877413078,2.3326304890751626
76,C-56495-4082-46,train,huggingface,C,C,2,P-1,triclinic,-154.13006125,-154.13006125,0.426923749999986,2,1.0,False,1.135637674039275,0.6108670456431451
77,C-145340-6787-32,train,huggingface,C,C,194,P6_3/mmc,hexagonal,-154.52737125,-154.52737125,0.0296137500000099,1,1.0,False,-1.6980373727213567,2.3952260413568562
78,C-107717-3127-38,train,huggingface,C,C,12,C2/m,monoclinic,-154.46678625,-154.46678625,0.0901987499999847,0,1.0,False,-1.0561049935624875,-3.1660453560629263
79,C-107717-3127-49,train,huggingface,C,C,12,C2/m,monoclinic,-154.2734825,-154.2734825,0.2835024999999973,0,0.6128121992005356,False,-1.5540865680997247,-3.2173562597512047
80,C-157691-3994-11,train,huggingface,C,C,12,C2/m,monoclinic,-154.16077083333332,-154.16077083333332,0.3962141666666809,2,1.0,False,0.0847762404426285,-0.08408948563098682
81,C-189700-5976-30,train,huggingface,C,C,12,C2/m,monoclinic,-154.308633,-154.308633,0.2483520000000112,1,1.0,False,-2.076231123618849,2.270411571875418
82,C-96684-2672-5,train,huggingface,C,C,2,P-1,triclinic,-154.43499266666666,-154.43499266666666,0.1219923333333383,0,0.9484477258161154,False,-2.1625680218641383,-3.101284864137234
83,C-141043-2496-23,train,huggingface,C,C,12,C2/m,monoclinic,-154.217487,-154.217487,0.3394979999999918,-1,0.0,True,0.520411545880613,0.09996377677433942
84,C-80155-5756-52,train,huggingface,C,C,12,C2/m,monoclinic,-154.2842425,-154.2842425,0.2727424999999925,2,1.0,False,0.8586123846234558,-0.13276837775455624
85,C-53818-5632-35,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.23603383333332,-154.23603383333332,0.3209511666666742,2,0.9260119805047256,False,0.006361725447983475,-1.0490892781493664
86,C-40091-1213-7,train,huggingface,C,C,12,C2/m,monoclinic,-154.307399,-154.307399,0.2495859999999936,1,1.0,False,-2.1027650839230434,2.289697886013323
87,C-172941-6659-36,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.29656316666666,-154.29656316666666,0.2604218333333392,-1,0.0,True,0.5352057487001044,-1.2475120102960529
88,C-152591-5216-36,train,huggingface,C,C,12,C2/m,monoclinic,-154.120229,-154.120229,0.4367560000000026,2,1.0,False,1.9301849517939769,-1.7206577072298095
89,C-28230-7089-27,train,huggingface,C,C,12,C2/m,monoclinic,-154.0859575,-154.0859575,0.471027499999991,0,0.8685426182752681,False,-3.006167476819271,-2.6864002710356156
90,C-57111-4456-17,train,huggingface,C,C,25,Pmm2,orthorhombic,-154.22301625,-154.22301625,0.3339687499999968,2,0.9321394204134716,False,3.839753881459319,0.07197742235365294
91,C-34627-4459-50,train,huggingface,C,C,12,C2/m,monoclinic,-154.08448125,-154.08448125,0.4725037499999871,0,0.730203495499279,False,-2.498394790554964,-3.2448967393268338
92,C-40128-4097-20,train,huggingface,C,C,166,R-3m,trigonal,-154.527101,-154.527101,0.0298840000000097,1,1.0,False,-2.471230883337515,2.251862118865986
93,C-107734-9364-54,train,huggingface,C,C,2,P-1,triclinic,-154.09498875,-154.09498875,0.4619962499999985,2,1.0,False,0.8610784865681348,0.46348203579138064
94,C-47642-4937-56,train,huggingface,C,C,1,P1,triclinic,-154.068704375,-154.068704375,0.4882806249999873,2,0.7925808635503874,False,5.047565077459263,-0.6750340573866919
95,C-92160-9421-10,train,huggingface,C,C,1,P1,triclinic,-154.1941192857143,-154.1941192857143,0.3628657142857037,2,1.0,False,2.220724283980572,0.9163033795181035
96,C-172961-4783-9,train,huggingface,C,C,8,Cm,monoclinic,-154.092769,-154.092769,0.4642159999999933,2,1.0,False,0.5130202454649999,0.37561668460296216
97,C-28224-863-14,train,huggingface,C,C,12,C2/m,monoclinic,-154.213322,-154.213322,0.3436629999999923,2,1.0,False,1.8073739647218598,0.3289830644320297
98,C-28232-5757-44,train,huggingface,C,C,69,Fmmm,orthorhombic,-154.4491325,-154.4491325,0.107852500000007,0,1.0,False,-2.300466022604906,-2.866235876141819
99,C-56475-1508-55,train,huggingface,C,C,12,C2/m,monoclinic,-154.2219875,-154.2219875,0.3349974999999858,1,1.0,False,-0.5307871903469888,2.240046518626806
100,C-92160-9421-19,train,huggingface,C,C,2,P-1,triclinic,-154.12885166666666,-154.12885166666666,0.428133333333335,0,0.9565833254674362,False,-2.7404034546293965,-2.8958802653770217
101,C-75999-4861-8,train,huggingface,C,C,2,P-1,triclinic,-154.46613875,-154.46613875,0.0908462499999984,0,1.0,False,-1.2422783510074298,-3.2354967421821246
102,C-136223-1797-41,train,huggingface,C,C,12,C2/m,monoclinic,-154.23362600000002,-154.23362600000002,0.3233589999999822,1,1.0,False,0.6650022516867304,2.4127172562519
103,C-106833-6336-38,train,huggingface,C,C,194,P6_3/mmc,hexagonal,-154.51992875,-154.51992875,0.0370562500000062,1,1.0,False,-1.6705310597676153,2.387113239464261
104,C-90849-4956-27,train,huggingface,C,C,227,Fd-3m,cubic,-154.54236625,-154.54236625,0.014618750000011,1,1.0,False,-2.013641633559605,2.3803236756058257
105,C-34613-7933-19,train,huggingface,C,C,194,P6_3/mmc,hexagonal,-154.5256625,-154.5256625,0.0313224999999874,1,1.0,False,-1.7540321365027054,2.5128598369672592
106,C-113034-7981-32,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.4087525,-154.4087525,0.1482325000000059,1,1.0,False,-1.2918775011295074,2.3598463568783945
107,C-184054-4402-46,train,huggingface,C,C,12,C2/m,monoclinic,-154.31641316666665,-154.31641316666665,0.2405718333333482,1,1.0,False,-1.8919893162488934,2.2075609666449196
108,C-73649-6461-1,train,huggingface,C,C,12,C2/m,monoclinic,-154.28619,-154.28619,0.2707949999999925,2,1.0,False,0.818971540729726,0.05373937419382558
109,C-28258-8310-53,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.0711796666667,-154.0711796666667,0.4858053333333032,0,0.7682329112877944,False,-2.123642119491882,-2.5633104819253085
110,C-134171-9685-4,train,huggingface,C,C,8,Cm,monoclinic,-154.45355583333333,-154.45355583333333,0.1034291666666717,0,0.76754345741859,False,0.5431983776517872,-3.447267465947418
111,C-75997-4752-22,train,huggingface,C,C,2,P-1,triclinic,-154.20857125,-154.20857125,0.3484137499999917,0,0.9662411909964668,False,-1.8354380824197623,-3.018734258727399
112,C-40095-5757-10,train,huggingface,C,C,12,C2/m,monoclinic,-154.16841466666668,-154.16841466666668,0.3885703333333197,2,1.0,False,0.1308989818673852,-0.09096844573148959
113,C-28242-4049-23,train,huggingface,C,C,12,C2/m,monoclinic,-154.30972066666666,-154.30972066666666,0.2472643333333337,1,0.9286352023607315,False,-3.625146226957123,2.0808568987490936
114,C-176639-8613-32,train,huggingface,C,C,2,P-1,triclinic,-154.15301357142857,-154.15301357142857,0.403971428571424,2,0.9522342391558324,False,3.3773533922527355,-1.5883780781165306
115,C-136227-7658-32,train,huggingface,C,C,12,C2/m,monoclinic,-154.30849266666667,-154.30849266666667,0.2484923333333313,1,1.0,False,-2.072375380841238,2.272511127990201
116,C-136255-5449-45,train,huggingface,C,C,12,C2/m,monoclinic,-154.44000333333335,-154.44000333333335,0.1169816666666463,0,1.0,False,-2.2211808871453247,-3.091164215957494
117,C-13665-1988-12,train,huggingface,C,C,51,Pmma,orthorhombic,-154.2398375,-154.2398375,0.3171475000000043,2,1.0,False,0.6927905420151609,0.040843046637914666
118,C-96690-1826-36,train,huggingface,C,C,1,P1,triclinic,-154.21083714285714,-154.21083714285714,0.3461478571428529,2,1.0,False,3.2045855866259245,0.4120649026569295
119,C-142746-5299-35,train,huggingface,C,C,12,C2/m,monoclinic,-154.44298375,-154.44298375,0.1140012500000011,0,0.6970151129562983,False,-1.891388976475607,-3.3877085968731726
120,C-13897-9657-30,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.28546516666668,-154.28546516666668,0.2715198333333148,1,1.0,False,-2.232468659648552,2.2221177725638706
121,C-189738-7344-32,train,huggingface,C,C,8,Cm,monoclinic,-154.28025357142857,-154.28025357142857,0.2767314285714235,2,0.8804020702126328,False,4.009641881947763,-1.3665237531026644
122,C-193932-9509-10,train,huggingface,C,C,69,Fmmm,orthorhombic,-154.19817483333333,-154.19817483333333,0.3588101666666716,1,1.0,False,-2.31395680795955,2.392931521052941
123,C-80150-2770-46,train,huggingface,C,C,12,C2/m,monoclinic,-154.4615475,-154.4615475,0.0954375000000027,0,0.995949759506211,False,-1.0802625785623228,-3.369767448573672
124,C-136387-2750-21,train,huggingface,C,C,8,Cm,monoclinic,-154.211338,-154.211338,0.3456469999999854,-1,0.0,True,4.357517669351016,1.1558598491712624
125,C-102881-6389-31,train,huggingface,C,C,1,P1,triclinic,-154.08629083333332,-154.08629083333332,0.4706941666666751,2,1.0,False,2.394442878134925,0.24453593116735453
126,C-189720-7233-18,train,huggingface,C,C,12,C2/m,monoclinic,-154.2517395,-154.2517395,0.3052454999999838,2,1.0,False,0.42402548655357886,-0.22716606610938594
127,C-41298-1814-21,train,huggingface,C,C,178,P6_122,hexagonal,-154.41064933333334,-154.41064933333334,0.1463356666666584,1,0.8968456731633357,False,-3.3840837790252207,2.1302934890064673
128,C-157672-8945-33,train,huggingface,C,C,2,P-1,triclinic,-154.23741285714286,-154.23741285714286,0.3195721428571403,1,1.0,False,-0.1837881676504895,1.9218811126127955
129,C-136204-3885-27,train,huggingface,C,C,166,R-3m,trigonal,-154.53436833333333,-154.53436833333333,0.0226166666666642,1,0.9996310187575127,False,-2.3534041251662114,2.201068474554695
130,C-157701-8688-48,train,huggingface,C,C,12,C2/m,monoclinic,-154.47211383333334,-154.47211383333334,0.0848711666666588,0,1.0,False,-2.283201813347492,-2.993028418483797
131,C-9606-4988-52,train,huggingface,C,C,12,C2/m,monoclinic,-154.27129583333334,-154.27129583333334,0.285689166666657,2,1.0,False,2.5010370381333664,0.2080626437052227
132,C-9603-8567-32,train,huggingface,C,C,2,P-1,triclinic,-154.07567125,-154.07567125,0.4813137499999982,0,0.901007461091639,False,-1.9576814983483992,-3.2187244434827025
133,C-102757-2964-20,train,huggingface,C,C,1,P1,triclinic,-154.16737944444446,-154.16737944444446,0.3896055555555335,2,1.0,False,5.021730000366657,-0.6111655506898467
134,C-73615-2489-32,train,huggingface,C,C,12,C2/m,monoclinic,-154.44281625,-154.44281625,0.1141687500000045,0,1.0,False,-1.261381911451984,-3.0156885264600963
135,C-134216-4713-23,train,huggingface,C,C,2,P-1,triclinic,-154.44681125,-154.44681125,0.1101737500000012,0,0.6450781508105947,False,-1.8237986392661216,-3.4979128806333537
136,C-130526-2423-26,train,huggingface,C,C,51,Pmma,orthorhombic,-154.15588616666668,-154.15588616666668,0.4010988333333216,1,1.0,False,-1.79467488193113,2.204496465937749
137,C-141045-9787-20,train,huggingface,C,C,5,C2,monoclinic,-154.13277,-154.13277,0.4242150000000038,2,1.0,False,2.0761884375316884,-0.5100938834698465
138,C-134216-4713-46,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.1549425,-154.1549425,0.4020424999999932,-1,0.0,True,3.4232165280202764,0.2482610910124347
139,C-134208-315-21,train,huggingface,C,C,1,P1,triclinic,-154.17687083333334,-154.17687083333334,0.3801141666666581,1,0.9276103266271456,False,0.9161830657825024,2.182241979164281
140,C-107752-5318-33,train,huggingface,C,C,12,C2/m,monoclinic,-154.32447916666666,-154.32447916666666,0.2325058333333345,1,1.0,False,0.7495983002691957,2.022186150751318
141,C-145329-3191-34,train,huggingface,C,C,8,Cm,monoclinic,-154.12022333333334,-154.12022333333334,0.4367616666666549,2,1.0,False,1.8857129710581688,0.6295407095287325
142,C-184058-8674-44,train,huggingface,C,C,12,C2/m,monoclinic,-154.31216933333334,-154.31216933333334,0.2448156666666534,1,1.0,False,-2.0425032271360766,2.229328084007453
143,C-152591-5216-9,train,huggingface,C,C,12,C2/m,monoclinic,-154.1021795,-154.1021795,0.454805499999992,0,0.9093863552456207,False,-3.1365083059930887,-2.68693690577536
144,C-184040-7075-20,train,huggingface,C,C,12,C2/m,monoclinic,-154.16437416666668,-154.16437416666668,0.3926108333333218,2,1.0,False,0.1193842191794809,-0.06940663279419461
145,C-76004-9092-18,train,huggingface,C,C,2,P-1,triclinic,-154.08826,-154.08826,0.4687250000000063,2,0.812570060601209,False,0.17266977028955277,-0.7572040398003214
146,C-184068-6075-16,train,huggingface,C,C,12,C2/m,monoclinic,-154.30983066666667,-154.30983066666667,0.2471543333333272,1,1.0,False,-1.9095930840772795,2.180915741899107
147,C-157672-8945-4,train,huggingface,C,C,12,C2/m,monoclinic,-154.09796183333333,-154.09796183333333,0.4590231666666682,0,0.6165469915392905,False,-1.6180563464056084,-2.821379622037335
148,C-137379-9907-58,train,huggingface,C,C,1,P1,triclinic,-154.31875636363637,-154.31875636363637,0.2382286363636296,-1,0.0,True,2.9332843860692397,1.551658771175645
149,C-145323-1843-16,train,huggingface,C,C,64,Cmce,orthorhombic,-154.325115,-154.325115,0.2318699999999864,1,0.99742585208864,False,-2.385870674020139,2.2118130014898254
150,C-53797-7447-3,train,huggingface,C,C,227,Fd-3m,cubic,-154.54243566666665,-154.54243566666665,0.014549333333349,1,0.9996310187575127,False,-2.6604437568031347,2.155451482043489
151,C-184064-8186-37,train,huggingface,C,C,12,C2/m,monoclinic,-154.18200016666665,-154.18200016666665,0.3749848333333432,2,1.0,False,0.19218515169686712,-0.007514177749631771
152,C-102905-3681-5,train,huggingface,C,C,166,R-3m,trigonal,-154.42552583333332,-154.42552583333332,0.1314591666666729,0,0.7969185321066337,False,0.3319779209973646,-3.1298288977946647
153,C-130532-5775-1,train,huggingface,C,C,229,Im-3m,cubic,-154.08246116666666,-154.08246116666666,0.4745238333333361,-1,0.0,True,-3.571901119664782,1.4360470780855819
154,C-13647-2599-58,train,huggingface,C,C,166,R-3m,trigonal,-154.4439225,-154.4439225,0.1130624999999838,0,0.7039440247295025,False,-2.2885657465787,-3.0816158865611545
155,C-134164-924-45,train,huggingface,C,C,2,P-1,triclinic,-154.22365375,-154.22365375,0.3333312499999863,1,1.0,False,-1.8716941248028547,2.205230104637885
