row_index,material_id,split,source_file,formula,elements,space_group_number,space_group_symbol,crystal_system,energy,energy_per_atom,relative_energy,hdbscan_cluster,hdbscan_probability,hdbscan_is_noise,pca1,pca2,num_atoms,a,b,c,alpha,beta,gamma,volume,volume_per_atom,b_over_a,c_over_a,angle_deviation,mean_bond_length,std_bond_length,min_bond_length,max_bond_length,std_coordination,min_coordination,max_coordination,kmeans_cluster,kmeans_label
13,C-157689-1881-41,train,huggingface,C,C,12,C2/m,monoclinic,-154.12132333333332,-154.12132333333332,0.4356616666666753,0,0.952085982677958,False,-2.499268223498126,-3.074836954163953,6,3.1169299999999995,3.6486,4.81011,112.15257,80.92832,119.47547,44.08059748346626,7.3467662472443775,1.1705748926026571,1.5432204123929638,60.69972000000001,1.410319148971824,0.0233739293390802,1.363728135518201,1.4344902407813938,0.0,3.0,3.0,0,Trung gian
14,C-72730-1850-7,train,huggingface,C,C,12,C2/m,monoclinic,-154.42057016666666,-154.42057016666666,0.1364148333333332,0,1.0,False,-2.3705960621092363,-2.833587111528281,6,2.42797,3.73386,4.81223,96.60006,103.00715,87.8012,42.22164306305402,7.036940510509003,1.5378526093815,1.9819973063917595,21.80601000000001,1.4012174957525834,0.0026944131552892,1.3978490017079808,1.4044722821269584,0.0,3.0,3.0,0,Trung gian
15,C-41262-9862-31,train,huggingface,C,C,2,P-1,triclinic,-154.147016,-154.147016,0.4099689999999896,2,0.855278507946987,False,0.730516100110041,-1.1526262117993016,10,3.67304,4.8344,4.87821,112.53999,98.61853,112.08562,69.6237254161054,6.96237254161054,1.3161849585084833,1.3281124082503868,53.244140000000016,1.4647587804148514,0.0590752244791888,1.344506903644708,1.5572173370468063,0.4898979485566356,3.0,4.0,1,Phuc tap (High Energy)
16,C-76050-9799-65,train,huggingface,C,C,10,P2/m,monoclinic,-154.17215625,-154.17215625,0.3848287499999969,2,0.9487700209395076,False,1.7167619264426943,0.1044533864397917,8,2.47199,4.15251,5.79723,69.3463,64.87265,90.01300000000002,49.61759871917116,6.2021998398963945,1.67982475657264,2.34516725391284,45.79405000000003,1.4887527928444726,0.0887394813681029,1.3259755936178854,1.619345288875042,0.5,3.0,4.0,1,Phuc tap (High Energy)
17,C-130538-6665-48,train,huggingface,C,C,12,C2/m,monoclinic,-154.27591214285715,-154.27591214285715,0.2810728571428456,2,0.9365157569342932,False,3.837396100893364,-0.4837034161203019,14,2.44414,6.0603,7.21977,99.10146,99.736,66.12052000000001,95.8993690081404,6.849954929152886,2.479522449614179,2.953910168811934,42.71694,1.4801892442564817,0.0603255712142326,1.3892521262120274,1.6172657566160982,0.4948716593053935,3.0,4.0,1,Phuc tap (High Energy)
18,C-47644-8979-61,train,huggingface,C,C,6,Pm,monoclinic,-154.07433333333333,-154.07433333333333,0.4826516666666691,2,0.8914898816636784,False,3.2462850886350063,-1.324411114942882,12,2.4298,5.360769999999999,7.45187,84.83628,70.92882,89.9215,91.32464801214503,7.610387334345419,2.206259774467034,3.066865585644909,24.3134,1.4530255331423774,0.0616581208285747,1.3880346172087783,1.5958136475341942,0.4714045207910317,3.0,4.0,1,Phuc tap (High Energy)
19,C-41262-9862-12,train,huggingface,C,C,69,Fmmm,orthorhombic,-154.19843133333333,-154.19843133333333,0.3585536666666655,1,1.0,False,-2.318093610569691,2.4086590255126734,6,2.49028,3.5935500000000005,4.35454,84.29282,73.40105,69.70179,35.025524464183256,5.83758741069721,1.4430305025940862,1.7486146136177458,42.60433999999999,1.5284429447225465,0.0186970579429782,1.51246260617606,1.5687804245698656,0.0,4.0,4.0,2,Ben vung (Low Energy)
20,C-130532-5775-40,train,huggingface,C,C,71,Immm,orthorhombic,-154.2306565,-154.2306565,0.3263284999999882,2,1.0,False,0.0757695946428277,0.4880404445937122,6,2.51161,4.11307,4.19018,119.39622,107.61574000000002,89.99932,35.36490942104367,5.894151570173945,1.6376228793483063,1.6683243019417822,47.012640000000005,1.5020276082404598,0.0627462412383899,1.3580849454462525,1.567915211725658,0.4714045207910317,3.0,4.0,1,Phuc tap (High Energy)
21,C-176689-6597-36,train,huggingface,C,C,12,C2/m,monoclinic,-154.202455,-154.202455,0.3545300000000111,2,1.0,False,-1.1603097613221411,0.2445515382388337,6,3.63337,3.27351,3.27022,80.81783,75.45314,75.453,36.2479864841857,6.041331080697617,0.9009569628196412,0.9000514673705128,38.27602999999999,1.5008627515285264,0.0596759646575078,1.3446756264458717,1.5695733785101953,0.4714045207910317,3.0,4.0,1,Phuc tap (High Energy)
22,C-113078-2193-52,train,huggingface,C,C,2,P-1,triclinic,-154.08797875,-154.08797875,0.4690062500000067,1,1.0,False,-0.6634626284673469,2.4803222889446,8,2.45451,4.38792,5.17379,52.14460999999999,89.57145999999999,90.36451,43.99108543137815,5.498885678922268,1.7876969334001491,2.1078708173932883,38.648440000000015,1.5410816211771428,0.0393445844376524,1.4597285578859522,1.5955185726425116,0.0,4.0,4.0,2,Ben vung (Low Energy)
23,C-152605-7685-1,train,huggingface,C,C,35,Cmm2,orthorhombic,-154.255816,-154.255816,0.3011689999999873,2,1.0,False,1.8253971889825835,-0.396159386967176,10,2.43889,4.22919,6.52569,90.13684,100.68330000000002,90.00136000000002,66.14254109978326,6.614254109978326,1.7340634468959242,2.6756803299861827,10.821500000000045,1.4644241679592578,0.0589490982437336,1.3880364568439694,1.5903572292315595,0.4898979485566356,3.0,4.0,1,Phuc tap (High Energy)
25,C-177264-2024-14,train,huggingface,C,C,10,P2/m,monoclinic,-154.17584375,-154.17584375,0.3811412499999846,2,0.9229310684544684,False,1.8409223185199517,0.1712318546497927,8,2.47126,5.312710000000001,4.8098,111.27787,120.76299000000002,89.66479,49.27297022170822,6.159121277713528,2.149798078712884,1.9462946027532515,52.37607000000003,1.4864657341783567,0.0839108516535455,1.337394583772909,1.6151912727401845,0.5,3.0,4.0,1,Phuc tap (High Energy)
26,C-9592-5537-24,train,huggingface,C,C,12,C2/m,monoclinic,-154.32579,-154.32579,0.2311949999999853,1,1.0,False,-1.6860741836412283,2.6623481267481277,8,3.3936,3.40154,4.11528,78.54630999999999,101.45376,86.12945000000002,45.34772403153031,5.668465503941288,1.00233969825554,1.2126591230551629,26.77799999999999,1.5317570803653162,0.0547565188850914,1.4798252603507234,1.6531008068453843,0.0,4.0,4.0,2,Ben vung (Low Energy)
27,C-104334-7299-44,train,huggingface,C,C,1,P1,triclinic,-154.22624444444443,-154.22624444444443,0.3307405555555647,0,0.477555731605905,False,1.151368164883557,-3.6981527904274447,18,4.550839999999999,3.65341,8.99029,74.89330999999999,71.89721000000002,97.70929,133.34229324330008,7.407905180183338,0.8027990436930327,1.9755232001125071,40.91877,1.4085274403731114,0.0426205840689534,1.3448293641995188,1.5140820478395365,0.0,3.0,3.0,0,Trung gian
28,C-92124-4005-36,train,huggingface,C,C,12,C2/m,monoclinic,-154.31160483333335,-154.31160483333335,0.2453801666666493,1,1.0,False,-2.031576582435646,2.2439049932122246,6,2.48102,3.69022,4.84442,57.39669,75.0844,70.2878,35.014027475664044,5.835671245944007,1.487380190405559,1.952592079064256,67.23111,1.5272110226779898,0.0240230077487743,1.4940783446724597,1.5718845018930654,0.0,4.0,4.0,2,Ben vung (Low Energy)
29,C-176661-8591-46,train,huggingface,C,C,12,C2/m,monoclinic,-154.30967266666667,-154.30967266666667,0.2473123333333262,1,1.0,False,-2.079624074484752,2.327607490495174,6,2.48158,3.68816,4.2196,74.9506,89.90189,70.3462,34.96643918725626,5.827739864542711,1.4862144279048024,1.7003683137356038,34.801310000000015,1.5270332578394006,0.024006312237277,1.4926554785580606,1.5758591522832477,0.0,4.0,4.0,2,Ben vung (Low Energy)
30,C-72701-1899-2,train,huggingface,C,C,12,C2/m,monoclinic,-154.252398,-154.252398,0.3045869999999979,0,0.8833531125928643,False,-0.8873001438387005,-3.098943986637801,10,2.9492799999999995,4.8375,5.76354,66.20084000000001,100.36573,88.36475,73.54019299373239,7.354019299373239,1.6402308360006514,1.9542193348885155,35.800139999999985,1.4064215789583625,0.0131336643129306,1.3946484585566965,1.4409261022300737,0.0,3.0,3.0,0,Trung gian
31,C-176679-1286-38,train,huggingface,C,C,227,Fd-3m,cubic,-154.54276683333333,-154.54276683333333,0.0142181666666658,1,1.0,False,-2.6776662006241136,2.215248764353624,6,2.48762,2.48761,6.57671,67.74614,79.08109,59.98402,32.61513351910938,5.43585558651823,0.9999959800934228,2.6437759786462567,63.18875,1.522721015545511,0.0007922985490608,1.5214009941797113,1.5242467691141364,0.0,4.0,4.0,2,Ben vung (Low Energy)
32,C-102915-7408-31,train,huggingface,C,C,12,C2/m,monoclinic,-154.46037,-154.46037,0.0966149999999856,0,1.0,False,-1.2430040468775954,-3.1682197376687258,8,2.43087,4.07727,6.79703,108.95262999999998,115.18719,86.84643,57.38427487522953,7.173034359403691,1.677288378234953,2.7961306034465028,47.29338999999997,1.4025420490032898,0.001159436188978,1.4010662983248712,1.4040940772558437,0.0,3.0,3.0,0,Trung gian
33,C-76008-2415-39,train,huggingface,C,C,8,Cm,monoclinic,-154.24742,-154.24742,0.3095649999999921,2,0.9660383128160014,False,3.2349595405858054,0.6469303812308247,12,2.46312,4.98771,6.69667,63.38295,100.60575,90.0141,71.97822351582779,5.998185292985649,2.0249561531715874,2.7187753743219982,37.2369,1.5026119701067957,0.0745775057313027,1.342254878034916,1.712400663829028,0.4714045207910317,3.0,4.0,1,Phuc tap (High Energy)
34,C-90796-891-29,train,huggingface,C,C,2,P-1,triclinic,-154.200935,-154.200935,0.3560500000000104,0,0.8939733705624145,False,-2.592418372129946,-3.1515040803584697,8,4.67808,3.78465,4.29654,89.15994,124.47009,107.39485,58.67952890808442,7.334941113510553,0.8090178021752514,0.9184408988302896,52.705,1.4099829648537874,0.0372187465813938,1.3746980772008537,1.4649248019930108,0.0,3.0,3.0,0,Trung gian
35,C-96663-8819-13,train,huggingface,C,C,3,P2,monoclinic,-154.254901,-154.254901,0.3020840000000078,2,1.0,False,1.842795881347892,-0.4110178903360975,10,2.43911,4.22873,6.52398,89.76256,79.23673,90.00714000000002,66.10610631659951,6.61061063165995,1.7337184464825284,2.674737916699124,11.007850000000031,1.4644829199641525,0.0587392110493555,1.3876114975615652,1.588065301791457,0.4898979485566356,3.0,4.0,1,Phuc tap (High Energy)
36,C-96672-9795-27,train,huggingface,C,C,51,Pmma,orthorhombic,-154.297055,-154.297055,0.2599299999999971,1,1.0,False,-0.2892006609167429,2.039859957666865,10,2.48312,3.63064,7.32306,119.73560000000002,90.00217,89.9992,57.32644926065301,5.732644926065301,1.4621282902155353,2.94913657012146,29.738570000000024,1.5254598033692317,0.0258000850111865,1.4885821856180717,1.5798245276230714,0.0,4.0,4.0,2,Ben vung (Low Energy)
37,C-9620-6892-54,train,huggingface,C,C,12,C2/m,monoclinic,-154.42720125,-154.42720125,0.1297837500000014,0,0.915218746877485,False,-2.1597326406553896,-3.006524190752423,8,2.9791300000000005,4.30411,4.84998,84.72388,82.11366,67.72619,56.950094722657305,7.118761840332163,1.4447540053639818,1.6279853514281013,35.43627000000001,1.400837676576815,0.0022403218879534,1.3982664923461112,1.4038488449722797,0.0,3.0,3.0,0,Trung gian
38,C-176685-9184-37,train,huggingface,C,C,2,P-1,triclinic,-154.120246,-154.120246,0.4367389999999886,0,0.7342018488213934,False,-3.119285649403198,-2.9551454947330957,6,3.64211,3.42975,4.83023,122.66702,67.64276,119.87713999999998,43.52543016858485,7.254238361430808,0.9416931394164372,1.3262174948038363,84.90139999999998,1.4107817614033171,0.0170629916794106,1.3947260949216056,1.4449896494103556,0.0,3.0,3.0,0,Trung gian
39,C-73631-2702-49,train,huggingface,C,C,12,C2/m,monoclinic,-154.43651875,-154.43651875,0.1204662499999926,0,0.9133454550865636,False,-2.172250652916332,-3.120264881841541,8,3.08656,3.99484,5.58715,82.23913,119.85025,108.51357,56.637048262042654,7.079631032755332,1.2942693484008088,1.8101543465864915,56.12468999999999,1.4011979714987677,0.0037043577983002,1.395977979079846,1.406762374288134,0.0,3.0,3.0,0,Trung gian
40,C-96682-5217-47,train,huggingface,C,C,2,P-1,triclinic,-154.42605233333333,-154.42605233333333,0.1309326666666663,0,0.7404168965267528,False,-3.3420266466743165,-3.260774731737908,6,3.66152,4.2026,4.19798,119.97028000000002,128.05131,77.81593,43.62007579275762,7.27001263212627,1.1477746946623262,1.1465129235945728,80.20566000000002,1.4003063911286302,0.0011465431152533,1.398544958982881,1.4014821576653858,0.0,3.0,3.0,0,Trung gian
41,C-53820-5674-34,train,huggingface,C,C,25,Pmm2,orthorhombic,-154.193535,-154.193535,0.3634500000000003,2,1.0,False,1.2508672779062315,0.3843844189479964,10,2.4848100000000004,4.1746,6.1773,90.00153,113.90048000000002,90.02744,58.58304228747311,5.85830422874731,1.68004797147468,2.4860250884373447,23.929450000000017,1.5131204315916684,0.0443634683081608,1.3646716661924685,1.5671398536240766,0.3999999999999999,3.0,4.0,1,Phuc tap (High Energy)
42,C-157717-1262-39,train,huggingface,C,C,12,C2/m,monoclinic,-154.252138,-154.252138,0.3048469999999952,2,1.0,False,2.214458050602176,-1.0754928321655683,10,2.45217,3.3325,9.40976,84.21950000000001,90.02416,68.20707000000002,70.97703715086975,7.097703715086975,1.359000395568007,3.837319598559643,27.59758999999997,1.456612389174086,0.0568294817800246,1.4020826966427735,1.5802855187752471,0.4898979485566356,3.0,4.0,1,Phuc tap (High Energy)
43,C-176654-3153-49,train,huggingface,C,C,12,C2/m,monoclinic,-154.18036,-154.18036,0.37662499999999,2,1.0,False,2.067638348232453,0.1912493438945618,10,2.44808,5.85555,5.58182,59.76776000000001,77.30729,65.25587,62.78054799320463,6.278054799320463,2.391894872716578,2.2800807163164603,67.66908,1.4887775732142088,0.0589454562321844,1.3937875072806818,1.5973621254963537,0.4898979485566356,3.0,4.0,1,Phuc tap (High Energy)
44,C-9646-232-63,train,huggingface,C,C,12,C2/m,monoclinic,-154.36781375,-154.36781375,0.1891712499999869,1,1.0,False,-0.9753323042895686,2.477399471199184,8,2.48462,4.6778,4.08675,96.68474,89.99540000000002,105.44199,45.44884141316096,5.68110517664512,1.882702385072969,1.644818926032955,22.13132999999999,1.52728098809179,0.03375498536839,1.4832421470241162,1.5986493511602773,0.0,4.0,4.0,2,Ben vung (Low Energy)
45,C-152587-3980-5,train,huggingface,C,C,12,C2/m,monoclinic,-154.26037300000002,-154.26037300000002,0.2966119999999819,2,1.0,False,0.3208510850689584,0.2500785524619415,10,3.27774,3.27937,5.56821,89.67002,89.66048,81.14487,59.13711059550884,5.913711059550884,1.0004972938671155,1.6987955115414888,9.524630000000002,1.5114444417289798,0.0499153553678771,1.3495727546176557,1.5716094092689163,0.3999999999999999,3.0,4.0,1,Phuc tap (High Energy)
46,C-177280-5724-23,train,huggingface,C,C,1,P1,triclinic,-154.08288375,-154.08288375,0.4741012499999897,2,0.9999881623371522,False,3.4632985231172677,1.0122552740879804,16,2.45885,5.776,7.55007,60.075,81.91673,87.22127,91.9800511964328,5.74875319977705,2.3490656201069604,3.0705695752079225,40.78699999999999,1.5257211293343405,0.0485454507240497,1.44427043459342,1.6334980195330708,0.3307189138830738,3.0,4.0,1,Phuc tap (High Energy)
47,C-90811-1769-2,train,huggingface,C,C,1,P1,triclinic,-154.11650749999998,-154.11650749999998,0.4404775000000143,1,0.8510969504416994,False,0.5480292503060468,2.2235666809610626,12,3.30757,4.27802,7.10948,54.14623,61.2089,73.85797,71.45564492613593,5.954637077177995,1.2934027095420504,2.1494571543459395,80.7869,1.534973470349592,0.0615982516101327,1.450191962408509,1.708149432409323,0.0,4.0,4.0,2,Ben vung (Low Energy)
48,C-13893-8599-30,train,huggingface,C,C,12,C2/m,monoclinic,-154.14665116666666,-154.14665116666666,0.4103338333333397,0,0.7879291204340096,False,-3.0476214213948287,-3.205329839139812,6,3.62367,2.83337,4.81797,84.90278,112.08675,97.55562,45.39714243349695,7.566190405582824,0.7819061890293542,1.329582991828726,34.73958999999999,1.4071685503871425,0.0226085477354833,1.3795212339649552,1.4423760900221907,0.0,3.0,3.0,0,Trung gian
49,C-150699-6622-10,train,huggingface,C,C,1,P1,triclinic,-154.181727,-154.181727,0.3752580000000023,2,0.9606565929610266,False,5.552026315894398,0.057314072223977,20,2.45637,7.11258,7.73614,65.77301,99.27453,83.55453,119.23043491395391,5.961521745697696,2.8955654074915422,3.1494196721178,39.94699,1.5059353314235406,0.0567698452179318,1.35974742862912,1.6196150971330334,0.458257569495584,3.0,4.0,1,Phuc tap (High Energy)
50,C-34643-7107-42,train,huggingface,C,C,10,P2/m,monoclinic,-154.36224625,-154.36224625,0.194738749999999,1,1.0,False,-0.4367214474560848,2.503257930082745,8,2.48756,4.76294,5.31212,63.09856,62.09592,58.4808,45.57538367223521,5.6969229590294015,1.914703564939137,2.1354741192172253,86.32472000000001,1.5284936418224926,0.0489114213856973,1.4685468926354794,1.6401105077233291,0.0,4.0,4.0,2,Ben vung (Low Energy)
51,C-157691-3994-32,train,huggingface,C,C,2,P-1,triclinic,-154.107372,-154.107372,0.4496129999999994,2,0.9355528860070202,False,1.8607982542200363,-1.7825587729079062,10,2.4542399999999995,4.47124,7.05104,87.39195,80.93604,75.78663999999999,74.06750541699502,7.406750541699502,1.8218430145381057,2.8730034552448016,25.88537000000001,1.4368601131766203,0.0549791093335578,1.357719222474594,1.5203356652197102,0.3999999999999999,3.0,4.0,1,Phuc tap (High Energy)
52,C-80191-3962-6,train,huggingface,C,C,12,C2/m,monoclinic,-154.12251,-154.12251,0.4344749999999919,2,0.7406791014758757,False,0.8541995741142837,0.5726420960405737,8,3.4403200000000003,4.837199999999999,4.25193,90.05547,90.06837,134.86614,50.15041621540481,6.268802026925601,1.4060319970235324,1.235911194307506,44.98998,1.4888894953867773,0.0892510833215926,1.3884128493547323,1.67603832606955,0.5,3.0,4.0,1,Phuc tap (High Energy)
53,C-189709-289-43,train,huggingface,C,C,2,P-1,triclinic,-154.07497283333333,-154.07497283333333,0.4820121666666637,0,0.7071579776970432,False,-1.6325091499519653,-2.3264054436842625,6,2.44094,2.54908,7.71005,118.02238,73.25978,87.14599,39.569946246867694,6.594991041144616,1.044302604734242,3.158639704376183,47.61661000000001,1.4230085711506826,0.0243598772781984,1.3972989028658327,1.4614746849471558,0.0,3.0,3.0,0,Trung gian
54,C-170898-6159-52,train,huggingface,C,C,166,R-3m,trigonal,-154.4464475,-154.4464475,0.1105374999999924,0,0.8570214002488005,False,-2.1283873209485007,-3.0977164832116166,8,3.09071,4.85615,4.74049,105.47607000000002,106.75225000000002,112.10975000000002,57.1931228296917,7.149140353711463,1.5712085572570706,1.5337867350867602,54.33807000000006,1.401801320904864,0.0010232952133779,1.3997954661377086,1.4027877012519718,0.0,3.0,3.0,0,Trung gian
55,C-57133-9728-38,train,huggingface,C,C,12,C2/m,monoclinic,-154.251485,-154.251485,0.305499999999995,2,0.8114694734250351,False,3.385709551112156,-1.7506286005875662,12,2.43888,4.831249999999999,8.76224,85.06958,82.04823,59.656220000000005,88.22834630953149,7.352362192460958,1.9809297710424447,3.592731089680509,43.22596999999999,1.451290642483627,0.0587337517021384,1.3243261399918445,1.5651787367156031,0.4714045207910317,3.0,4.0,1,Phuc tap (High Energy)
56,C-73671-1897-10,train,huggingface,C,C,12,C2/m,monoclinic,-154.2862025,-154.2862025,0.2707824999999957,2,1.0,False,0.7626034847753579,0.0240991778829579,8,2.45636,3.661960000000001,6.47468,73.11503,79.03665,70.4384,52.23332657057428,6.529165821321785,1.490807536354606,2.6358839909459526,47.40992,1.4998971874153602,0.0499830138726112,1.3965635908942842,1.5814771802367118,0.4330127018922193,3.0,4.0,1,Phuc tap (High Energy)
57,C-172967-546-37,train,huggingface,C,C,12,C2/m,monoclinic,-154.31643983333333,-154.31643983333333,0.2405451666666636,1,1.0,False,-1.9214216670834792,2.174351101542729,6,2.47969,3.689140000000001,4.89598,92.80397000000002,120.46398,109.61830000000002,35.014322969402784,5.835720494900464,1.48774241941533,1.974432287906956,52.88625000000005,1.5270582169130218,0.0238101500487459,1.4931568294619053,1.5699958516396797,0.0,4.0,4.0,2,Ben vung (Low Energy)
58,C-13919-5282-28,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.243904,-154.243904,0.313081000000011,2,0.7608554760017344,False,0.9932204253730832,0.4310334163978704,10,2.49377,5.58591,5.58147,60.34651,63.494450000000015,63.508480000000006,57.873076380441645,5.787307638044164,2.239945945295677,2.23816550844705,82.65055999999998,1.5100328985872664,0.0286765035648082,1.3973730231379689,1.5288647230887322,0.3999999999999999,3.0,4.0,1,Phuc tap (High Energy)
59,C-136210-9760-32,train,huggingface,C,C,12,C2/m,monoclinic,-154.44786066666668,-154.44786066666668,0.1091243333333125,0,0.9725183701372154,False,-2.9633674021416687,-3.1592884742404683,6,3.07389,2.43105,6.40838,79.30188,80.45686000000002,108.55747,43.29010291435898,7.215017152393163,0.7908708509413155,2.084778570475847,38.79872999999998,1.4014622205151752,0.0040984123298469,1.397477850723308,1.4083247866212938,0.0,3.0,3.0,0,Trung gian
60,C-176683-1873-9,train,huggingface,C,C,227,Fd-3m,cubic,-154.54566766666667,-154.54566766666667,0.0113173333333236,1,1.0,False,-2.786666025290012,2.3967658552755795,6,2.48734,3.51754,4.30524,114.10426,106.7983,89.98361000000001,32.61604774557794,5.436007957596323,1.414177394324861,1.7308610805117115,40.91894999999998,1.522734143966468,0.0010083033975178,1.5217175068477116,1.523858422754623,0.0,4.0,4.0,2,Ben vung (Low Energy)
61,C-152601-7805-20,train,huggingface,C,C,10,P2/m,monoclinic,-154.07778916666666,-154.07778916666666,0.4791958333333355,0,0.98968842529226,False,-1.9445188594268792,-2.0610075199689883,6,2.45505,2.53411,6.38348,97.0597,90.78107,88.28706999999999,39.39328685652325,6.565547809420543,1.0322030101219934,2.6001425632879167,9.553699999999992,1.4234585001138464,0.0252431929054603,1.4026672507409266,1.467317529174532,0.0,3.0,3.0,0,Trung gian
62,C-80195-4794-23,train,huggingface,C,C,194,P6_3/mmc,hexagonal,-154.52300125,-154.52300125,0.0339837500000044,1,1.0,False,-1.7541462317626342,2.5099589986332416,8,2.47344,4.11774,4.28084,90.01627,90.02133,90.05664000000002,43.60025579142235,5.450031973927794,1.6647826508829808,1.7307232033119866,0.0942400000000276,1.524130421206488,0.0115486526142405,1.51683234835707,1.5441219553286116,0.0,4.0,4.0,2,Ben vung (Low Energy)
63,C-72716-3406-31,train,huggingface,C,C,12,C2/m,monoclinic,-154.3085715,-154.3085715,0.248413499999998,1,1.0,False,-2.0562533668355134,2.282534637024738,6,2.48133,3.6885,4.21732,104.90405,89.96525,109.64933,34.97120630678879,5.828534384464798,1.4865011908935934,1.6996207678946371,34.58813000000001,1.526879278522686,0.0241142633894486,1.4912827462704827,1.5724941886092767,0.0,4.0,4.0,2,Ben vung (Low Energy)
