row_index,material_id,split,source_file,formula,elements,space_group_number,space_group_symbol,crystal_system,energy,energy_per_atom,relative_energy,hdbscan_cluster,hdbscan_probability,hdbscan_is_noise,pca1,pca2,num_atoms,a,b,c,alpha,beta,gamma,volume,volume_per_atom,b_over_a,c_over_a,angle_deviation,mean_bond_length,std_bond_length,min_bond_length,max_bond_length,std_coordination,min_coordination,max_coordination,tier1_label
351,C-142785-5183-57,train,huggingface,C,C,12,C2/m,monoclinic,-154.20223375,-154.20223375,0.3547512499999925,-1,0.0,True,0.2350665219719531,-0.7962343642874364,8,3.35354,2.45421,8.09082,107.63219,66.42404,111.42196,55.84730535952757,6.980913169940946,0.7318266667461847,2.4126206933568706,62.63010999999999,1.4695426674618746,0.0594068817654576,1.4028200951701628,1.5858446967343909,0.5,3.0,4.0,noise
356,C-194844-3110-45,train,huggingface,C,C,6,Pm,monoclinic,-154.08876222222224,-154.08876222222224,0.4682227777777541,-1,0.0,True,6.26069754452732,-0.8060372873391658,18,2.45796,7.518489999999999,8.499,124.08789,73.16896,90.08011,121.9127460315484,6.772930335086023,3.058833341470162,3.457745447444222,50.99904,1.473584675638601,0.069415343167207,1.3203484022906993,1.66779184714033,0.4969039949999532,3.0,4.0,noise
373,C-90863-258-34,train,huggingface,C,C,12,C2/m,monoclinic,-154.45393583333333,-154.45393583333333,0.1030491666666648,-1,0.0,True,1.3630021228925264,-3.917787752170277,12,2.43238,3.2465400000000004,13.18455,121.33545,97.56533,93.05463,87.23904218902041,7.269920182418367,1.334717437242536,5.420431840419671,41.955410000000015,1.401598040999566,0.0032254914828288,1.3968784023579806,1.404639552682665,0.0,3.0,3.0,noise
396,C-90858-8157-22,train,huggingface,C,C,12,C2/m,monoclinic,-154.18953,-154.18953,0.3674550000000067,-1,0.0,True,0.3652057785328256,-0.7315681577987494,8,3.3393899999999994,3.35734,7.55085,105.87969,105.71688,42.97628,55.18381525223504,6.8979769065293794,1.0053752332012735,2.261146496815287,78.62029000000001,1.4688858147373325,0.0577396589595089,1.4024103313843117,1.584015738973932,0.5,3.0,4.0,noise
414,C-126136-4977-13,train,huggingface,C,C,2,P-1,triclinic,-154.144283,-154.144283,0.4127019999999959,-1,0.0,True,0.0696508188942834,-1.3022806384116028,10,4.889989999999999,4.83034,4.8897,108.22391,59.54217,66.76104,69.72637799383655,6.972637799383655,0.9878016110462394,0.999940695175246,71.92070000000001,1.4648344079754805,0.0586772473407104,1.3442768516282426,1.5557081423591257,0.4898979485566356,3.0,4.0,noise
417,C-136208-4716-15,train,huggingface,C,C,164,P-3m1,trigonal,-154.53383100000002,-154.53383100000002,0.0231539999999768,-1,0.0,True,-0.4563559623033066,1.8159817637693936,10,2.48314,2.4826399999999995,10.49753,103.6603,83.20331999999999,120.03087,54.44218330524608,5.444218330524608,0.9997986420419306,4.227522411140733,50.48785000000002,1.52351303441453,0.0057169823253195,1.5189227899736366,1.5409500674788514,0.0,4.0,4.0,noise
437,C-130501-2246-15,train,huggingface,C,C,12,C2/m,monoclinic,-154.08052142857144,-154.08052142857144,0.4764635714285532,-1,0.0,True,1.5172466099325543,0.800776080065515,14,4.32744,4.986269999999999,4.98634,66.90891,65.18326,65.22785000000002,85.56263016072705,6.111616440051932,1.1522447451611113,1.152260921006415,72.67997999999997,1.5222703654990224,0.0683000635724578,1.3623568025648185,1.7313078697089144,0.3499271061118826,3.0,4.0,noise
444,C-57162-5454-12,train,huggingface,C,C,20,C222_1,orthorhombic,-154.324081875,-154.324081875,0.2329031250000071,-1,0.0,True,0.948722629612507,1.85166307970712,16,3.4885,3.3642199999999995,8.84761,79.03284,66.77524,90.00093,93.35455989777525,5.834659993610952,0.9643743729396588,2.5362218718646985,34.19285000000001,1.5305668625494775,0.0429408764797479,1.4606368022637677,1.6439010537144876,0.0,4.0,4.0,noise
456,C-193926-6320-40,train,huggingface,C,C,1,P1,triclinic,-154.186352,-154.186352,0.370632999999998,-1,0.0,True,2.459455252753425,-6.014564150649752,10,2.46729,4.17269,8.51892,90.48152,74.44364,90.03723,84.48833214188937,8.448833214188937,1.6912037093329118,3.452743698551852,16.075109999999995,1.3830076879693671,0.0615366699690491,1.2303134194502825,1.4155893436445162,0.3999999999999999,2.0,3.0,noise
508,C-91032-4468-47,train,huggingface,C,C,2,P-1,triclinic,-154.07192555555557,-154.07192555555557,0.4850594444444311,-1,0.0,True,3.4160795635138768,0.1941872022818131,18,3.37865,6.09515,5.73788,79.47992,103.64333,86.05156,112.12067554748756,6.228926419304865,1.80401935684371,1.6982759386145354,28.11184999999999,1.521275092765921,0.0617978710712189,1.3416481440964194,1.654041449553863,0.3142696805273545,3.0,4.0,noise
520,C-34611-1398-68,train,huggingface,C,C,227,Fd-3m,cubic,-154.544731875,-154.544731875,0.0122531250000008,-1,0.0,True,1.006937053711083,1.9887758816891468,16,2.4872,5.55983,7.03157,90.00449000000002,90.00401,116.58936,86.95155190189108,5.4344719938681925,2.2353771309102606,2.827102766162753,26.59786000000001,1.5225923370177752,0.0020662533813747,1.5186927482622612,1.5248864316128263,0.0,4.0,4.0,noise
532,C-136214-3679-48,train,huggingface,C,C,229,Im-3m,cubic,-154.08037433333334,-154.08037433333334,0.4766106666666587,-1,0.0,True,-3.5864224999113183,1.3783973931446332,6,3.72819,3.72736,4.3015,54.72131,54.72156999999999,70.53288,39.83603104682039,6.639338507803398,0.9997773718614128,1.1537770338958049,90.02423999999999,1.521331459159632,0.0004924907083206,1.520208350085516,1.522361681810618,0.0,4.0,4.0,noise
544,C-72732-3061-23,train,huggingface,C,C,12,C2/m,monoclinic,-154.31292066666666,-154.31292066666666,0.2440643333333412,-1,0.0,True,-2.8592558787463536,1.9031503726071903,6,3.689680000000001,2.47894,6.27762,78.61388,128.87234,70.36161,34.96990993309415,5.828318322182359,0.6718577220788794,1.701399579367316,69.89685000000001,1.5267650037605651,0.0240785201492369,1.4915742114036314,1.5714855542614534,0.0,4.0,4.0,noise
552,C-79899-8009-46,train,huggingface,C,C,1,P1,triclinic,-154.15867111111112,-154.15867111111112,0.3983138888888788,-1,0.0,True,3.429295803424198,-1.0286588405551746,18,3.56789,4.82244,8.13017,98.63675,71.18867000000002,111.24181000000002,123.33067824275643,6.851704346819803,1.3516223874614968,2.2787053412521123,48.689890000000005,1.4957793777896633,0.0589465555383448,1.3512588956795522,1.5857853356874705,0.4714045207910317,3.0,4.0,noise
555,C-148230-2113-7,train,huggingface,C,C,12,C2/m,monoclinic,-154.13175875,-154.13175875,0.4252262500000086,-1,0.0,True,2.0858939859717007,-3.0268228816786475,8,2.4388100000000006,6.18985,5.82043,57.33670000000001,77.87193,78.60618000000001,71.93923589785811,8.992404487232264,2.538061595614254,2.386586080916512,56.18518999999998,1.4360817508547343,0.057617646590342,1.311768065418637,1.4993977638933726,0.4330127018922193,3.0,4.0,noise
563,C-148275-4529-49,train,huggingface,C,C,44,Imm2,orthorhombic,-154.10498625,-154.10498625,0.4519987500000013,-1,0.0,True,-0.9760283202732742,-0.057257661555801,8,5.27435,4.261169999999999,2.53903,89.97605000000001,76.44215,66.16682,50.457570581174025,6.307196322646753,0.8079042915240738,0.4813920198697469,37.41497999999999,1.486554285268747,0.0766858070167319,1.36799153008633,1.586181481447111,0.5,3.0,4.0,noise
630,C-53822-9555-23,train,huggingface,C,C,38,Amm2,orthorhombic,-154.1946507142857,-154.1946507142857,0.3623342857142972,-1,0.0,True,-0.5505643024028036,1.4454489535585575,14,4.30327,4.303249999999999,4.76782,90.00295999999999,89.96871,99.13616,87.17062591517488,6.226473279655349,0.9999953523715684,1.1079527893903938,9.17040999999999,1.518603617133507,0.0386358349589039,1.4486505020052145,1.601331315666189,0.0,4.0,4.0,noise
641,C-150739-4923-53,train,huggingface,C,C,1,P1,triclinic,-154.07163111111112,-154.07163111111112,0.4853538888888806,-1,0.0,True,2.547656801178678,0.76810262892684,18,3.29926,5.38125,6.52769,106.99012,84.35469,76.93753,106.27275512607048,5.90404195144836,1.6310475682425756,1.9785315494989784,35.697900000000004,1.5275795324778745,0.0451507232820018,1.446712633114326,1.6125574112172507,0.3142696805273545,3.0,4.0,noise
683,C-170378-1288-35,train,huggingface,C,C,12,C2/m,monoclinic,-154.285483,-154.285483,0.2715019999999981,-1,0.0,True,0.6771896550323511,-0.7519564849171315,10,3.64714,2.44644,8.95492,114.1858,103.56808,70.37593000000001,68.21439152283493,6.821439152283493,0.670783134181852,2.4553266395038302,57.377949999999984,1.4827383203536846,0.0547310363640616,1.3997578725065245,1.5838806918620765,0.4898979485566356,3.0,4.0,noise
687,C-170916-5949-4,train,huggingface,C,C,12,C2/m,monoclinic,-154.09219125,-154.09219125,0.4647937499999841,-1,0.0,True,-0.0936382800463957,-0.7314736942636494,8,3.6953,4.301290000000001,4.78554,116.36042,104.79708,54.04323000000001,55.1671186184326,6.895889827304075,1.1639893919302902,1.2950342326739372,77.11426999999998,1.5027344677310348,0.0550396990660047,1.3271660454482832,1.5537136223506922,0.4330127018922193,3.0,4.0,noise
690,C-90858-8157-40,train,huggingface,C,C,2,P-1,triclinic,-154.0854775,-154.0854775,0.4715075000000013,-1,0.0,True,-0.5320127367216175,-0.867915005709328,8,4.4592,4.27025,4.20658,60.66386,50.43425,74.88681,53.67353076323776,6.7091913454047205,0.9576269285970578,0.943348582705418,84.01508000000001,1.481294166898119,0.0627843814788676,1.3306249056726271,1.5513762278524987,0.5,3.0,4.0,noise
731,C-177266-9827-39,train,huggingface,C,C,2,P-1,triclinic,-154.07299375,-154.07299375,0.4839912500000025,-1,0.0,True,3.306251484749484,-1.466068436517932,16,3.21729,5.50167,7.66652,121.27622999999998,99.3364,94.84439999999998,112.13139676539136,7.008212297836961,1.7100323564241953,2.3829123268340746,45.457029999999975,1.4465114555348972,0.0552936521679724,1.3548569708228329,1.592424348629638,0.4330127018922193,3.0,4.0,noise
739,C-47631-7826-30,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.17059666666668,-154.17059666666668,0.3863883333333149,-1,0.0,True,2.7846764682246365,-0.0436345084110872,12,2.5216,3.54378,8.77585,84.10803,106.70908,110.86721,70.18321738637295,5.848601448864412,1.405369606598985,3.4802704631979697,43.46826,1.523901274226661,0.0665014004782747,1.2738185369490718,1.6030106922784346,0.3726779962499649,3.0,4.0,noise
755,C-170888-2365-14,train,huggingface,C,C,12,C2/m,monoclinic,-154.23361125,-154.23361125,0.3233737500000018,-1,0.0,True,0.3671942417842578,1.020608899857321,8,2.42865,5.91157,4.22446,103.11128,106.71466,52.06028,45.71147705007323,5.7139346312591535,2.434097132151607,1.7394272538241409,67.76566,1.5071770452178812,0.0301796141481156,1.468707089304393,1.548827168723541,0.4330127018922193,3.0,4.0,noise
770,C-13893-8599-14,train,huggingface,C,C,12,C2/m,monoclinic,-154.09751071428573,-154.09751071428573,0.4594742857142648,-1,0.0,True,4.048517447259515,-1.4810739095569228,14,2.41232,6.88452,9.16497,43.68573000000001,97.51022,79.91411,95.80856774430303,6.843469124593073,2.8538999801021427,3.79923476155734,63.91038,1.4370256569792543,0.0473362126055835,1.390311703236636,1.5220095885854237,0.3499271061118826,3.0,4.0,noise
808,C-50227-3962-68,train,huggingface,C,C,1,P1,triclinic,-154.184534,-154.184534,0.3724509999999839,-1,0.0,True,2.5856825406612187,2.3840106602831392,20,3.38941,4.77769,7.44888,97.4484,104.42701,76.4409,113.23868710662468,5.661934355331234,1.4095934100625185,2.1976922237203524,35.43451,1.5363264839557649,0.0589692646492791,1.4477777224119746,1.7460033436318831,0.0,4.0,4.0,noise
829,C-13638-5850-50,train,huggingface,C,C,64,Cmce,orthorhombic,-154.32121625,-154.32121625,0.2357687500000054,-1,0.0,True,-2.821010959133701,1.8905390065103445,8,4.28899,3.28469,6.07731,62.50847,45.07449,49.178880000000014,45.873778480185386,5.734222310023173,0.7658423078626903,1.4169559733177275,113.23816,1.5258026675791756,0.0240537618551991,1.5003189356100308,1.5529666498975694,0.0,4.0,4.0,noise
855,C-72748-2386-16,train,huggingface,C,C,2,P-1,triclinic,-154.099157,-154.099157,0.4578280000000063,-1,0.0,True,2.0477405357131606,-5.159001980923554,10,2.46482,5.67434,6.10395,63.13409000000001,84.28094000000002,81.68028,75.29855903908425,7.529855903908425,2.3021315958163275,2.476428299023864,40.90468999999998,1.3900570427645145,0.0498265937977695,1.223053565778963,1.4164072379393553,0.3999999999999999,2.0,3.0,noise
862,C-150741-903-54,train,huggingface,C,C,1,P1,triclinic,-154.1062809090909,-154.1062809090909,0.4507040909090847,-1,0.0,True,4.698684081754472,-0.4756984295125581,22,3.74603,4.75396,9.21951,103.76576,102.20140999999998,111.60629000000002,139.90314639913973,6.359233927233624,1.2690661847342386,2.4611415284981697,47.57345999999998,1.509192740381848,0.0710693285931632,1.3386528470765169,1.6585128241601057,0.4453617714151233,3.0,4.0,noise
880,C-57186-353-26,train,huggingface,C,C,12,C2/m,monoclinic,-154.18910277777778,-154.18910277777778,0.3678822222222209,-1,0.0,True,5.480765580124761,-0.6161669920400502,18,2.4839099999999994,5.97428,10.58184,131.78016,89.98543,102.01482,112.45107627938306,6.247282015521281,2.4051918145182403,4.260154353418603,53.80955,1.498953430746212,0.0554789778266352,1.3474185530969998,1.5882558665547053,0.4714045207910317,3.0,4.0,noise
895,C-41292-3626-41,train,huggingface,C,C,2,P-1,triclinic,-154.186981,-154.186981,0.3700039999999944,-1,0.0,True,-1.9012086056559887,-3.570138786654308,10,5.696219999999999,4.64634,6.49462,39.101220000000005,43.316,60.86536000000001,73.16047860076128,7.316047860076128,0.8156882985558845,1.1401631257219702,126.71742,1.4094632522513737,0.035807220945655,1.3452181280234,1.4790926412063417,0.0,3.0,3.0,noise
900,C-130226-8288-23,train,huggingface,C,C,6,Pm,monoclinic,-154.36567181818182,-154.36567181818182,0.1913131818181739,-1,0.0,True,5.288902919451318,2.682088805347508,22,2.48339,7.30957,8.40218,119.33987,107.17786,90.00610000000002,125.09064633955374,5.685938469979716,2.943383842247895,3.3833509839372797,46.52383000000002,1.5287720599390822,0.0554269224491519,1.4661729486828394,1.811712808051113,0.0,4.0,4.0,noise
901,C-130250-9835-41,train,huggingface,C,C,1,P1,triclinic,-154.0886761111111,-154.0886761111111,0.4683088888888846,-1,0.0,True,4.07486915304398,-1.4351501820209904,18,3.25835,6.316190000000001,6.45054,98.02814,94.47781,85.82431000000001,130.79414713776865,7.266341507653814,1.9384627188607733,1.9796952445256035,16.68164,1.444706472920169,0.0678337256215135,1.3571809232803675,1.618596706104653,0.415739709641549,3.0,4.0,noise
907,C-142753-3906-21,train,huggingface,C,C,2,P-1,triclinic,-154.10819333333333,-154.10819333333333,0.4487916666666649,-1,0.0,True,2.104504010085287,3.7880333100216665,12,3.47812,2.67759,7.72879,94.47172,109.99377,92.74502,67.22019819001255,5.601683182501046,0.7698383034512898,2.22211712074339,27.210510000000014,1.548055675191589,0.0831027369782569,1.3929402563594744,1.8552983091864257,0.372677996249965,4.0,5.0,noise
961,C-57113-4466-66,train,huggingface,C,C,12,C2/m,monoclinic,-154.280253125,-154.280253125,0.2767318749999958,-1,0.0,True,5.276233650144466,-2.498814756929552,16,2.4268,6.336829999999999,11.35817,130.9166,96.14884,101.02885000000002,123.02865271852578,7.689290794907861,2.611187572111422,4.68030740069227,58.094290000000015,1.4374495622979235,0.0480190276143112,1.3822859733185973,1.5046720265989952,0.4330127018922193,3.0,4.0,noise
976,C-189744-1391-22,train,huggingface,C,C,2,P-1,triclinic,-154.24289900000002,-154.24289900000002,0.3140859999999748,-1,0.0,True,-2.489529756852026,-3.702873778029229,10,6.00489,4.74505,5.97818,87.88057,132.35236,128.68699999999998,73.30851651532865,7.330851651532865,0.7901976555773712,0.9955519584871664,83.15878999999998,1.4072153717330187,0.0128458348561525,1.3925688759742434,1.43324567731869,0.0,3.0,3.0,noise
979,C-80178-6213-37,train,huggingface,C,C,2,P-1,triclinic,-154.215435625,-154.215435625,0.3415493749999996,-1,0.0,True,0.36151797989083,1.815050355625646,16,4.28261,5.357809999999999,5.337,65.14627,53.21454,71.78465,88.67940191788313,5.542462619867695,1.2510618524684711,1.2462026661311676,79.85454,1.5353296073581977,0.0498170008067992,1.408298901822928,1.614494437027758,0.0,4.0,4.0,noise
985,C-137439-5086-66,train,huggingface,C,C,1,P1,triclinic,-154.07410458333334,-154.07410458333334,0.48288041666666,-1,0.0,True,4.778375541040218,-0.8001149793653848,24,4.699189999999999,5.86017,6.61404,79.81909,81.7312,65.36797,162.4553261441049,6.768971922671038,1.2470595996331286,1.4074851197759617,43.08174,1.473121414016576,0.0715517057593622,1.330327640179526,1.7361379702323658,0.5,3.0,4.0,noise
1003,C-56497-2641-4,train,huggingface,C,C,1,P1,triclinic,-154.09542666666667,-154.09542666666667,0.4615583333333291,-1,0.0,True,4.540508824505356,-0.3697391129249419,12,2.4523900000000003,7.974300000000001,5.22002,124.70173,94.29234,92.63476,83.20000643152581,6.933333869293818,3.251644314321948,2.1285439917794475,41.62883000000001,1.4828943594102135,0.0839229279791004,1.3146214504006504,1.6833228406209333,0.5,3.0,4.0,noise
1031,C-9643-4757-34,train,huggingface,C,C,2,P-1,triclinic,-154.11493333333334,-154.11493333333334,0.4420516666666572,-1,0.0,True,1.5646220943023457,3.0337666873751368,12,3.3693,3.8186,6.58511,89.25515000000001,124.55621,95.49272000000002,69.36766835987606,5.780639029989672,1.1333511411865966,1.9544445433769624,40.79378,1.5456430695323888,0.1034300722469617,1.4085385804769663,1.867627069489228,0.0,4.0,4.0,noise
1034,C-9634-3764-21,train,huggingface,C,C,1,P1,triclinic,-154.168094375,-154.168094375,0.3888906249999877,-1,0.0,True,3.1037815804553426,0.5112559683596759,16,3.4614100000000003,3.3748900000000006,9.43432,94.54916,61.70213,89.93456000000002,96.63987184511645,6.039991990319778,0.9750044057190568,2.72557137120422,32.91246999999999,1.513346789662542,0.0719869379832449,1.387701597674237,1.7134476572147868,0.4330127018922193,3.0,4.0,noise
1073,C-127243-9480-44,train,huggingface,C,C,1,P1,triclinic,-154.46384166666667,-154.46384166666667,0.0931433333333302,-1,0.0,True,3.1254824761036075,-3.757649753268575,18,2.4323899999999994,6.4126,9.92218,61.61388000000001,95.84531,79.25486,130.48110699479182,7.248950388599545,2.636337100547199,4.079189603640865,44.97657,1.402198827217535,0.0045121392590221,1.397920399341269,1.4101174994971313,0.0,3.0,3.0,noise
1081,C-130544-211-48,train,huggingface,C,C,1,P1,triclinic,-154.17643,-154.17643,0.3805549999999869,-1,0.0,True,2.385129527768278,-5.948462629980854,10,2.46687,4.17093,8.22038,88.67052,82.03777999999998,89.99695,83.74229235578147,8.374229235578147,1.690778192608447,3.3323117959195256,9.294750000000022,1.382686263847707,0.0615614185437844,1.2286062641569864,1.4152698183472374,0.3999999999999999,2.0,3.0,noise
1085,C-90802-910-37,train,huggingface,C,C,64,Cmce,orthorhombic,-154.32017,-154.32017,0.2368150000000071,-1,0.0,True,-1.9930015374095864,2.032705852935893,8,3.28338,4.287699999999999,5.41245,113.34703,52.65198,130.79084,45.86068991008406,5.732586238760508,1.3058799164275834,1.6484384993512782,101.48589,1.525662209597666,0.0240467069108618,1.499977120814277,1.5526008821831758,0.0,4.0,4.0,noise
1108,C-126165-3752-16,train,huggingface,C,C,12,C2/m,monoclinic,-154.21446933333334,-154.21446933333334,0.3425156666666566,-1,0.0,True,1.3004578506932205,-1.2597101516896925,6,2.45251,5.91512,4.55662,136.64238,105.52901,78.06341,43.71849746757397,7.286416244595661,2.411863764062124,1.857941455896204,74.10798,1.4501399205132288,0.0667046543817293,1.313232226927767,1.568754885703182,0.4714045207910317,3.0,4.0,noise
1115,C-47660-7998-48,train,huggingface,C,C,44,Imm2,orthorhombic,-154.16221625,-154.16221625,0.3947687499999972,-1,0.0,True,0.5597092091048107,0.8891647778554561,8,2.43673,5.73405,4.68168,52.35957000000001,104.89707,115.09452,46.90917115835845,5.863646394794806,2.3531741309049425,1.9212961633008168,77.63201999999998,1.5089830424046071,0.0370792837913141,1.452533026059655,1.5647930233682268,0.4330127018922193,3.0,4.0,noise
1144,C-193907-1650-45,train,huggingface,C,C,1,P1,triclinic,-154.09352714285714,-154.09352714285714,0.4634578571428562,-1,0.0,True,3.108318745583295,-0.3729542866060928,14,3.32224,4.03635,8.44242,91.64544,121.57488999999998,103.48077,92.22668829212613,6.587620592294724,1.214948348102485,2.54118305721441,46.70109999999998,1.4924824190196937,0.0853495110742763,1.3531676212767,1.668190990729845,0.4948716593053935,3.0,4.0,noise
