row_index,material_id,split,source_file,formula,elements,space_group_number,space_group_symbol,crystal_system,energy,energy_per_atom,relative_energy,hdbscan_cluster,hdbscan_probability,hdbscan_is_noise,pca1,pca2,is_hdbscan_noise,is_low_probability,is_isolation_forest_anomaly,isolation_forest_score,isolation_forest_used_pca,anomaly_vote_count,is_anomaly_any,is_anomaly_consensus,is_anomaly_all
13,C-157689-1881-41,train,huggingface,C,C,12,C2/m,monoclinic,-154.12132333333332,-154.12132333333332,0.4356616666666753,0,0.952085982677958,False,-2.499268223498126,-3.074836954163953,0,0,0,-0.4782100612134554,0,0,0,0,0
14,C-72730-1850-7,train,huggingface,C,C,12,C2/m,monoclinic,-154.42057016666666,-154.42057016666666,0.1364148333333332,0,1.0,False,-2.3705960621092363,-2.833587111528281,0,0,0,-0.457012838518573,0,0,0,0,0
15,C-41262-9862-31,train,huggingface,C,C,2,P-1,triclinic,-154.147016,-154.147016,0.4099689999999896,2,0.855278507946987,False,0.730516100110041,-1.1526262117993016,0,0,0,-0.4630316870767018,0,0,0,0,0
16,C-76050-9799-65,train,huggingface,C,C,10,P2/m,monoclinic,-154.17215625,-154.17215625,0.3848287499999969,2,0.9487700209395076,False,1.7167619264426943,0.1044533864397917,0,0,0,-0.4390653587557096,0,0,0,0,0
17,C-130538-6665-48,train,huggingface,C,C,12,C2/m,monoclinic,-154.27591214285715,-154.27591214285715,0.2810728571428456,2,0.9365157569342932,False,3.837396100893364,-0.4837034161203019,0,0,0,-0.4624418781119301,0,0,0,0,0
18,C-47644-8979-61,train,huggingface,C,C,6,Pm,monoclinic,-154.07433333333333,-154.07433333333333,0.4826516666666691,2,0.8914898816636784,False,3.2462850886350063,-1.324411114942882,0,0,0,-0.46519297630728745,0,0,0,0,0
19,C-41262-9862-12,train,huggingface,C,C,69,Fmmm,orthorhombic,-154.19843133333333,-154.19843133333333,0.3585536666666655,1,1.0,False,-2.318093610569691,2.4086590255126734,0,0,0,-0.4290041686011879,0,0,0,0,0
20,C-130532-5775-40,train,huggingface,C,C,71,Immm,orthorhombic,-154.2306565,-154.2306565,0.3263284999999882,2,1.0,False,0.0757695946428277,0.4880404445937122,0,0,0,-0.4346004305598933,0,0,0,0,0
21,C-176689-6597-36,train,huggingface,C,C,12,C2/m,monoclinic,-154.202455,-154.202455,0.3545300000000111,2,1.0,False,-1.1603097613221411,0.2445515382388337,0,0,0,-0.4782399190986072,0,0,0,0,0
22,C-113078-2193-52,train,huggingface,C,C,2,P-1,triclinic,-154.08797875,-154.08797875,0.4690062500000067,1,1.0,False,-0.6634626284673469,2.4803222889446,0,0,0,-0.43324780105299376,0,0,0,0,0
23,C-152605-7685-1,train,huggingface,C,C,35,Cmm2,orthorhombic,-154.255816,-154.255816,0.3011689999999873,2,1.0,False,1.8253971889825835,-0.396159386967176,0,0,0,-0.41651204018155225,0,0,0,0,0
24,C-142789-7601-3,train,huggingface,C,C,74,Imma,orthorhombic,-154.125035,-154.125035,0.4319500000000005,-1,0.0,True,1.0251115257297627,1.3238951026324377,1,1,0,-0.5028823803216732,0,2,1,1,0
25,C-177264-2024-14,train,huggingface,C,C,10,P2/m,monoclinic,-154.17584375,-154.17584375,0.3811412499999846,2,0.9229310684544684,False,1.8409223185199517,0.1712318546497927,0,0,0,-0.4579192312505474,0,0,0,0,0
26,C-9592-5537-24,train,huggingface,C,C,12,C2/m,monoclinic,-154.32579,-154.32579,0.2311949999999853,1,1.0,False,-1.6860741836412283,2.6623481267481277,0,0,0,-0.46116440912453005,0,0,0,0,0
27,C-104334-7299-44,train,huggingface,C,C,1,P1,triclinic,-154.22624444444443,-154.22624444444443,0.3307405555555647,0,0.477555731605905,False,1.151368164883557,-3.6981527904274447,0,1,1,-0.5732586381467638,0,2,1,1,0
28,C-92124-4005-36,train,huggingface,C,C,12,C2/m,monoclinic,-154.31160483333335,-154.31160483333335,0.2453801666666493,1,1.0,False,-2.031576582435646,2.2439049932122246,0,0,0,-0.4287317565782449,0,0,0,0,0
29,C-176661-8591-46,train,huggingface,C,C,12,C2/m,monoclinic,-154.30967266666667,-154.30967266666667,0.2473123333333262,1,1.0,False,-2.079624074484752,2.327607490495174,0,0,0,-0.417672101059091,0,0,0,0,0
30,C-72701-1899-2,train,huggingface,C,C,12,C2/m,monoclinic,-154.252398,-154.252398,0.3045869999999979,0,0.8833531125928643,False,-0.8873001438387005,-3.098943986637801,0,0,0,-0.4730432439699125,0,0,0,0,0
31,C-176679-1286-38,train,huggingface,C,C,227,Fd-3m,cubic,-154.54276683333333,-154.54276683333333,0.0142181666666658,1,1.0,False,-2.6776662006241136,2.215248764353624,0,0,0,-0.4965238514515545,0,0,0,0,0
32,C-102915-7408-31,train,huggingface,C,C,12,C2/m,monoclinic,-154.46037,-154.46037,0.0966149999999856,0,1.0,False,-1.2430040468775954,-3.1682197376687258,0,0,0,-0.47798468736725463,0,0,0,0,0
33,C-76008-2415-39,train,huggingface,C,C,8,Cm,monoclinic,-154.24742,-154.24742,0.3095649999999921,2,0.9660383128160014,False,3.2349595405858054,0.6469303812308247,0,0,0,-0.45622926431255173,0,0,0,0,0
34,C-90796-891-29,train,huggingface,C,C,2,P-1,triclinic,-154.200935,-154.200935,0.3560500000000104,0,0.8939733705624145,False,-2.592418372129946,-3.1515040803584697,0,0,0,-0.5202012329561657,0,0,0,0,0
35,C-96663-8819-13,train,huggingface,C,C,3,P2,monoclinic,-154.254901,-154.254901,0.3020840000000078,2,1.0,False,1.842795881347892,-0.4110178903360975,0,0,0,-0.4130487590020622,0,0,0,0,0
36,C-96672-9795-27,train,huggingface,C,C,51,Pmma,orthorhombic,-154.297055,-154.297055,0.2599299999999971,1,1.0,False,-0.2892006609167429,2.039859957666865,0,0,0,-0.43288267434396593,0,0,0,0,0
37,C-9620-6892-54,train,huggingface,C,C,12,C2/m,monoclinic,-154.42720125,-154.42720125,0.1297837500000014,0,0.915218746877485,False,-2.1597326406553896,-3.006524190752423,0,0,0,-0.4657710308268255,0,0,0,0,0
38,C-176685-9184-37,train,huggingface,C,C,2,P-1,triclinic,-154.120246,-154.120246,0.4367389999999886,0,0.7342018488213934,False,-3.119285649403198,-2.9551454947330957,0,0,0,-0.5246808663485415,0,0,0,0,0
39,C-73631-2702-49,train,huggingface,C,C,12,C2/m,monoclinic,-154.43651875,-154.43651875,0.1204662499999926,0,0.9133454550865636,False,-2.172250652916332,-3.120264881841541,0,0,0,-0.47761742310915,0,0,0,0,0
40,C-96682-5217-47,train,huggingface,C,C,2,P-1,triclinic,-154.42605233333333,-154.42605233333333,0.1309326666666663,0,0.7404168965267528,False,-3.3420266466743165,-3.260774731737908,0,0,1,-0.5346725506112965,0,1,1,0,0
41,C-53820-5674-34,train,huggingface,C,C,25,Pmm2,orthorhombic,-154.193535,-154.193535,0.3634500000000003,2,1.0,False,1.2508672779062315,0.3843844189479964,0,0,0,-0.4162852474971796,0,0,0,0,0
42,C-157717-1262-39,train,huggingface,C,C,12,C2/m,monoclinic,-154.252138,-154.252138,0.3048469999999952,2,1.0,False,2.214458050602176,-1.0754928321655683,0,0,0,-0.4711402008498738,0,0,0,0,0
43,C-176654-3153-49,train,huggingface,C,C,12,C2/m,monoclinic,-154.18036,-154.18036,0.37662499999999,2,1.0,False,2.067638348232453,0.1912493438945618,0,0,0,-0.45922064073320884,0,0,0,0,0
44,C-9646-232-63,train,huggingface,C,C,12,C2/m,monoclinic,-154.36781375,-154.36781375,0.1891712499999869,1,1.0,False,-0.9753323042895686,2.477399471199184,0,0,0,-0.4116063178216482,0,0,0,0,0
45,C-152587-3980-5,train,huggingface,C,C,12,C2/m,monoclinic,-154.26037300000002,-154.26037300000002,0.2966119999999819,2,1.0,False,0.3208510850689584,0.2500785524619415,0,0,0,-0.4316814605168407,0,0,0,0,0
46,C-177280-5724-23,train,huggingface,C,C,1,P1,triclinic,-154.08288375,-154.08288375,0.4741012499999897,2,0.9999881623371522,False,3.4632985231172677,1.0122552740879804,0,0,0,-0.47610734070204036,0,0,0,0,0
47,C-90811-1769-2,train,huggingface,C,C,1,P1,triclinic,-154.11650749999998,-154.11650749999998,0.4404775000000143,1,0.8510969504416994,False,0.5480292503060468,2.2235666809610626,0,0,0,-0.5246067893427456,0,0,0,0,0
48,C-13893-8599-30,train,huggingface,C,C,12,C2/m,monoclinic,-154.14665116666666,-154.14665116666666,0.4103338333333397,0,0.7879291204340096,False,-3.0476214213948287,-3.205329839139812,0,0,0,-0.48538969945637417,0,0,0,0,0
49,C-150699-6622-10,train,huggingface,C,C,1,P1,triclinic,-154.181727,-154.181727,0.3752580000000023,2,0.9606565929610266,False,5.552026315894398,0.057314072223977,0,0,0,-0.5180382519262237,0,0,0,0,0
50,C-34643-7107-42,train,huggingface,C,C,10,P2/m,monoclinic,-154.36224625,-154.36224625,0.194738749999999,1,1.0,False,-0.4367214474560848,2.503257930082745,0,0,0,-0.4757682643513899,0,0,0,0,0
51,C-157691-3994-32,train,huggingface,C,C,2,P-1,triclinic,-154.107372,-154.107372,0.4496129999999994,2,0.9355528860070202,False,1.8607982542200363,-1.7825587729079062,0,0,0,-0.4512616837745502,0,0,0,0,0
52,C-80191-3962-6,train,huggingface,C,C,12,C2/m,monoclinic,-154.12251,-154.12251,0.4344749999999919,2,0.7406791014758757,False,0.8541995741142837,0.5726420960405737,0,0,0,-0.48622055805928033,0,0,0,0,0
53,C-189709-289-43,train,huggingface,C,C,2,P-1,triclinic,-154.07497283333333,-154.07497283333333,0.4820121666666637,0,0.7071579776970432,False,-1.6325091499519653,-2.3264054436842625,0,0,0,-0.5232171490683273,0,0,0,0,0
54,C-170898-6159-52,train,huggingface,C,C,166,R-3m,trigonal,-154.4464475,-154.4464475,0.1105374999999924,0,0.8570214002488005,False,-2.1283873209485007,-3.0977164832116166,0,0,0,-0.4743870747995005,0,0,0,0,0
55,C-57133-9728-38,train,huggingface,C,C,12,C2/m,monoclinic,-154.251485,-154.251485,0.305499999999995,2,0.8114694734250351,False,3.385709551112156,-1.7506286005875662,0,0,0,-0.4933801241000958,0,0,0,0,0
56,C-73671-1897-10,train,huggingface,C,C,12,C2/m,monoclinic,-154.2862025,-154.2862025,0.2707824999999957,2,1.0,False,0.7626034847753579,0.0240991778829579,0,0,0,-0.4145543328091108,0,0,0,0,0
57,C-172967-546-37,train,huggingface,C,C,12,C2/m,monoclinic,-154.31643983333333,-154.31643983333333,0.2405451666666636,1,1.0,False,-1.9214216670834792,2.174351101542729,0,0,0,-0.41850434098155015,0,0,0,0,0
58,C-13919-5282-28,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.243904,-154.243904,0.313081000000011,2,0.7608554760017344,False,0.9932204253730832,0.4310334163978704,0,0,0,-0.4808245474168265,0,0,0,0,0
59,C-136210-9760-32,train,huggingface,C,C,12,C2/m,monoclinic,-154.44786066666668,-154.44786066666668,0.1091243333333125,0,0.9725183701372154,False,-2.9633674021416687,-3.1592884742404683,0,0,0,-0.48500196265172413,0,0,0,0,0
60,C-176683-1873-9,train,huggingface,C,C,227,Fd-3m,cubic,-154.54566766666667,-154.54566766666667,0.0113173333333236,1,1.0,False,-2.786666025290012,2.3967658552755795,0,0,0,-0.46136200912999537,0,0,0,0,0
61,C-152601-7805-20,train,huggingface,C,C,10,P2/m,monoclinic,-154.07778916666666,-154.07778916666666,0.4791958333333355,0,0.98968842529226,False,-1.9445188594268792,-2.0610075199689883,0,0,0,-0.49824935776248197,0,0,0,0,0
62,C-80195-4794-23,train,huggingface,C,C,194,P6_3/mmc,hexagonal,-154.52300125,-154.52300125,0.0339837500000044,1,1.0,False,-1.7541462317626342,2.5099589986332416,0,0,0,-0.4396482277066752,0,0,0,0,0
63,C-72716-3406-31,train,huggingface,C,C,12,C2/m,monoclinic,-154.3085715,-154.3085715,0.248413499999998,1,1.0,False,-2.0562533668355134,2.282534637024738,0,0,0,-0.40988989209331606,0,0,0,0,0
64,C-102875-8418-52,train,huggingface,C,C,12,C2/m,monoclinic,-154.225675,-154.225675,0.331310000000002,2,1.0,False,-0.1423744952369074,0.9749487094764882,0,0,0,-0.4281605557768093,0,0,0,0,0
65,C-13911-8164-43,train,huggingface,C,C,12,C2/m,monoclinic,-154.3136125,-154.3136125,0.2433724999999924,1,1.0,False,-1.9821077069577244,2.222084585539905,0,0,0,-0.43384380247173154,0,0,0,0,0
66,C-13691-2934-46,train,huggingface,C,C,2,P-1,triclinic,-154.06815875,-154.06815875,0.4888262499999882,2,0.9957894856592568,False,1.2784674364076969,0.2894772701641828,0,0,0,-0.4448951485498782,0,0,0,0,0
67,C-136247-3248-43,train,huggingface,C,C,166,R-3m,trigonal,-154.53312350000002,-154.53312350000002,0.0238614999999811,1,0.9996310187575128,False,-2.3579327069473197,2.1972415196247006,0,0,0,-0.4877782849417337,0,0,0,0,0
68,C-176685-9184-46,train,huggingface,C,C,2,P-1,triclinic,-154.10971750000002,-154.10971750000002,0.447267499999981,0,1.0,False,-2.0304389629198885,-2.976946974832392,0,0,0,-0.46939319323109546,0,0,0,0,0
69,C-28264-8801-10,train,huggingface,C,C,12,C2/m,monoclinic,-154.140354,-154.140354,0.4166309999999953,2,0.7549405797589114,False,0.5940112319509263,-1.2036109769850163,0,0,0,-0.49755694563824465,0,0,0,0,0
70,C-189748-4840-35,train,huggingface,C,C,2,P-1,triclinic,-154.1441335,-154.1441335,0.4128514999999879,0,1.0,False,-2.2600964149848664,-3.102651833134718,0,0,0,-0.46225479435626987,0,0,0,0,0
71,C-172971-7940-1,train,huggingface,C,C,12,C2/m,monoclinic,-154.42551716666665,-154.42551716666665,0.1314678333333461,0,0.924555676667869,False,-2.935122291546147,-2.836133227438668,0,0,0,-0.4836265782755897,0,0,0,0,0
72,C-157715-9420-2,train,huggingface,C,C,12,C2/m,monoclinic,-154.180409,-154.180409,0.376576,2,0.9202612853879076,False,1.0522484045008795,-1.332657683259291,0,0,0,-0.49437746199879146,0,0,0,0,0
73,C-40100-7984-28,train,huggingface,C,C,166,R-3m,trigonal,-154.52698866666665,-154.52698866666665,0.0299963333333437,1,0.9996310187575128,False,-2.452228505733491,2.262416059354241,0,0,0,-0.4687365396634391,0,0,0,0,0
74,C-126136-4977-23,train,huggingface,C,C,11,P2_1/m,monoclinic,-154.095733,-154.095733,0.4612520000000017,2,1.0,False,2.109330176993108,-0.7519286405892599,0,0,0,-0.4256132366537382,0,0,0,0,0
75,C-40134-7379-39,train,huggingface,C,C,12,C2/m,monoclinic,-154.31236666666666,-154.31236666666666,0.2446183333333351,1,1.0,False,-1.862687887741308,2.3326304890751626,0,0,0,-0.45351199335447345,0,0,0,0,0
76,C-56495-4082-46,train,huggingface,C,C,2,P-1,triclinic,-154.13006125,-154.13006125,0.426923749999986,2,1.0,False,1.135637674039275,0.6108670456431451,0,0,0,-0.4365311011199284,0,0,0,0,0
77,C-145340-6787-32,train,huggingface,C,C,194,P6_3/mmc,hexagonal,-154.52737125,-154.52737125,0.0296137500000099,1,1.0,False,-1.698037372721357,2.395226041356856,0,0,0,-0.43403322832297875,0,0,0,0,0
78,C-107717-3127-38,train,huggingface,C,C,12,C2/m,monoclinic,-154.46678625,-154.46678625,0.0901987499999847,0,1.0,False,-1.0561049935624875,-3.1660453560629263,0,0,0,-0.4825634229303033,0,0,0,0,0
79,C-107717-3127-49,train,huggingface,C,C,12,C2/m,monoclinic,-154.2734825,-154.2734825,0.2835024999999973,0,0.6128121992005356,False,-1.554086568099725,-3.2173562597512047,0,0,1,-0.5341878543555394,0,1,1,0,0
80,C-157691-3994-11,train,huggingface,C,C,12,C2/m,monoclinic,-154.16077083333332,-154.16077083333332,0.3962141666666809,2,1.0,False,0.0847762404426285,-0.0840894856309868,0,0,0,-0.4095366455782111,0,0,0,0,0
81,C-189700-5976-30,train,huggingface,C,C,12,C2/m,monoclinic,-154.308633,-154.308633,0.2483520000000112,1,1.0,False,-2.076231123618849,2.270411571875418,0,0,0,-0.4097546966049148,0,0,0,0,0
82,C-96684-2672-5,train,huggingface,C,C,2,P-1,triclinic,-154.43499266666666,-154.43499266666666,0.1219923333333383,0,0.9484477258161154,False,-2.1625680218641383,-3.101284864137234,0,0,0,-0.46528822607523734,0,0,0,0,0
83,C-141043-2496-23,train,huggingface,C,C,12,C2/m,monoclinic,-154.217487,-154.217487,0.3394979999999918,-1,0.0,True,0.520411545880613,0.0999637767743394,1,1,0,-0.5241047125141322,0,2,1,1,0
84,C-80155-5756-52,train,huggingface,C,C,12,C2/m,monoclinic,-154.2842425,-154.2842425,0.2727424999999925,2,1.0,False,0.8586123846234558,-0.1327683777545562,0,0,0,-0.4352193728825895,0,0,0,0,0
85,C-53818-5632-35,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.23603383333332,-154.23603383333332,0.3209511666666742,2,0.9260119805047256,False,0.0063617254479834,-1.0490892781493664,0,0,0,-0.43696164547284755,0,0,0,0,0
86,C-40091-1213-7,train,huggingface,C,C,12,C2/m,monoclinic,-154.307399,-154.307399,0.2495859999999936,1,1.0,False,-2.1027650839230434,2.289697886013323,0,0,0,-0.4172549025647563,0,0,0,0,0
87,C-172941-6659-36,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.29656316666666,-154.29656316666666,0.2604218333333392,-1,0.0,True,0.5352057487001044,-1.2475120102960529,1,1,0,-0.5122184000788467,0,2,1,1,0
88,C-152591-5216-36,train,huggingface,C,C,12,C2/m,monoclinic,-154.120229,-154.120229,0.4367560000000026,2,1.0,False,1.9301849517939769,-1.7206577072298097,0,0,0,-0.4532770670310481,0,0,0,0,0
89,C-28230-7089-27,train,huggingface,C,C,12,C2/m,monoclinic,-154.0859575,-154.0859575,0.471027499999991,0,0.8685426182752681,False,-3.006167476819271,-2.686400271035616,0,0,0,-0.4876581278119248,0,0,0,0,0
90,C-57111-4456-17,train,huggingface,C,C,25,Pmm2,orthorhombic,-154.22301625,-154.22301625,0.3339687499999968,2,0.9321394204134716,False,3.839753881459319,0.0719774223536529,0,0,0,-0.4541753886279539,0,0,0,0,0
91,C-34627-4459-50,train,huggingface,C,C,12,C2/m,monoclinic,-154.08448125,-154.08448125,0.4725037499999871,0,0.730203495499279,False,-2.498394790554964,-3.2448967393268338,0,0,0,-0.5080833362735308,0,0,0,0,0
92,C-40128-4097-20,train,huggingface,C,C,166,R-3m,trigonal,-154.527101,-154.527101,0.0298840000000097,1,1.0,False,-2.471230883337515,2.251862118865986,0,0,0,-0.5025758251654724,0,0,0,0,0
93,C-107734-9364-54,train,huggingface,C,C,2,P-1,triclinic,-154.09498875,-154.09498875,0.4619962499999985,2,1.0,False,0.8610784865681348,0.4634820357913806,0,0,0,-0.42726453893067096,0,0,0,0,0
94,C-47642-4937-56,train,huggingface,C,C,1,P1,triclinic,-154.068704375,-154.068704375,0.4882806249999873,2,0.7925808635503874,False,5.047565077459263,-0.6750340573866919,0,0,0,-0.5212202217278531,0,0,0,0,0
95,C-92160-9421-10,train,huggingface,C,C,1,P1,triclinic,-154.1941192857143,-154.1941192857143,0.3628657142857037,2,1.0,False,2.220724283980572,0.9163033795181036,0,0,0,-0.4465480332572656,0,0,0,0,0
96,C-172961-4783-9,train,huggingface,C,C,8,Cm,monoclinic,-154.092769,-154.092769,0.4642159999999933,2,1.0,False,0.5130202454649999,0.3756166846029621,0,0,0,-0.4336844850387729,0,0,0,0,0
97,C-28224-863-14,train,huggingface,C,C,12,C2/m,monoclinic,-154.213322,-154.213322,0.3436629999999923,2,1.0,False,1.80737396472186,0.3289830644320297,0,0,0,-0.4239096963322943,0,0,0,0,0
98,C-28232-5757-44,train,huggingface,C,C,69,Fmmm,orthorhombic,-154.4491325,-154.4491325,0.107852500000007,0,1.0,False,-2.300466022604906,-2.866235876141819,0,0,0,-0.45657487058197876,0,0,0,0,0
99,C-56475-1508-55,train,huggingface,C,C,12,C2/m,monoclinic,-154.2219875,-154.2219875,0.3349974999999858,1,1.0,False,-0.5307871903469888,2.240046518626806,0,0,0,-0.44215375867780576,0,0,0,0,0
100,C-92160-9421-19,train,huggingface,C,C,2,P-1,triclinic,-154.12885166666666,-154.12885166666666,0.428133333333335,0,0.9565833254674362,False,-2.7404034546293965,-2.8958802653770217,0,0,0,-0.5056171457485308,0,0,0,0,0
101,C-75999-4861-8,train,huggingface,C,C,2,P-1,triclinic,-154.46613875,-154.46613875,0.0908462499999984,0,1.0,False,-1.2422783510074298,-3.235496742182125,0,0,0,-0.4632132516177946,0,0,0,0,0
102,C-136223-1797-41,train,huggingface,C,C,12,C2/m,monoclinic,-154.23362600000002,-154.23362600000002,0.3233589999999822,1,1.0,False,0.6650022516867304,2.4127172562519,0,0,0,-0.46837168612050695,0,0,0,0,0
103,C-106833-6336-38,train,huggingface,C,C,194,P6_3/mmc,hexagonal,-154.51992875,-154.51992875,0.0370562500000062,1,1.0,False,-1.6705310597676153,2.387113239464261,0,0,0,-0.43608098951634355,0,0,0,0,0
104,C-90849-4956-27,train,huggingface,C,C,227,Fd-3m,cubic,-154.54236625,-154.54236625,0.014618750000011,1,1.0,False,-2.013641633559605,2.3803236756058257,0,0,0,-0.4429974287419298,0,0,0,0,0
105,C-34613-7933-19,train,huggingface,C,C,194,P6_3/mmc,hexagonal,-154.5256625,-154.5256625,0.0313224999999874,1,1.0,False,-1.7540321365027054,2.5128598369672592,0,0,0,-0.4392495463388762,0,0,0,0,0
106,C-113034-7981-32,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.4087525,-154.4087525,0.1482325000000059,1,1.0,False,-1.2918775011295074,2.3598463568783945,0,0,0,-0.43187784831031295,0,0,0,0,0
107,C-184054-4402-46,train,huggingface,C,C,12,C2/m,monoclinic,-154.31641316666665,-154.31641316666665,0.2405718333333482,1,1.0,False,-1.8919893162488932,2.20756096664492,0,0,0,-0.41974459575682327,0,0,0,0,0
108,C-73649-6461-1,train,huggingface,C,C,12,C2/m,monoclinic,-154.28619,-154.28619,0.2707949999999925,2,1.0,False,0.818971540729726,0.0537393741938255,0,0,0,-0.40634262957239015,0,0,0,0,0
109,C-28258-8310-53,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.0711796666667,-154.0711796666667,0.4858053333333032,0,0.7682329112877944,False,-2.123642119491882,-2.5633104819253085,0,0,0,-0.4687422998069359,0,0,0,0,0
110,C-134171-9685-4,train,huggingface,C,C,8,Cm,monoclinic,-154.45355583333333,-154.45355583333333,0.1034291666666717,0,0.76754345741859,False,0.5431983776517872,-3.447267465947418,0,0,0,-0.5174830778609937,0,0,0,0,0
111,C-75997-4752-22,train,huggingface,C,C,2,P-1,triclinic,-154.20857125,-154.20857125,0.3484137499999917,0,0.9662411909964668,False,-1.8354380824197625,-3.018734258727399,0,0,0,-0.49840936822964543,0,0,0,0,0
112,C-40095-5757-10,train,huggingface,C,C,12,C2/m,monoclinic,-154.16841466666668,-154.16841466666668,0.3885703333333197,2,1.0,False,0.1308989818673852,-0.0909684457314895,0,0,0,-0.4131189909665636,0,0,0,0,0
113,C-28242-4049-23,train,huggingface,C,C,12,C2/m,monoclinic,-154.30972066666666,-154.30972066666666,0.2472643333333337,1,0.9286352023607316,False,-3.625146226957123,2.0808568987490936,0,0,0,-0.5077909162933311,0,0,0,0,0
114,C-176639-8613-32,train,huggingface,C,C,2,P-1,triclinic,-154.15301357142857,-154.15301357142857,0.403971428571424,2,0.9522342391558324,False,3.3773533922527355,-1.5883780781165306,0,0,0,-0.4777698231137767,0,0,0,0,0
115,C-136227-7658-32,train,huggingface,C,C,12,C2/m,monoclinic,-154.30849266666667,-154.30849266666667,0.2484923333333313,1,1.0,False,-2.072375380841238,2.272511127990201,0,0,0,-0.4097546966049148,0,0,0,0,0
116,C-136255-5449-45,train,huggingface,C,C,12,C2/m,monoclinic,-154.44000333333335,-154.44000333333335,0.1169816666666463,0,1.0,False,-2.2211808871453247,-3.091164215957494,0,0,0,-0.4625308573324113,0,0,0,0,0
117,C-13665-1988-12,train,huggingface,C,C,51,Pmma,orthorhombic,-154.2398375,-154.2398375,0.3171475000000043,2,1.0,False,0.6927905420151609,0.0408430466379146,0,0,0,-0.4665229490684826,0,0,0,0,0
118,C-96690-1826-36,train,huggingface,C,C,1,P1,triclinic,-154.21083714285714,-154.21083714285714,0.3461478571428529,2,1.0,False,3.2045855866259245,0.4120649026569295,0,0,0,-0.45964778566236575,0,0,0,0,0
