num_atoms,a,b,c,alpha,beta,gamma,volume,volume_per_atom,density,b_over_a,c_over_a,angle_deviation,space_group_number,mean_bond_length,std_bond_length,min_bond_length,max_bond_length,mean_coordination,std_coordination,min_coordination,max_coordination
8.0,2.48323,5.01052,4.05185,113.84982,101.04279,85.59381,45.255524911745646,5.656940613968206,3.525622409015718,2.017743020179364,1.6316853452962474,39.29879999999999,15.0,1.536303727140537,0.0277235306536113,1.5067742559563704,1.5825943917750391,4.0,0.0,4.0,4.0
8.0,2.49384,6.33553,4.21185,49.57982000000001,106.80392999999998,92.38066,47.51722070237221,5.939652587796526,3.3578119764200367,2.540471722323806,1.688901453180637,59.60476999999997,1.0,1.4904444194036115,0.0697746100980515,1.386752060345076,1.6299348441250503,3.5,0.5,3.0,4.0
6.0,2.48146,3.68878,4.83759,111.45597,104.85401,109.66536999999998,34.98263957130409,5.830439928550682,3.4207087011417223,1.4865361521040032,1.9494934433760769,55.97534999999998,12.0,1.5270178572304054,0.024315964401115,1.4917218739658549,1.5740161753579918,4.0,0.0,4.0,4.0
6.0,3.1169299999999995,3.6486,4.81011,112.15257,80.92832,119.47547,44.08059748346626,7.3467662472443775,2.7146959524618217,1.1705748926026571,1.5432204123929638,60.69972000000001,12.0,1.410319148971824,0.0233739293390802,1.363728135518201,1.4344902407813938,3.0,0.0,3.0,3.0
6.0,2.42797,3.73386,4.81223,96.60006,103.00715,87.8012,42.22164306305402,7.036940510509003,2.8342198666157,1.5378526093815,1.9819973063917595,21.80601000000001,12.0,1.4012174957525834,0.0026944131552892,1.3978490017079808,1.4044722821269584,3.0,0.0,3.0,3.0
10.0,3.67304,4.8344,4.87821,112.53999,98.61853,112.08562,69.6237254161054,6.96237254161054,2.8645747517647093,1.3161849585084833,1.3281124082503868,53.244140000000016,2.0,1.4647587804148514,0.0590752244791888,1.344506903644708,1.5572173370468063,3.4,0.4898979485566356,3.0,4.0
8.0,2.47199,4.15251,5.79723,69.3463,64.87265,90.01300000000002,49.61759871917116,6.2021998398963945,3.215671392395928,1.67982475657264,2.34516725391284,45.79405000000003,10.0,1.4887527928444726,0.0887394813681029,1.3259755936178854,1.619345288875042,3.5,0.5,3.0,4.0
14.0,2.44414,6.0603,7.21977,99.10146,99.736,66.12052000000001,95.8993690081404,6.849954929152886,2.9115865434670654,2.479522449614179,2.953910168811934,42.71694,12.0,1.4801892442564817,0.0603255712142326,1.3892521262120274,1.6172657566160982,3.571428571428572,0.4948716593053935,3.0,4.0
12.0,2.4298,5.360769999999999,7.45187,84.83628,70.92882,89.9215,91.32464801214503,7.610387334345419,2.620659858542256,2.206259774467034,3.066865585644909,24.3134,6.0,1.4530255331423774,0.0616581208285747,1.3880346172087783,1.5958136475341942,3.333333333333333,0.4714045207910317,3.0,4.0
6.0,2.49028,3.5935500000000005,4.35454,84.29282,73.40105,69.70179,35.025524464183256,5.83758741069721,3.4165204204960093,1.4430305025940862,1.7486146136177458,42.60433999999999,69.0,1.5284429447225465,0.0186970579429782,1.51246260617606,1.5687804245698656,4.0,0.0,4.0,4.0
6.0,2.51161,4.11307,4.19018,119.39622,107.61574000000002,89.99932,35.36490942104367,5.894151570173945,3.383733240930019,1.6376228793483063,1.6683243019417822,47.012640000000005,71.0,1.5020276082404598,0.0627462412383899,1.3580849454462525,1.567915211725658,3.6666666666666665,0.4714045207910317,3.0,4.0
6.0,3.63337,3.27351,3.27022,80.81783,75.45314,75.453,36.2479864841857,6.041331080697617,3.3012983941238327,0.9009569628196412,0.9000514673705128,38.27602999999999,12.0,1.5008627515285264,0.0596759646575078,1.3446756264458717,1.5695733785101953,3.6666666666666665,0.4714045207910317,3.0,4.0
8.0,2.45451,4.38792,5.17379,52.14460999999999,89.57145999999999,90.36451,43.99108543137815,5.498885678922268,3.6269596713977017,1.7876969334001491,2.1078708173932883,38.648440000000015,2.0,1.5410816211771428,0.0393445844376524,1.4597285578859522,1.5955185726425116,4.0,0.0,4.0,4.0
10.0,2.43889,4.22919,6.52569,90.13684,100.68330000000002,90.00136000000002,66.14254109978326,6.614254109978326,3.015341754860821,1.7340634468959242,2.6756803299861827,10.821500000000045,35.0,1.4644241679592578,0.0589490982437336,1.3880364568439694,1.5903572292315595,3.4,0.4898979485566356,3.0,4.0
12.0,2.50785,3.41812,9.62215,84.73246999999999,97.52798,68.46338000000002,75.18201077622585,6.265167564685488,3.183352462509699,1.3629682796020497,3.836812409035628,34.33212999999999,74.0,1.5227977153466146,0.039785875015419,1.4674225849933724,1.5812893613839976,4.0,0.0,4.0,4.0
8.0,2.47126,5.312710000000001,4.8098,111.27787,120.76299000000002,89.66479,49.27297022170822,6.159121277713528,3.2381626689580965,2.149798078712884,1.9462946027532515,52.37607000000003,10.0,1.4864657341783567,0.0839108516535455,1.337394583772909,1.6151912727401845,3.5,0.5,3.0,4.0
8.0,3.3936,3.40154,4.11528,78.54630999999999,101.45376,86.12945000000002,45.34772403153031,5.668465503941288,3.518454259130658,1.00233969825554,1.2126591230551629,26.77799999999999,12.0,1.5317570803653162,0.0547565188850914,1.4798252603507234,1.6531008068453843,4.0,0.0,4.0,4.0
18.0,4.550839999999999,3.65341,8.99029,74.89330999999999,71.89721000000002,97.70929,133.34229324330008,7.407905180183338,2.692291020196865,0.8027990436930327,1.9755232001125071,40.91877,1.0,1.4085274403731114,0.0426205840689534,1.3448293641995188,1.5140820478395365,3.0,0.0,3.0,3.0
6.0,2.48102,3.69022,4.84442,57.39669,75.0844,70.2878,35.014027475664044,5.835671245944007,3.417642247914389,1.487380190405559,1.952592079064256,67.23111,12.0,1.5272110226779898,0.0240230077487743,1.4940783446724597,1.5718845018930654,4.0,0.0,4.0,4.0
6.0,2.48158,3.68816,4.2196,74.9506,89.90189,70.3462,34.96643918725626,5.827739864542711,3.4222935578203644,1.4862144279048024,1.7003683137356038,34.801310000000015,12.0,1.5270332578394006,0.024006312237277,1.4926554785580606,1.5758591522832477,4.0,0.0,4.0,4.0
10.0,2.9492799999999995,4.8375,5.76354,66.20084000000001,100.36573,88.36475,73.54019299373239,7.354019299373239,2.7120185279874405,1.6402308360006514,1.9542193348885155,35.800139999999985,12.0,1.4064215789583625,0.0131336643129306,1.3946484585566965,1.4409261022300737,3.0,0.0,3.0,3.0
6.0,2.48762,2.48761,6.57671,67.74614,79.08109,59.98402,32.61513351910938,5.43585558651823,3.669015167463657,0.9999959800934228,2.6437759786462567,63.18875,227.0,1.522721015545511,0.0007922985490608,1.5214009941797113,1.5242467691141364,4.0,0.0,4.0,4.0
8.0,2.43087,4.07727,6.79703,108.95262999999998,115.18719,86.84643,57.38427487522953,7.173034359403691,2.780446265244914,1.677288378234953,2.7961306034465028,47.29338999999997,12.0,1.4025420490032898,0.001159436188978,1.4010662983248712,1.4040940772558437,3.0,0.0,3.0,3.0
12.0,2.46312,4.98771,6.69667,63.38295,100.60575,90.0141,71.97822351582779,5.998185292985649,3.325045096289452,2.0249561531715874,2.7187753743219982,37.2369,8.0,1.5026119701067957,0.0745775057313027,1.342254878034916,1.712400663829028,3.6666666666666665,0.4714045207910317,3.0,4.0
8.0,4.67808,3.78465,4.29654,89.15994,124.47009,107.39485,58.67952890808442,7.334941113510553,2.719072489667472,0.8090178021752514,0.9184408988302896,52.705,2.0,1.4099829648537874,0.0372187465813938,1.3746980772008537,1.4649248019930108,3.0,0.0,3.0,3.0
10.0,2.43911,4.22873,6.52398,89.76256,79.23673,90.00714000000002,66.10610631659951,6.61061063165995,3.017003678837058,1.7337184464825284,2.674737916699124,11.007850000000031,3.0,1.4644829199641525,0.0587392110493555,1.3876114975615652,1.588065301791457,3.4,0.4898979485566356,3.0,4.0
10.0,2.48312,3.63064,7.32306,119.73560000000002,90.00217,89.9992,57.32644926065301,5.732644926065301,3.479063652520078,1.4621282902155353,2.94913657012146,29.738570000000024,51.0,1.5254598033692317,0.0258000850111865,1.4885821856180717,1.5798245276230714,4.0,0.0,4.0,4.0
8.0,2.9791300000000005,4.30411,4.84998,84.72388,82.11366,67.72619,56.950094722657305,7.118761840332163,2.801644027769137,1.4447540053639818,1.6279853514281013,35.43627000000001,12.0,1.400837676576815,0.0022403218879534,1.3982664923461112,1.4038488449722797,3.0,0.0,3.0,3.0
6.0,3.64211,3.42975,4.83023,122.66702,67.64276,119.87713999999998,43.52543016858485,7.254238361430808,2.7493219275942966,0.9416931394164372,1.3262174948038363,84.90139999999998,2.0,1.4107817614033171,0.0170629916794106,1.3947260949216056,1.4449896494103556,3.0,0.0,3.0,3.0
8.0,3.08656,3.99484,5.58715,82.23913,119.85025,108.51357,56.637048262042654,7.079631032755332,2.8171293818564034,1.2942693484008088,1.8101543465864915,56.12468999999999,12.0,1.4011979714987677,0.0037043577983002,1.395977979079846,1.406762374288134,3.0,0.0,3.0,3.0
6.0,3.66152,4.2026,4.19798,119.97028000000002,128.05131,77.81593,43.62007579275762,7.27001263212627,2.7433565255366448,1.1477746946623262,1.1465129235945728,80.20566000000002,2.0,1.4003063911286302,0.0011465431152533,1.398544958982881,1.4014821576653858,3.0,0.0,3.0,3.0
10.0,2.4848100000000004,4.1746,6.1773,90.00153,113.90048000000002,90.02744,58.58304228747311,5.85830422874731,3.4044385228764646,1.68004797147468,2.4860250884373447,23.929450000000017,25.0,1.5131204315916684,0.0443634683081608,1.3646716661924685,1.5671398536240766,3.8,0.3999999999999999,3.0,4.0
10.0,2.45217,3.3325,9.40976,84.21950000000001,90.02416,68.20707000000002,70.97703715086975,7.097703715086975,2.809956204946073,1.359000395568007,3.837319598559643,27.59758999999997,12.0,1.456612389174086,0.0568294817800246,1.4020826966427735,1.5802855187752471,3.4,0.4898979485566356,3.0,4.0
10.0,2.44808,5.85555,5.58182,59.76776000000001,77.30729,65.25587,62.78054799320463,6.278054799320463,3.1768178572184818,2.391894872716578,2.2800807163164603,67.66908,12.0,1.4887775732142088,0.0589454562321844,1.3937875072806818,1.5973621254963537,3.6,0.4898979485566356,3.0,4.0
8.0,2.48462,4.6778,4.08675,96.68474,89.99540000000002,105.44199,45.44884141316096,5.68110517664512,3.5106261853886616,1.882702385072969,1.644818926032955,22.13132999999999,12.0,1.52728098809179,0.03375498536839,1.4832421470241162,1.5986493511602773,4.0,0.0,4.0,4.0
10.0,3.27774,3.27937,5.56821,89.67002,89.66048,81.14487,59.13711059550884,5.913711059550884,3.372541606148763,1.0004972938671155,1.6987955115414888,9.524630000000002,12.0,1.5114444417289798,0.0499153553678771,1.3495727546176557,1.5716094092689163,3.8,0.3999999999999999,3.0,4.0
16.0,2.45885,5.776,7.55007,60.075,81.91673,87.22127,91.9800511964328,5.74875319977705,3.469315154432256,2.3490656201069604,3.0705695752079225,40.78699999999999,1.0,1.5257211293343405,0.0485454507240497,1.44427043459342,1.6334980195330708,3.875,0.3307189138830738,3.0,4.0
12.0,3.30757,4.27802,7.10948,54.14623,61.2089,73.85797,71.45564492613593,5.954637077177995,3.349362242665738,1.2934027095420504,2.1494571543459395,80.7869,1.0,1.534973470349592,0.0615982516101327,1.450191962408509,1.708149432409323,4.0,0.0,4.0,4.0
6.0,3.62367,2.83337,4.81797,84.90278,112.08675,97.55562,45.39714243349695,7.566190405582824,2.6359681062693445,0.7819061890293542,1.329582991828726,34.73958999999999,12.0,1.4071685503871425,0.0226085477354833,1.3795212339649552,1.4423760900221907,3.0,0.0,3.0,3.0
20.0,2.45637,7.11258,7.73614,65.77301,99.27453,83.55453,119.23043491395391,5.961521745697696,3.345494228796661,2.8955654074915422,3.1494196721178,39.94699,1.0,1.5059353314235406,0.0567698452179318,1.35974742862912,1.6196150971330334,3.7,0.458257569495584,3.0,4.0
8.0,2.48756,4.76294,5.31212,63.09856,62.09592,58.4808,45.57538367223521,5.6969229590294015,3.500878761835211,1.914703564939137,2.1354741192172253,86.32472000000001,10.0,1.5284936418224926,0.0489114213856973,1.4685468926354794,1.6401105077233291,4.0,0.0,4.0,4.0
10.0,2.4542399999999995,4.47124,7.05104,87.39195,80.93604,75.78663999999999,74.06750541699502,7.406750541699502,2.692710721495579,1.8218430145381057,2.8730034552448016,25.88537000000001,2.0,1.4368601131766203,0.0549791093335578,1.357719222474594,1.5203356652197102,3.2,0.3999999999999999,3.0,4.0
8.0,3.4403200000000003,4.837199999999999,4.25193,90.05547,90.06837,134.86614,50.15041621540481,6.268802026925601,3.1815068508167035,1.4060319970235324,1.235911194307506,44.98998,12.0,1.4888894953867773,0.0892510833215926,1.3884128493547323,1.67603832606955,3.5,0.5,3.0,4.0
6.0,2.44094,2.54908,7.71005,118.02238,73.25978,87.14599,39.569946246867694,6.594991041144616,3.02414915663266,1.044302604734242,3.158639704376183,47.61661000000001,2.0,1.4230085711506826,0.0243598772781984,1.3972989028658327,1.4614746849471558,3.0,0.0,3.0,3.0
8.0,3.09071,4.85615,4.74049,105.47607000000002,106.75225000000002,112.10975000000002,57.1931228296917,7.149140353711463,2.7897391306247648,1.5712085572570706,1.5337867350867602,54.33807000000006,166.0,1.401801320904864,0.0010232952133779,1.3997954661377086,1.4027877012519718,3.0,0.0,3.0,3.0
12.0,2.43888,4.831249999999999,8.76224,85.06958,82.04823,59.656220000000005,88.22834630953149,7.352362192460958,2.712629774350354,1.9809297710424447,3.592731089680509,43.22596999999999,12.0,1.451290642483627,0.0587337517021384,1.3243261399918445,1.5651787367156031,3.333333333333333,0.4714045207910317,3.0,4.0
8.0,2.45636,3.661960000000001,6.47468,73.11503,79.03665,70.4384,52.23332657057428,6.529165821321785,3.054637780824483,1.490807536354606,2.6358839909459526,47.40992,12.0,1.4998971874153602,0.0499830138726112,1.3965635908942842,1.5814771802367118,3.75,0.4330127018922193,3.0,4.0
6.0,2.47969,3.689140000000001,4.89598,92.80397000000002,120.46398,109.61830000000002,35.014322969402784,5.835720494900464,3.417613405663565,1.48774241941533,1.974432287906956,52.88625000000005,12.0,1.5270582169130218,0.0238101500487459,1.4931568294619053,1.5699958516396797,4.0,0.0,4.0,4.0
10.0,2.49377,5.58591,5.58147,60.34651,63.494450000000015,63.508480000000006,57.873076380441645,5.787307638044164,3.4462029396829585,2.239945945295677,2.23816550844705,82.65055999999998,65.0,1.5100328985872664,0.0286765035648082,1.3973730231379689,1.5288647230887322,3.8,0.3999999999999999,3.0,4.0
6.0,3.07389,2.43105,6.40838,79.30188,80.45686000000002,108.55747,43.29010291435898,7.215017152393163,2.7642673847923005,0.7908708509413155,2.084778570475847,38.79872999999998,12.0,1.4014622205151752,0.0040984123298469,1.397477850723308,1.4083247866212938,3.0,0.0,3.0,3.0
6.0,2.48734,3.51754,4.30524,114.10426,106.7983,89.98361000000001,32.61604774557794,5.436007957596323,3.6689123251203486,1.414177394324861,1.7308610805117115,40.91894999999998,227.0,1.522734143966468,0.0010083033975178,1.5217175068477116,1.523858422754623,4.0,0.0,4.0,4.0
6.0,2.45505,2.53411,6.38348,97.0597,90.78107,88.28706999999999,39.39328685652325,6.565547809420543,3.0377109685288644,1.0322030101219934,2.6001425632879167,9.553699999999992,10.0,1.4234585001138464,0.0252431929054603,1.4026672507409266,1.467317529174532,3.0,0.0,3.0,3.0
8.0,2.47344,4.11774,4.28084,90.01627,90.02133,90.05664000000002,43.60025579142235,5.450031973927794,3.659471483926688,1.6647826508829808,1.7307232033119866,0.0942400000000276,194.0,1.524130421206488,0.0115486526142405,1.51683234835707,1.5441219553286116,4.0,0.0,4.0,4.0
6.0,2.48133,3.6885,4.21732,104.90405,89.96525,109.64933,34.97120630678879,5.828534384464798,3.4218270459613684,1.4865011908935934,1.6996207678946371,34.58813000000001,12.0,1.526879278522686,0.0241142633894486,1.4912827462704827,1.5724941886092767,4.0,0.0,4.0,4.0
8.0,2.43219,4.22553,4.81571,97.71599000000002,75.39092,106.68976000000002,45.7726388022773,5.721579850284662,3.4857918821294027,1.7373354877702811,1.979989227815261,39.014830000000046,12.0,1.507632651811133,0.0300044026172054,1.4673055637550363,1.5479745696247382,3.75,0.4330127018922193,3.0,4.0
6.0,2.48163,3.68952,4.84298,122.57435,75.1076,109.67241,35.02534143585335,5.837556905975558,3.41653827385592,1.4867325104870588,1.9515318560784645,67.13916,12.0,1.5274102920160135,0.0241814140063766,1.4942763549768865,1.5726366716688958,4.0,0.0,4.0,4.0
8.0,2.5272299999999994,4.29869,5.3986,121.08768000000002,110.98258,84.94964000000002,46.54999207363188,5.818749009203985,3.427581523714123,1.700949260652968,2.136172805799235,57.12062,2.0,1.5183406276236824,0.0705050553522021,1.3002497192614355,1.5879237007590388,3.75,0.4330127018922193,3.0,4.0
6.0,2.47711,2.47756,6.77864,89.98553999999999,111.41276000000002,120.04054,32.656552705741944,5.442758784290324,3.664361656563465,1.0001816633092595,2.736511499287476,51.46776000000003,166.0,1.5234124545354617,0.0081319626937789,1.5177632225148752,1.5416748277672174,4.0,0.0,4.0,4.0
6.0,2.7052,4.31972,4.81317,109.30314,88.80719,122.94162,43.64270082210383,7.273783470350639,2.741934328451492,1.5968209374537927,1.779228892503327,53.43757000000001,2.0,1.4094341869460374,0.0169276005489747,1.3776057176105885,1.4331296053324176,3.0,0.0,3.0,3.0
10.0,4.39822,4.26598,5.94355,108.59142,112.23788000000002,120.87945,67.63766818200166,6.763766818200166,2.948687784654378,0.9699332911950744,1.3513535020985763,71.70875000000001,12.0,1.4677114967311713,0.0725455809656935,1.32519079220804,1.559066000489945,3.4,0.4898979485566356,3.0,4.0
6.0,2.82869,3.62617,4.81526,67.88668,87.9196,95.63861,45.39291948956843,7.565486581594738,2.6362133327415638,1.2819255556458995,1.7022932877056165,29.832330000000013,2.0,1.407275514289155,0.0224197669080921,1.3808908261950774,1.443653475587168,3.0,0.0,3.0,3.0
6.0,2.99226,4.21033,4.20638,119.96836,80.8099,113.55317,42.03068651485427,7.0051144191423775,2.8470964786209976,1.4070735831779324,1.4057535107243355,62.71163,12.0,1.4031853830057082,0.0009956302237879,1.401649999431378,1.404091254023372,3.0,0.0,3.0,3.0
6.0,2.45251,5.76904,4.11436,51.52309,90.05447000000001,101.93249000000002,43.96348702411696,7.327247837352826,2.721927391810846,2.352300296431004,1.67761191595549,50.46387000000002,12.0,1.44818934566068,0.0645367005829984,1.3108283722453051,1.54933303663809,3.333333333333333,0.4714045207910317,3.0,4.0
6.0,2.4777,2.47796,6.31085,89.99148000000001,101.32183,120.02738999999995,32.67293576783514,5.445489294639191,3.662524250063541,1.000104936029382,2.5470597731767364,41.35773999999997,166.0,1.5236663796839542,0.0088614583313502,1.516660367760407,1.5436650631716766,4.0,0.0,4.0,4.0
10.0,2.48272,3.78278,7.99338,109.52079000000002,108.07398,89.93674000000001,66.82203751739536,6.682203751739536,2.984679506350803,1.523643423342141,3.219605916092028,37.65803000000001,11.0,1.4870786363637043,0.0605446313791985,1.347047389566839,1.5599578525476985,3.6,0.4898979485566356,3.0,4.0
6.0,2.48175,4.84618,3.69051,57.319100000000006,70.346,75.21913,35.0309690742064,5.838494845701067,3.4159894154505506,1.9527269064168429,1.4870595346025992,67.11576999999998,12.0,1.5273383445809203,0.0234098563340965,1.492528934680996,1.5690565724536587,4.0,0.0,4.0,4.0
8.0,2.50862,4.289389999999999,5.06301,79.65818999999999,111.01867,115.18573,45.997365842562886,5.749670730320361,3.4687615222734998,1.7098604013361924,2.0182450909264853,56.546210000000016,2.0,1.5177797949385168,0.0719775216981317,1.331178490892656,1.610053924231848,3.75,0.4330127018922193,3.0,4.0
8.0,2.4745099999999995,4.28168,4.80552,116.48150000000004,104.91835,90.01009,43.645820622508325,5.455727577813541,3.6556511135532856,1.7303142844441932,1.942008720918485,41.409940000000034,194.0,1.52468711772773,0.0089684641105083,1.5188140042474152,1.540204913222267,4.0,0.0,4.0,4.0
8.0,2.4275999999999995,4.79968,6.38069,77.77364,92.87337,55.08525,58.20358091740874,7.275447614676093,2.741307154056853,1.977129675399572,2.62839429889603,50.01448,12.0,1.4021445779091557,0.0013688417072499,1.4007576872083094,1.4040568959573951,3.0,0.0,3.0,3.0
12.0,4.83862,4.7531,4.91688,117.87696,85.09085,118.38205,86.57388720095686,7.214490600079738,2.764469135888403,0.9823255390999912,1.01617403309208,61.16816,12.0,1.4060497893230974,0.0234103877564664,1.383364866557396,1.4642780143632024,3.0,0.0,3.0,3.0
6.0,2.4667100000000004,3.38116,5.2488,89.19435,89.90303,111.23058,40.800566678876805,6.800094446479467,2.9329352337750154,1.3707164603865063,2.127854510664001,22.1332,12.0,1.4880705396410243,0.0575317699816047,1.4015611793646137,1.5844988650599376,3.6666666666666665,0.4714045207910317,3.0,4.0
6.0,2.48107,3.68928,4.21691,104.81997,89.94189,109.64361,34.989843621772536,5.831640603628756,3.420004412251859,1.4869713470397852,1.699633625814669,34.52169000000002,12.0,1.5268353419056115,0.0235241933160127,1.4922131686274098,1.569475354106574,4.0,0.0,4.0,4.0
6.0,2.43223,3.00807,6.40374,86.18147,79.30034000000002,108.91548,43.14413288216492,7.190688813694153,2.77361976186413,1.2367539254100146,2.6328677797741165,33.43366999999998,2.0,1.4013338054606992,0.0061819792775726,1.396242895959004,1.4111502960859372,3.0,0.0,3.0,3.0
10.0,3.79959,2.4639199999999994,8.64186,73.50988,57.987,71.09409,64.2633072696618,6.42633072696618,3.103518546188014,0.648469966496385,2.274419082058854,67.40903,12.0,1.5096851591729492,0.0592196607911144,1.4001958517666726,1.6371992565099671,3.8,0.3999999999999999,3.0,4.0
8.0,2.45636,3.66418,6.97166,113.56481,110.60801,70.43198,52.43814539995941,6.554768174994926,3.042706631664037,1.491711312674038,2.8382077545636637,63.74083999999999,12.0,1.4994419948246689,0.0494369215003755,1.3968166649889044,1.5719666058878117,3.75,0.4330127018922193,3.0,4.0
6.0,2.4225,4.17024,4.82289,94.34985,119.94846,89.67668,42.06618570228439,7.011030950380732,2.844693845488498,1.7214613003095975,1.99087306501548,34.62163000000001,63.0,1.4469402626422392,0.0527672822711824,1.381456627527683,1.503739932415054,3.333333333333333,0.4714045207910317,3.0,4.0
6.0,2.48021,3.68863,4.21763,75.21604,89.99223000000002,70.33647,34.976249319435624,5.829374886572604,3.421333673532825,1.487224872087444,1.7005132629898274,34.45525999999997,12.0,1.5265357737824548,0.0237367339376561,1.4923740513498407,1.5687263421978783,4.0,0.0,4.0,4.0
6.0,2.4255,4.85187,6.35485,41.41342,67.6974,60.08476000000001,42.87641727627142,7.146069546045236,2.790937936801208,2.0003586889301173,2.620016491445063,100.80442,63.0,1.4488737848746118,0.0533219397190081,1.3825259517817752,1.502539128435164,3.333333333333333,0.4714045207910317,3.0,4.0
10.0,2.45594,4.498859999999999,7.10749,93.62258,79.96008000000002,105.97858,74.33043955124636,7.433043955124636,2.6831856121780486,1.8318281391239195,2.8939998534166147,29.64108,12.0,1.43809779494394,0.05642621590827,1.3575300436443916,1.5297905247035115,3.2,0.3999999999999999,3.0,4.0
6.0,3.35885,3.38886,4.83168,84.65687000000001,59.6238,65.49027,42.69272689060119,7.115454481766864,2.802946269445464,1.0089346055941766,1.4384923411286603,60.22905999999999,12.0,1.4129220576065586,0.0154365465863397,1.399045967264547,1.4415150953320428,3.0,0.0,3.0,3.0
16.0,2.56905,4.9455,7.62331,89.98828,89.35966,90.00717000000002,96.84990696613087,6.05311918538318,3.2948693036208425,1.9250306533543529,2.9673653685214383,0.659230000000008,25.0,1.500477859861139,0.0726913162303938,1.366102878828807,1.591855058951438,3.625,0.4841229182759271,3.0,4.0
8.0,4.34027,3.70003,4.81909,102.38702999999998,89.21737000000002,127.20494,59.53113828858461,7.441392286073077,2.680175406476559,0.8524884396592838,1.1103203256940235,50.37459999999996,12.0,1.409471440153239,0.0284883565572765,1.3719712625397622,1.451760126567024,3.0,0.0,3.0,3.0
6.0,2.47853,2.47814,6.77783,68.56487,68.54572,59.97219,32.674599419261334,5.445766569876889,3.662337769929113,0.99984264866675,2.734616889850032,72.91722,166.0,1.5236839974649794,0.0085645822141743,1.5176660760511185,1.5427470685015137,4.0,0.0,4.0,4.0
8.0,2.52326,4.45463,4.30678,76.91974,85.32772,97.58778,46.4283105185142,5.803538814814274,3.4365646946596144,1.7654264721035484,1.7068316384359914,25.34031999999999,2.0,1.517141037832243,0.0585490581109557,1.3157512516528225,1.582725979340501,3.75,0.4330127018922193,3.0,4.0
16.0,2.4472,6.561279999999999,7.58442,76.82001,107.58771,105.5152,110.41289279385452,6.900805799615908,2.8901315548087902,2.681137626675384,3.099223602484472,46.2829,1.0,1.4600022355867674,0.0700207884833792,1.3606870242074454,1.6914621676195123,3.375,0.4841229182759271,3.0,4.0
