formula,elements,num_atoms,a,b,c,alpha,beta,gamma,volume,volume_per_atom,density,b_over_a,c_over_a,angle_deviation,space_group_number,space_group_symbol,crystal_system,mean_bond_length,std_bond_length,min_bond_length,max_bond_length,mean_coordination,std_coordination,min_coordination,max_coordination,row_index,split,source_file,material_id,energy,relative_energy,cluster_hierarchical,PC1,PC2
C,C,10,2.43889,4.22919,6.52569,90.13684,100.68330000000002,90.00136000000002,66.14254109978326,6.614254109978326,3.015341754860821,1.7340634468959242,2.6756803299861827,10.821500000000045,35,Cmm2,orthorhombic,1.4644241679592578,0.0589490982437336,1.3880364568439694,1.5903572292315595,3.4,0.4898979485566356,3.0,4.0,23,train,huggingface,C-152605-7685-1,-154.255816,0.3011689999999873,0,-0.8114991390999048,1.7725334320184565
C,C,12,2.50785,3.41812,9.62215,84.73246999999999,97.52798,68.46338000000002,75.18201077622585,6.265167564685488,3.183352462509699,1.3629682796020497,3.836812409035628,34.33212999999999,74,Imma,orthorhombic,1.5227977153466146,0.039785875015419,1.4674225849933724,1.5812893613839976,4.0,0.0,4.0,4.0,24,train,huggingface,C-142789-7601-3,-154.125035,0.4319500000000005,0,1.615716474347375,0.9448827167526757
C,C,8,2.47126,5.312710000000001,4.8098,111.27787,120.76299000000002,89.66479,49.27297022170822,6.159121277713528,3.2381626689580965,2.149798078712884,1.9462946027532515,52.37607000000003,10,P2/m,monoclinic,1.4864657341783567,0.0839108516535455,1.337394583772909,1.6151912727401845,3.5,0.5,3.0,4.0,25,train,huggingface,C-177264-2024-14,-154.17584375,0.3811412499999846,0,-0.05224342424480924,1.9174094906490253
C,C,8,3.3936,3.40154,4.11528,78.54630999999999,101.45376,86.12945000000002,45.347724031530305,5.668465503941288,3.518454259130658,1.00233969825554,1.2126591230551629,26.77799999999999,12,C2/m,monoclinic,1.5317570803653162,0.0547565188850914,1.4798252603507234,1.6531008068453843,4.0,0.0,4.0,4.0,26,train,huggingface,C-9592-5537-24,-154.32579,0.2311949999999853,2,2.994508269631348,-1.375188874042363
C,C,18,4.550839999999999,3.65341,8.99029,74.89330999999999,71.89721000000002,97.70929,133.34229324330008,7.407905180183338,2.692291020196865,0.8027990436930327,1.9755232001125071,40.918769999999995,1,P1,triclinic,1.4085274403731114,0.0426205840689534,1.3448293641995188,1.5140820478395365,3.0,0.0,3.0,3.0,27,train,huggingface,C-104334-7299-44,-154.22624444444443,0.3307405555555647,1,-4.23983956988631,1.0480516985639527
C,C,6,2.48102,3.69022,4.84442,57.39669,75.0844,70.2878,35.014027475664044,5.835671245944007,3.417642247914389,1.487380190405559,1.952592079064256,67.23111,12,C2/m,monoclinic,1.5272110226779898,0.0240230077487743,1.4940783446724597,1.5718845018930654,4.0,0.0,4.0,4.0,28,train,huggingface,C-92124-4005-36,-154.31160483333335,0.2453801666666493,2,2.5721036287718837,-1.7890200368722202
C,C,6,2.48158,3.68816,4.2196,74.9506,89.90189,70.3462,34.96643918725626,5.8277398645427105,3.4222935578203644,1.4862144279048024,1.7003683137356038,34.801310000000015,12,C2/m,monoclinic,1.5270332578394006,0.024006312237277,1.4926554785580606,1.5758591522832477,4.0,0.0,4.0,4.0,29,train,huggingface,C-176661-8591-46,-154.30967266666667,0.2473123333333262,2,2.6397073282570207,-1.83223896375507
C,C,10,2.9492799999999995,4.8375,5.76354,66.20084000000001,100.36573,88.36475,73.54019299373239,7.354019299373239,2.7120185279874405,1.6402308360006514,1.9542193348885155,35.800139999999985,12,C2/m,monoclinic,1.4064215789583625,0.0131336643129306,1.3946484585566965,1.4409261022300737,3.0,0.0,3.0,3.0,30,train,huggingface,C-72701-1899-2,-154.252398,0.3045869999999979,1,-3.7091328132377326,-1.014031269431526
C,C,6,2.4876199999999997,2.48761,6.57671,67.74614,79.08109,59.98402,32.61513351910938,5.43585558651823,3.669015167463657,0.9999959800934228,2.6437759786462567,63.18875,227,Fd-3m,cubic,1.522721015545511,0.0007922985490608,1.5214009941797113,1.5242467691141364,4.0,0.0,4.0,4.0,31,train,huggingface,C-176679-1286-38,-154.54276683333333,0.0142181666666658,2,3.3440733023914797,-3.1344972346479643
C,C,8,2.43087,4.07727,6.79703,108.95262999999998,115.18719,86.84643,57.38427487522953,7.173034359403691,2.780446265244914,1.677288378234953,2.7961306034465028,47.293389999999974,12,C2/m,monoclinic,1.4025420490032898,0.001159436188978,1.4010662983248712,1.4040940772558437,3.0,0.0,3.0,3.0,32,train,huggingface,C-102915-7408-31,-154.46037,0.0966149999999856,1,-3.6418538274301433,-1.3995140476331456
C,C,12,2.46312,4.98771,6.69667,63.38295,100.60575,90.0141,71.97822351582779,5.998185292985649,3.325045096289452,2.0249561531715874,2.7187753743219982,37.2369,8,Cm,monoclinic,1.5026119701067957,0.0745775057313027,1.342254878034916,1.712400663829028,3.6666666666666665,0.4714045207910317,3.0,4.0,33,train,huggingface,C-76008-2415-39,-154.24742,0.3095649999999921,0,0.6066590772996893,3.3150084427098863
C,C,8,4.67808,3.78465,4.29654,89.15994,124.47009,107.39485,58.67952890808442,7.334941113510553,2.719072489667472,0.8090178021752514,0.9184408988302896,52.705,2,P-1,triclinic,1.4099829648537874,0.0372187465813938,1.3746980772008537,1.4649248019930108,3.0,0.0,3.0,3.0,34,train,huggingface,C-90796-891-29,-154.200935,0.3560500000000104,1,-3.718996777375565,-2.5732503794332664
C,C,10,2.43911,4.22873,6.52398,89.76256,79.23673,90.00714000000002,66.10610631659951,6.61061063165995,3.017003678837058,1.7337184464825284,2.674737916699124,11.007850000000031,3,P2,monoclinic,1.4644829199641525,0.0587392110493555,1.3876114975615652,1.588065301791457,3.4,0.4898979485566356,3.0,4.0,35,train,huggingface,C-96663-8819-13,-154.254901,0.3020840000000078,0,-0.8672368906801705,1.8655137549050018
C,C,10,2.48312,3.63064,7.32306,119.73560000000002,90.00217,89.9992,57.326449260653014,5.732644926065301,3.479063652520078,1.4621282902155353,2.94913657012146,29.738570000000024,51,Pmma,orthorhombic,1.5254598033692317,0.0258000850111865,1.4885821856180717,1.5798245276230714,4.0,0.0,4.0,4.0,36,train,huggingface,C-96672-9795-27,-154.297055,0.2599299999999971,2,2.531147965437561,-0.2195559787471188
C,C,8,2.9791300000000005,4.30411,4.84998,84.72388,82.11366,67.72619,56.950094722657305,7.118761840332163,2.8016440277691372,1.4447540053639818,1.6279853514281013,35.43627000000001,12,C2/m,monoclinic,1.400837676576815,0.0022403218879534,1.3982664923461112,1.4038488449722797,3.0,0.0,3.0,3.0,37,train,huggingface,C-9620-6892-54,-154.42720125,0.1297837500000014,1,-3.4924219972772783,-2.2488053174360285
C,C,6,3.64211,3.42975,4.83023,122.66702,67.64276,119.87713999999998,43.52543016858485,7.254238361430808,2.7493219275942966,0.9416931394164372,1.3262174948038363,84.90139999999998,2,P-1,triclinic,1.4107817614033171,0.0170629916794106,1.3947260949216056,1.4449896494103556,3.0,0.0,3.0,3.0,38,train,huggingface,C-176685-9184-37,-154.120246,0.4367389999999886,1,-3.4860083526120076,-3.11977997922325
C,C,8,3.08656,3.99484,5.58715,82.23913,119.85025,108.51357,56.637048262042654,7.079631032755332,2.8171293818564034,1.2942693484008088,1.810154346586491,56.12468999999999,12,C2/m,monoclinic,1.4011979714987677,0.0037043577983002,1.395977979079846,1.406762374288134,3.0,0.0,3.0,3.0,39,train,huggingface,C-73631-2702-49,-154.43651875,0.1204662499999926,1,-3.5530158414323134,-2.2658297328271653
C,C,6,3.66152,4.2026,4.19798,119.97028000000002,128.05131,77.81593,43.62007579275762,7.27001263212627,2.7433565255366448,1.1477746946623262,1.1465129235945728,80.20566000000002,2,P-1,triclinic,1.4003063911286302,0.0011465431152533,1.398544958982881,1.4014821576653858,3.0,0.0,3.0,3.0,40,train,huggingface,C-96682-5217-47,-154.42605233333333,0.1309326666666663,1,-3.7303984194203603,-3.3638371057190826
C,C,10,2.4848100000000004,4.1746,6.1773,90.00153,113.90048000000002,90.02744,58.583042287473106,5.85830422874731,3.4044385228764646,1.68004797147468,2.4860250884373447,23.929450000000017,25,Pmm2,orthorhombic,1.5131204315916684,0.0443634683081608,1.3646716661924685,1.5671398536240766,3.8,0.3999999999999999,3.0,4.0,41,train,huggingface,C-53820-5674-34,-154.193535,0.3634500000000003,0,0.7247095405594062,1.3306605787134695
C,C,10,2.45217,3.3325,9.40976,84.21950000000001,90.02416,68.20707000000002,70.97703715086975,7.097703715086975,2.809956204946073,1.359000395568007,3.837319598559643,27.59758999999997,12,C2/m,monoclinic,1.456612389174086,0.0568294817800246,1.4020826966427735,1.5802855187752471,3.4,0.4898979485566356,3.0,4.0,42,train,huggingface,C-157717-1262-39,-154.252138,0.3048469999999952,0,-1.6159576624414043,2.1455918515776475
C,C,10,2.44808,5.85555,5.58182,59.76776000000001,77.30729,65.25587,62.78054799320463,6.278054799320463,3.1768178572184818,2.391894872716578,2.2800807163164603,67.66908,12,C2/m,monoclinic,1.4887775732142088,0.0589454562321844,1.3937875072806818,1.5973621254963537,3.6,0.4898979485566356,3.0,4.0,43,train,huggingface,C-176654-3153-49,-154.18036,0.37662499999999,0,0.020793036773254833,2.1142497273412584
C,C,8,2.4846199999999996,4.6777999999999995,4.08675,96.68474,89.99540000000002,105.44199,45.44884141316096,5.68110517664512,3.5106261853886616,1.882702385072969,1.644818926032955,22.13132999999999,12,C2/m,monoclinic,1.52728098809179,0.03375498536839,1.4832421470241162,1.5986493511602773,4.0,0.0,4.0,4.0,44,train,huggingface,C-9646-232-63,-154.36781375,0.1891712499999869,2,2.82958682214662,-0.744736986260596
C,C,10,3.27774,3.27937,5.56821,89.67002,89.66048,81.14487,59.13711059550884,5.9137110595508835,3.372541606148763,1.0004972938671155,1.6987955115414888,9.524630000000002,12,C2/m,monoclinic,1.5114444417289798,0.0499153553678771,1.3495727546176557,1.5716094092689163,3.8,0.3999999999999999,3.0,4.0,45,train,huggingface,C-152587-3980-5,-154.26037300000002,0.2966119999999819,0,0.578908373523236,0.4710474222250979
C,C,16,2.45885,5.776,7.55007,60.075,81.91673,87.22127,91.9800511964328,5.74875319977705,3.469315154432256,2.3490656201069604,3.0705695752079225,40.78699999999999,1,P1,triclinic,1.5257211293343405,0.0485454507240497,1.44427043459342,1.6334980195330708,3.875,0.3307189138830738,3.0,4.0,46,train,huggingface,C-177280-5724-23,-154.08288375,0.4741012499999897,0,1.3723054840541842,3.5437813409051597
C,C,12,3.30757,4.27802,7.10948,54.14623,61.2089,73.85797,71.45564492613593,5.954637077177995,3.349362242665738,1.2934027095420504,2.1494571543459395,80.7869,1,P1,triclinic,1.534973470349592,0.0615982516101327,1.450191962408509,1.708149432409323,4.0,0.0,4.0,4.0,47,train,huggingface,C-90811-1769-2,-154.11650749999998,0.4404775000000143,2,2.410944596079696,0.8081697211683081
C,C,6,3.62367,2.83337,4.81797,84.90278,112.08675,97.55562,45.397142433496946,7.566190405582824,2.6359681062693445,0.7819061890293542,1.329582991828726,34.73958999999999,12,C2/m,monoclinic,1.4071685503871425,0.0226085477354833,1.3795212339649552,1.4423760900221907,3.0,0.0,3.0,3.0,48,train,huggingface,C-13893-8599-30,-154.14665116666666,0.4103338333333397,1,-3.8554847094492337,-3.086521306352186
C,C,20,2.45637,7.11258,7.73614,65.77301,99.27453,83.55453,119.23043491395391,5.961521745697696,3.345494228796661,2.8955654074915422,3.1494196721177996,39.94699,1,P1,triclinic,1.5059353314235406,0.0567698452179318,1.35974742862912,1.6196150971330334,3.7,0.458257569495584,3.0,4.0,49,train,huggingface,C-150699-6622-10,-154.181727,0.3752580000000023,0,0.19280693989567457,5.530198468897738
C,C,8,2.48756,4.7629399999999995,5.31212,63.09856,62.09592,58.480799999999995,45.57538367223521,5.6969229590294015,3.500878761835211,1.914703564939137,2.1354741192172253,86.32472000000001,10,P2/m,monoclinic,1.5284936418224926,0.0489114213856973,1.4685468926354794,1.6401105077233291,4.0,0.0,4.0,4.0,50,train,huggingface,C-34643-7107-42,-154.36224625,0.194738749999999,2,2.8180543108047127,-0.19336614808210367
C,C,10,2.4542399999999995,4.47124,7.05104,87.39195,80.93604,75.78663999999999,74.06750541699502,7.406750541699502,2.692710721495579,1.8218430145381057,2.8730034552448016,25.88537000000001,2,P-1,triclinic,1.4368601131766203,0.0549791093335578,1.357719222474594,1.5203356652197102,3.2,0.3999999999999999,3.0,4.0,51,train,huggingface,C-157691-3994-32,-154.107372,0.4496129999999994,0,-2.547904072548905,1.782630325594614
C,C,8,3.4403200000000003,4.837199999999999,4.25193,90.05547,90.06837,134.86614,50.15041621540481,6.268802026925601,3.1815068508167035,1.4060319970235324,1.235911194307506,44.98998,12,C2/m,monoclinic,1.4888894953867773,0.0892510833215926,1.3884128493547323,1.67603832606955,3.5,0.5,3.0,4.0,52,train,huggingface,C-80191-3962-6,-154.12251,0.4344749999999919,0,0.22215678510371137,1.0025449455487732
C,C,6,2.44094,2.54908,7.71005,118.02238,73.25978,87.14599,39.569946246867694,6.594991041144616,3.02414915663266,1.044302604734242,3.158639704376183,47.61661000000001,2,P-1,triclinic,1.4230085711506826,0.0243598772781984,1.3972989028658327,1.4614746849471558,3.0,0.0,3.0,3.0,53,train,huggingface,C-189709-289-43,-154.07497283333333,0.4820121666666637,1,-2.628948813472774,-1.692424595270457
C,C,8,3.0907099999999996,4.85615,4.74049,105.47607000000002,106.75225000000002,112.10975000000002,57.1931228296917,7.149140353711463,2.7897391306247648,1.5712085572570706,1.5337867350867602,54.33807000000006,166,R-3m,trigonal,1.401801320904864,0.0010232952133779,1.3997954661377086,1.4027877012519718,3.0,0.0,3.0,3.0,54,train,huggingface,C-170898-6159-52,-154.4464475,0.1105374999999924,1,-3.262122584281019,-2.7066655004617948
C,C,12,2.43888,4.831249999999999,8.76224,85.06958,82.04823,59.656220000000005,88.22834630953149,7.352362192460958,2.712629774350354,1.9809297710424452,3.592731089680509,43.22596999999999,12,C2/m,monoclinic,1.451290642483627,0.0587337517021384,1.3243261399918445,1.5651787367156031,3.3333333333333335,0.4714045207910317,3.0,4.0,55,train,huggingface,C-57133-9728-38,-154.251485,0.305499999999995,0,-2.407103399275491,3.2631325376811957
C,C,8,2.45636,3.661960000000001,6.47468,73.11503,79.03665,70.4384,52.23332657057428,6.529165821321785,3.054637780824483,1.490807536354606,2.6358839909459526,47.40992,12,C2/m,monoclinic,1.4998971874153602,0.0499830138726112,1.3965635908942842,1.5814771802367118,3.75,0.4330127018922193,3.0,4.0,56,train,huggingface,C-73671-1897-10,-154.2862025,0.2707824999999957,0,-0.04967255545977553,0.8404688593764725
C,C,6,2.47969,3.689140000000001,4.89598,92.80397000000002,120.46398,109.61830000000002,35.014322969402784,5.835720494900464,3.417613405663565,1.48774241941533,1.974432287906956,52.88625000000005,12,C2/m,monoclinic,1.5270582169130218,0.0238101500487459,1.4931568294619053,1.5699958516396797,4.0,0.0,4.0,4.0,57,train,huggingface,C-172967-546-37,-154.31643983333333,0.2405451666666636,2,2.5176246612185973,-1.6927215902286163
C,C,10,2.49377,5.58591,5.58147,60.34651,63.494450000000015,63.508480000000006,57.873076380441645,5.787307638044164,3.4462029396829585,2.239945945295677,2.23816550844705,82.65055999999998,65,Cmmm,orthorhombic,1.5100328985872664,0.0286765035648082,1.3973730231379689,1.5288647230887322,3.8,0.3999999999999999,3.0,4.0,58,train,huggingface,C-13919-5282-28,-154.243904,0.313081000000011,0,0.900502073547011,0.9390291437933274
C,C,6,3.0738899999999996,2.43105,6.40838,79.30188,80.45686000000002,108.55747,43.29010291435898,7.215017152393163,2.7642673847923005,0.7908708509413155,2.084778570475847,38.79872999999998,12,C2/m,monoclinic,1.4014622205151752,0.0040984123298469,1.397477850723308,1.4083247866212938,3.0,0.0,3.0,3.0,59,train,huggingface,C-136210-9760-32,-154.44786066666668,0.1091243333333125,1,-3.6224604479505644,-3.0402906083419157
C,C,6,2.48734,3.51754,4.30524,114.10426,106.7983,89.98361000000001,32.61604774557794,5.436007957596323,3.6689123251203486,1.414177394324861,1.7308610805117115,40.91894999999998,227,Fd-3m,cubic,1.522734143966468,0.0010083033975178,1.5217175068477116,1.523858422754623,4.0,0.0,4.0,4.0,60,train,huggingface,C-176683-1873-9,-154.54566766666667,0.0113173333333236,2,3.464694941635724,-3.2279447412797273
C,C,6,2.45505,2.53411,6.38348,97.0597,90.78107,88.28706999999999,39.393286856523254,6.565547809420543,3.0377109685288644,1.0322030101219934,2.6001425632879167,9.553699999999992,10,P2/m,monoclinic,1.4234585001138464,0.0252431929054603,1.4026672507409266,1.467317529174532,3.0,0.0,3.0,3.0,61,train,huggingface,C-152601-7805-20,-154.07778916666666,0.4791958333333355,1,-2.426935483481706,-1.9966392186975237
C,C,8,2.47344,4.11774,4.28084,90.01627,90.02133,90.05664000000002,43.60025579142235,5.450031973927794,3.659471483926687,1.6647826508829808,1.7307232033119866,0.0942400000000276,194,P6_3/mmc,hexagonal,1.524130421206488,0.0115486526142405,1.51683234835707,1.5441219553286116,4.0,0.0,4.0,4.0,62,train,huggingface,C-80195-4794-23,-154.52300125,0.0339837500000044,2,3.4463681230789893,-2.107691192728996
C,C,6,2.48133,3.6885,4.21732,104.90405,89.96525,109.64933,34.97120630678879,5.828534384464798,3.4218270459613684,1.4865011908935934,1.6996207678946371,34.58813000000001,12,C2/m,monoclinic,1.526879278522686,0.0241142633894486,1.4912827462704827,1.5724941886092767,4.0,0.0,4.0,4.0,63,train,huggingface,C-72716-3406-31,-154.3085715,0.248413499999998,2,2.6028933920806625,-1.8143375631204988
